areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00070108,36.6,34.4,23.7,3.8,1.5
E00070109,30.5,33.6,31.3,3.9,0.8
E00070110,37.6,30.8,27.4,4.3,0
E00070129,47.1,35.3,14,3.7,0
E00070132,36,33.3,22.8,7,0.9
E00070135,38.5,36.2,21.5,3.8,0
E00070136,42.3,21.6,30.6,5.4,0
E00070137,43.6,24.8,25.6,5.3,0.8
E00070138,28.1,38.5,31.3,2.1,0
E00070139,13.8,38.4,42,5.8,0
E00070140,30.9,39,24.4,4.9,0.8
E00070141,29.4,29.4,36.5,3.2,1.6
E00070146,52,26.5,19.4,1,1
E00070147,40.9,29.1,23.6,6.3,0
E00070148,38.3,35.7,23.5,2.6,0
E00070149,40,29.5,29.5,1.1,0
E00070150,21,53.8,23.1,2.1,0
E00070151,28,37.5,29.2,3,2.4
E00070152,2.9,15.5,77.7,3.9,0
E00070153,13.2,34.7,47.9,3.3,0.8
E00070154,47.4,33.8,15.8,3,0
E00070155,35.1,35.1,22.9,6.1,0.8
E00070156,35.1,31.3,32.8,0.7,0
E00070157,33.6,37,24.4,5,0
E00070158,36.1,32.8,29.4,1.7,0
E00070159,23.1,23.1,49.1,4.6,0
E00070160,11.8,14.3,71.4,2.5,0
E00070161,17.2,35,41.7,6.1,0
E00070162,40.5,27.8,28.6,3.2,0
E00070163,45.8,35,15.8,3.3,0
E00070164,13.4,26.9,50,7.5,2.2
E00070165,36,30.4,27.2,4.8,1.6
E00070166,41.7,34.6,18.9,2.4,2.4
E00070167,42.6,27.9,25.4,4.1,0
E00070168,44.2,31.8,22.5,1.6,0
E00070169,39.4,28.8,28.8,3,0
E00070170,40,43.3,11.7,4.2,0.8
E00070172,9.6,33.5,49.7,6.1,1
E00070173,41.9,25.6,26.5,4.3,1.7
E00070174,40.5,38.8,19,1.7,0
E00070175,46.7,32.8,15.6,3.3,1.6
E00070176,45,27.1,22.9,5,0
E00070177,44.6,35.7,17,0.9,1.8
E00070178,20.8,11.3,60.4,6.6,0.9
E00070179,39.5,32.5,26.3,1.8,0
E00070180,17.6,30.8,44,5.5,2.2
E00070181,30.3,26.2,39.3,4.1,0
E00070182,48,26.8,22,2.4,0.8
E00070183,48.6,30.6,16.2,4.5,0
E00070184,15.4,19.5,55.3,8.9,0.8
E00070186,60.9,27.8,10.5,0.8,0
E00070187,40.8,50.4,8.8,0,0
E00070188,36.5,41.7,16.5,3.5,1.7
E00070189,37.2,29.8,28.9,3.3,0.8
E00070190,34.4,26.4,36,3.2,0
E00070191,38.5,35.6,22.1,3.8,0
E00070192,41.8,26.7,30.8,0.7,0
E00099368,48.4,34.4,15.6,1.6,0
E00099369,41.4,31.6,26.3,0,0.8
E00099370,55.3,29.3,13.8,1.6,0
E00099371,36.8,48.7,13.7,0.9,0
E00099372,79.5,17.1,3.4,0,0
E00099373,66.7,24.2,9.2,0,0
E00099374,50.6,30.3,16.9,1.1,1.1
E00099375,42,37,21,0,0
E00099376,57.3,35.5,5.6,1.6,0
E00099377,64.1,28.1,7.8,0,0
E00099378,53,35.8,10.4,0,0.7
E00099379,34.2,53.2,11.7,0.9,0
E00099380,54.5,37.2,8.3,0,0
E00099381,30.4,55.6,13.3,0.7,0
E00099382,42.1,48.8,9.1,0,0
E00099383,71.1,23.1,5,0.8,0
E00099400,46.6,37.4,13,3.1,0
E00099401,24.4,38.8,34.4,1.9,0.6
E00099402,10.1,52.5,35.3,2.2,0
E00099403,24.8,37.6,33.1,4.5,0
E00099404,6.4,42.6,49.6,1.4,0
E00099405,20.7,45.9,28.8,4.5,0
E00099406,36.2,37.9,25.9,0,0
E00099407,13.6,47.3,36.1,3,0
E00099408,16.8,41.9,40,1.3,0
E00099409,20.5,46.7,30.8,2.1,0
E00099414,49.6,37.2,13.3,0,0
E00099415,12.5,60.8,23.3,3.3,0
E00099416,11.1,37.8,48.1,3,0
E00099417,15.2,33.3,47.7,3.8,0
E00099418,43.2,35.6,20.5,0.8,0
