areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00070108,90.2,5.2,1.8,2.8
E00070109,88.3,3.2,4.6,3.9
E00070110,89.6,2.9,2.5,5
E00070129,90.1,4.5,1.5,3.9
E00070132,90.1,3.8,2.9,3.2
E00070135,88.7,4.1,2.4,4.8
E00070136,89.1,5.9,1.8,3.2
E00070137,88.7,5.6,1.8,3.9
E00070138,85.2,4.8,5.2,4.8
E00070139,85.7,5.7,4.9,3.8
E00070140,93.4,3.8,1.9,0.9
E00070141,89.9,2.5,1.7,5.9
E00070146,90.8,2.8,2.8,3.7
E00070147,93.1,3,1,3
E00070148,88.2,4.3,4.3,3.1
E00070149,93.4,0.9,1.9,3.8
E00070150,90.5,4.9,3,1.5
E00070151,87.7,3.7,1.8,6.8
E00070152,92.4,3,2.3,2.3
E00070153,85.5,5.8,5,3.7
E00070154,89.8,3.9,3.6,2.6
E00070155,92.8,2.1,1.8,3.3
E00070156,93.2,2,1.7,3
E00070157,89.3,5.5,2.4,2.8
E00070158,91.6,4.4,1.8,2.2
E00070159,88.1,2.3,4.1,5.5
E00070160,93.7,2.9,1.1,2.3
E00070161,89.2,4.4,1,5.4
E00070162,90.2,3.3,1,5.5
E00070163,89.3,5.2,1.5,4.1
E00070164,92,2.8,1.7,3.5
E00070165,91,5.2,1.4,2.3
E00070166,92.9,3,1.4,2.7
E00070167,90.9,2.4,1.5,5.1
E00070168,92.9,1.6,1.6,3.9
E00070169,87.3,4,3.7,5
E00070170,86.4,8,2.8,2.8
E00070172,85.7,4.1,2.9,7.3
E00070173,90.6,1.1,3.2,5
E00070174,88.9,5.7,0.4,5
E00070175,88.2,1.8,4.4,5.5
E00070176,89,4,3,4
E00070177,91.6,5.2,1.2,2
E00070178,95.1,1.1,1.1,2.7
E00070179,87.7,6.5,2.9,2.9
E00070180,90.6,1.3,2.7,5.4
E00070181,90.6,2.5,2.2,4.7
E00070182,88.5,5.6,2.4,3.5
E00070183,91.3,2.9,1.7,4.2
E00070184,90.7,3.7,2.8,2.8
E00070186,89.6,6.6,0.9,2.8
E00070187,87.7,6.2,2.5,3.7
E00070188,90.9,4.2,2.5,2.5
E00070189,91.6,3.4,1.9,3
E00070190,92,3.8,0.8,3.4
E00070191,93,3.1,1.3,2.6
E00070192,90.2,4.4,2.2,3.2
E00099368,88.2,7,1.3,3.5
E00099369,89.7,5.3,2.9,2.1
E00099370,89.1,7,1.4,2.5
E00099371,91.3,4.5,1.1,3
E00099372,83.6,9.7,1.3,5.5
E00099373,87.1,9,0.8,3.1
E00099374,89.6,6.3,1.6,2.6
E00099375,92,4,2.4,1.6
E00099376,87.3,9.1,2,1.6
E00099377,89.2,7,1.5,2.3
E00099378,89.8,6.5,0.9,2.8
E00099379,91.4,3.4,1.3,3.9
E00099380,89.8,5.9,2.3,2
E00099381,85.2,7,3.9,3.9
E00099382,88.7,6.5,3,1.7
E00099383,91.8,6.1,0,2.2
E00099400,93.3,3.4,1,2.3
E00099401,91.6,4.9,0.3,3.2
E00099402,89.5,6.8,1.1,2.6
E00099403,92.9,3.4,2.2,1.5
E00099404,94.5,2.3,1.6,1.6
E00099405,92.9,5.2,1.4,0.5
E00099406,93.3,2.9,0.8,2.9
E00099407,91.7,2,2,4.3
E00099408,93.8,4,1.1,1.1
E00099409,92.1,4.1,1.2,2.6
E00099414,91.5,5.2,0.4,2.8
E00099415,91.2,5.5,1.3,2.1
E00099416,91.1,5.5,2.1,1.3
E00099417,94,2,1.2,2.8
E00099418,87.6,2.7,3.8,5.8
E00099419,88.9,5.8,3.4,1.9
E00099420,90.5,5.7,1.4,2.4
E00099421,91.1,4.7,1.7,2.6
E00099425,91.7,4.9,2.3,1.1
E00099426,92.5,3.3,1.7,2.5
E00099427,86.3,2.4,6.2,5.2
E00099428,93.9,3.3,0.4,2.4
E00099429,89.1,5.4,1.9,3.5
E00099430,90.6,5.3,1.1,3
E00099431,93.8,3.4,0.3,2.5
E00099432,87.6,7.2,3.4,1.7
E00099433,89.3,3.9,3.3,3.6
E00099434,88.6,6,1.8,3.6
E00099435,90.4,6.3,1.4,1.9
E00099436,87.7,8.1,1.8,2.5
E00099437,91.5,6.3,1.1,1.1
E00099439,86,5.7,2.7,5.7
E00099440,88.2,4.1,2,5.7
E00099441,90.6,5.4,2,2
