areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00039247,83.3,0.4,16.3
E00098596,67,7.7,25.3
E00098597,61.7,2.1,36.3
E00098599,61.5,2.4,36
E00098600,79.1,2.4,18.5
E00098601,66.1,4.7,29.2
E00098602,70.9,0.8,28.3
E00098603,68.9,1.7,29.4
E00098604,53,4.7,42.3
E00098605,70.8,1.9,27.3
E00098606,50.3,7,42.6
E00098607,57.5,8.5,34.1
E00098608,71.9,0,28.1
E00098609,87.8,1.8,10.4
E00098612,75.9,2.2,21.9
E00098613,68.7,2.3,28.9
E00098614,67.2,2,30.7
E00098641,55.8,7.4,36.7
E00098646,66.8,2.9,30.3
E00098647,62.6,4.8,32.6
E00098648,59.6,9.6,30.7
E00098649,79.5,0.7,19.9
E00098737,80.3,2.6,17.1
E00098738,91.3,0.4,8.3
E00098739,77.2,0.7,22.1
E00098740,61.6,3.4,35
E00098741,78.9,1.7,19.4
E00098742,63.5,4,32.5
E00098743,70.9,2.3,26.8
E00098744,75.3,2.7,22
E00098745,83.2,2,14.9
E00098746,78.8,0.3,20.9
E00098747,86.7,0.4,13
E00098748,79.8,0.4,19.8
E00098749,73,1.4,25.6
E00098750,84.6,2.9,12.5
E00142873,75.7,0.4,23.9
E00142877,80.5,2.4,17.1
E00142878,77.5,1.8,20.7
E00142879,71.2,0.6,28.2
E00142880,79.3,0,20.7
E00142882,70.8,10.6,18.6
E00142883,75.8,3.2,21
E00142884,76.4,5.8,17.8
E00142885,80.3,2.8,16.9
E00142886,63.7,1.1,35.3
E00142887,75.9,6.6,17.5
E00142888,84.4,2.5,13.1
E00142889,67.9,12.5,19.6
E00142891,81.6,5.3,13
E00142892,71.3,1.4,27.3
E00142893,59.3,11,29.7
E00142894,64,9,27
E00142895,67.2,11.1,21.6
E00142896,78.9,5.7,15.5
E00142897,75.1,6.3,18.6
E00142898,65,5.3,29.6
E00142899,50,9.9,40.1
E00142901,83.3,0.4,16.3
E00142902,64.9,16.1,18.9
E00142903,67.1,6.6,26.2
E00142904,72.4,8.4,19.2
E00142905,58.6,15.7,25.7
E00142906,72.1,12.3,15.6
E00142909,81.8,2.8,15.4
E00142913,65.3,9.7,25
E00142914,83.8,4,12.1
E00142916,67.1,6.3,26.6
E00142917,82.6,3,14.4
E00142918,79,5.7,15.4
E00142919,79,2.6,18.5
E00142920,78.9,3.9,17.2
E00142921,61.6,3.4,35
E00142922,75.6,2.6,21.8
E00142923,75,4.5,20.5
E00142924,68.2,4.3,27.5
E00142925,81.1,6.1,12.8
E00142926,74.3,4.6,21.1
E00142927,81.7,3,15.3
E00142928,81.6,5.1,13.3
E00142929,76.6,6.8,16.5
E00142930,60.1,10.6,29.3
E00142931,70.2,4.8,25
E00142932,72.9,9.7,17.4
E00142933,81.9,3.5,14.6
E00142934,66.7,9.2,24.2
E00142935,81.4,5.5,13.1
E00142936,58.8,18.9,22.4
E00142937,65.6,8.8,25.6
E00142938,65.1,13,21.9
E00142939,89.8,1.1,9.2
E00142940,91.6,3.4,5
E00142941,86.2,2.8,10.9
E00142942,88.3,0,11.7
E00142943,79.4,0,20.6
E00142944,73.8,9.4,16.8
E00142945,77.5,2.7,19.8
E00142946,64.5,3.7,31.8
E00142947,82.9,1.6,15.5
E00142948,66.2,4.7,29.1
E00142949,88.4,0.7,10.9
E00142950,84.2,3.1,12.7
E00142951,76.7,4.1,19.2
E00142952,56.1,14,29.9
E00142953,57,11.1,31.9
E00142954,91.6,1.4,7
E00142956,48.5,28,23.5
E00142957,44.4,34.5,21.1
E00142958,85.9,5.5,8.6
E00142959,74.1,1.6,24.3
E00142960,84.3,4.6,11.2
E00142961,58.6,9.2,32.2
E00142962,62.9,14.4,22.7
