areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00039247,53,2.2,44.8
E00098596,60.1,3.9,36
E00098597,38.4,0,61.6
E00098599,36.2,2.2,61.6
E00098600,59.5,2.5,38
E00098601,54.9,5.6,39.5
E00098602,42.1,4.7,53.3
E00098603,42.9,0.5,56.6
E00098604,45,4.9,50.2
E00098605,56,1.6,42.3
E00098606,53.8,4.1,42.1
E00098607,56.2,2.6,41.2
E00098608,52.8,4.6,42.6
E00098609,60.9,1.7,37.4
E00098612,54.2,0.8,44.9
E00098613,47.3,1.7,51
E00098614,54.8,3.5,41.6
E00098641,54.4,1.2,44.5
E00098646,56,1.8,42.2
E00098647,51.1,3.7,45.2
E00098648,63.1,3.2,33.6
E00098649,55.5,3.2,41.3
E00098737,61.4,1.9,36.7
E00098738,60.1,3,36.9
E00098739,51.1,3.1,45.8
E00098740,42.6,1.2,56.2
E00098741,64.2,2.5,33.3
E00098742,39.9,3.1,57
E00098743,59.1,1.3,39.7
E00098744,57.8,0.5,41.7
E00098745,61,1.7,37.3
E00098746,54.2,2.4,43.4
E00098747,52.5,0,47.5
E00098748,50.9,3.4,45.7
E00098749,56.1,3.9,39.9
E00098750,54.9,1.5,43.6
E00142873,52.4,1.6,45.9
E00142877,55.9,2.8,41.3
E00142878,57.2,1.4,41.4
E00142879,40.2,1.8,58
E00142880,47.8,3.5,48.7
E00142882,59.6,0.5,39.9
E00142883,47.5,2.5,50
E00142884,57.8,2.6,39.6
E00142885,56.3,1.3,42.5
E00142886,24.6,2.3,73.1
E00142887,67.8,2,30.2
E00142888,59.7,2.7,37.6
E00142889,62.1,5.2,32.7
E00142891,65.9,4,30.1
E00142892,60.1,0.6,39.3
E00142893,52.9,0,47.1
E00142894,50.9,5.2,43.9
E00142895,58.8,4.9,36.3
E00142896,66.5,1.2,32.3
E00142897,62,2.4,35.6
E00142898,60.4,3.1,36.5
E00142899,14.6,2.4,82.9
E00142901,59.1,0.4,40.5
E00142902,65,1.6,33.3
E00142903,40.5,1.7,57.8
E00142904,62.8,3.7,33.5
E00142905,66.2,0,33.8
E00142906,65.6,3.6,30.8
E00142909,64.4,2.1,33.5
E00142913,64.5,4.2,31.3
E00142914,60.9,3.6,35.5
E00142916,58.1,4,37.9
E00142917,66.1,3.4,30.4
E00142918,68.8,3.6,27.6
E00142919,60.9,0.9,38.3
E00142920,66.4,1.8,31.8
E00142921,28.9,0.6,70.5
E00142922,71.8,2.9,25.3
E00142923,60.4,1,38.6
E00142924,42.5,1.8,55.8
E00142925,67.2,1.9,30.9
E00142926,65.8,0.5,33.7
E00142927,57,0.9,42.2
E00142928,56.4,1.4,42.3
E00142929,55,4.3,40.7
E00142930,65.5,2.4,32.1
E00142931,43.5,0.6,55.9
E00142932,63.2,1.3,35.4
E00142933,60.7,1.4,37.8
E00142934,52.8,0,47.2
E00142935,62.1,1.6,36.4
E00142936,60.7,2.6,36.7
E00142937,50.4,3.6,46
E00142938,55.2,2.3,42.5
E00142939,57.9,0.9,41.3
E00142940,66.8,2.8,30.3
E00142941,63,1.8,35.2
E00142942,57.1,0,42.9
E00142943,44.5,0.5,55
E00142944,61.6,0.6,37.8
E00142945,36,0,64
E00142946,34,0.5,65.5
E00142947,63.2,1.2,35.5
E00142948,46.3,2.8,50.8
E00142949,59.4,1.9,38.7
E00142950,55,0,45
E00142951,48.1,2.2,49.8
E00142952,50,5.2,44.8
E00142953,47.5,6.8,45.8
E00142954,72.8,0.9,26.3
E00142956,54.4,2.1,43.5
E00142957,65.4,4.1,30.4
E00142958,71.7,1.7,26.7
E00142959,66.5,1.9,31.6
E00142960,74.4,2.3,23.3
E00142961,40.9,2.9,56.3
E00142962,60.1,5.2,34.7
E00142963,64.7,3,32.3
E00142964,68.2,3.5,28.4
E00142965,60.6,5.6,33.9
E00142966,60.8,4.2,35.1
E00142967,53.7,5.8,40.5
E00142968,40.6,5.1,54.3
E00142969,76.7,0,23.3
E00142970,67.3,0.4,32.3
E00142971,55.7,5.1,39.2
E00142972,54.2,1.9,43.9
E00142973,63.3,3.1,33.6
E00142974,52.8,1.8,45.4
E00142975,46.9,0.5,52.7
E00142976,61.1,0.9,38.1
E00142978,68,0.6,31.5
E00142979,58.4,2.5,39.1
E00142980,50.7,2,47.3
E00142981,56.6,1.2,42.2
E00142982,59.1,2.9,38
E00142983,65.2,4.9,29.9
E00142984,58.7,0.4,40.9
E00142985,41.8,1.2,57
E00142986,68.4,0,31.6
E00142988,69.9,3.6,26.5
E00142989,42,1.6,56.4
E00142990,63.9,1.4,34.7
E00142991,46,0.6,53.4
E00142992,65.5,0.8,33.7
E00142993,47.6,0.8,51.6
E00142994,47.4,2.4,50.2
E00142995,57.5,0,42.5
E00142996,66,2.7,31.3
E00142997,65,2.9,32.1
E00142998,64.8,3.8,31.5
E00142999,62.8,0,37.2
E00143000,42.7,0,57.3
E00143001,60.3,5.1,34.6
E00143002,52.2,7.1,40.6
E00143003,57.6,6.1,36.4
E00143004,57.7,3.6,38.7
E00143005,58.2,3.3,38.5
E00143006,56,6.2,37.8
E00143007,67.3,0.4,32.3
E00143008,49.6,6,44.4
E00143009,51.3,4.2,44.5
E00143011,52.6,3.5,43.9
E00143012,58.3,4.3,37.4
E00143013,44.4,2.5,53.1
E00143014,56.2,4,39.8
E00143016,67.2,1.9,30.9
