areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00039247,78.3,17.8,3.9
E00098596,78.2,14.1,7.7
E00098597,58,24.9,17.1
E00098599,64.3,17.7,18.1
E00098600,76.4,16.6,7
E00098601,75.3,19.6,5.1
E00098602,62.3,24.6,13.1
E00098603,66.7,20.1,13.2
E00098604,67.5,19.6,12.8
E00098605,78,15.5,6.5
E00098606,75,16.9,8.1
E00098607,73.9,15.6,10.5
E00098608,72.1,20.2,7.7
E00098609,76.6,15.4,8
E00098612,73.3,18.1,8.5
E00098613,67.9,19.8,12.2
E00098614,73.3,20.4,6.3
E00098641,66,16.7,17.2
E00098646,65.2,23.6,11.2
E00098647,69,22.5,8.5
E00098648,77,16.4,6.7
E00098649,75.6,16.9,7.5
E00098737,80.3,16.1,3.5
E00098738,79.6,16.7,3.6
E00098739,76.5,15.8,7.7
E00098740,61.3,26.6,12.1
E00098741,78.3,16.9,4.9
E00098742,68.3,20.2,11.5
E00098743,74.3,16,9.7
E00098744,72.6,21.5,5.8
E00098745,87.1,9.5,3.5
E00098746,72.9,18.9,8.2
E00098747,75.9,18.1,5.9
E00098748,75.7,14.7,9.7
E00098749,76.9,16,7.1
E00098750,79.1,16.4,4.5
E00142873,75.3,18.1,6.6
E00142877,73.2,21.3,5.5
E00142878,75.1,14.2,10.7
E00142879,59.2,34.6,6.1
E00142880,69,22.4,8.6
E00142882,74.3,20.3,5.4
E00142883,63.8,26.5,9.7
E00142884,77.2,14.9,8
E00142885,75.2,16,8.9
E00142886,46.6,31.2,22.2
E00142887,81,13.5,5.5
E00142888,83.8,12.7,3.5
E00142889,82.9,9.9,7.2
E00142891,77.8,16.4,5.8
E00142892,79.6,14.4,6
E00142893,74.8,17.9,7.3
E00142894,64,23.4,12.6
E00142895,81.4,12.1,6.5
E00142896,84.9,9.1,6
E00142897,80.6,16.3,3.2
E00142898,68.5,17.8,13.7
E00142899,38.8,35.3,25.9
E00142901,77.9,14.3,7.8
E00142902,81.4,13,5.6
E00142903,67.5,19.2,13.3
E00142904,77.3,15.2,7.5
E00142905,76.7,16.1,7.2
E00142906,79.1,14.3,6.6
E00142909,79.7,15.7,4.5
E00142913,79.5,15.8,4.7
E00142914,80.1,13.2,6.6
E00142916,81.5,13.3,5.2
E00142917,81.2,13,5.8
E00142918,82.1,13.8,4.1
E00142919,78.6,16.6,4.8
E00142920,81.2,16.3,2.6
E00142921,46.4,34.6,19
E00142922,86.8,8.9,4.3
E00142923,76.7,16.6,6.7
E00142924,65.9,22.6,11.5
E00142925,83.7,11.5,4.8
E00142926,79.9,15.4,4.7
E00142927,72.9,19.3,7.8
E00142928,80.7,16.1,3.1
E00142929,75.1,19.1,5.8
E00142930,80.2,13,6.8
E00142931,64.1,20.5,15.4
E00142932,78.1,17.4,4.5
E00142933,81,14,5
E00142934,66,19.6,14.4
E00142935,84.5,12.8,2.8
E00142936,72.2,22,5.7
E00142937,65.9,24,10.1
E00142938,75,18.9,6.1
E00142939,86.4,10.7,2.9
E00142940,87.9,9.1,3
E00142941,83,13.8,3.2
E00142942,75.9,18.4,5.6
E00142943,73.7,18.6,7.6
E00142944,79.7,15.6,4.7
E00142945,62.6,29.4,8
E00142946,56.2,29,14.7
E00142947,84.8,11.9,3.3
E00142948,66.8,28.5,4.7
E00142949,77.7,17.9,4.3
E00142950,84.2,12.3,3.4
E00142951,74.2,18.4,7.4
E00142952,76.4,14.2,9.4
E00142953,65.9,22.4,11.7
E00142954,89.1,8.4,2.6
E00142956,74.1,15.2,10.7
E00142957,81,13.9,5.1
E00142958,90.4,7.9,1.7
E00142959,79.3,17.5,3.3
E00142960,87.9,8.2,3.8
E00142961,68,23.7,8.3
E00142962,80.7,14.9,4.4
E00142963,78.9,16.3,4.9
E00142964,84.6,10.3,5.1
E00142965,82.8,11.8,5.4
E00142966,76.4,16.7,6.9
E00142967,70.3,20.3,9.5
E00142968,58.7,23.5,17.9
E00142969,87.1,10.6,2.3
E00142970,83.6,12,4.4
E00142971,80.4,12.9,6.6
E00142972,73.4,16.1,10.5
E00142973,79,16.8,4.2
E00142974,78.7,16.3,5
E00142975,72.1,18,9.8
E00142976,79,15.1,5.9
E00142978,85.8,9.6,4.6
E00142979,84,13.1,3
E00142980,80.8,14.3,5
E00142981,78.7,14.8,6.5
E00142982,85,12.5,2.5
E00142983,77.4,15.2,7.4
E00142984,84.2,12.9,2.9
E00142985,73.6,21.8,4.6
E00142986,89.5,6.7,3.8
E00142988,80.9,13.9,5.2
E00142989,80.1,13,6.8
E00142990,85.8,11,3.2
E00142991,75.2,20.1,4.7
E00142992,77.6,17.1,5.4
E00142993,82.3,13.4,4.4
E00142994,85.7,9.8,4.6
E00142995,83,11.6,5.4
E00142996,85,9.9,5.1
E00142997,83,10.9,6.1
E00142998,79.4,13.9,6.7
E00142999,85.1,10.8,4.1
E00143000,63.4,18.5,18.1
E00143001,77.2,15,7.8
E00143002,80.1,12.8,7.1
E00143003,76.6,16.7,6.7
E00143004,71.8,14.9,13.3
E00143005,80.1,15.1,4.8
E00143006,77.2,13.3,9.5
E00143007,71.9,17.9,10.3
E00143008,77,16.5,6.5
E00143009,70.4,19.2,10.3
E00143011,73.1,18.3,8.6
E00143012,73.7,18.4,7.9
E00143013,63.9,24,12.2
E00143014,76.2,14.4,9.4
E00143016,79.6,12.2,8.2
E00143017,76.1,17.4,6.5
E00143018,79.2,12.2,8.6
E00143019,59.3,26.4,14.3
E00143020,69.9,22.5,7.6
E00143021,74.9,18.3,6.8
E00143022,64.8,27.7,7.6
E00143023,54.5,27.5,18
E00143024,77.2,15.6,7.2
E00143025,68.5,17.8,13.6
E00143026,73.3,17.6,9.1
E00170731,87.5,8.9,3.6
E00173381,77.8,16,6.2
E00173383,74.3,17,8.7
E00173384,81,14.8,4.2
E00173386,87,11.2,1.8
E00173387,84.4,9.8,5.7
E00173388,83.1,12.1,4.8
E00173389,90.5,8.1,1.4
E00173391,93,4.6,2.4
E00173392,85.2,11,3.8
E00173393,92.9,5.4,1.7
E00176828,91.3,5.6,3.1
E00176838,92.1,6.6,1.3
E00176846,90.7,7.6,1.8
E00176866,78.5,14.5,7
E00176882,61.7,26.8,11.5
E00176890,82,11.7,6.3
E00180318,80.6,10.1,9.3
E00180327,75.8,13.8,10.4
E00180358,85.3,10.6,4.1
E00180394,81,12.3,6.6
