areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00039247,97,3
E00098596,92,8
E00098597,98.4,1.6
E00098599,95.2,4.8
E00098600,96.2,3.8
E00098601,94.5,5.5
E00098602,98.8,1.2
E00098603,96.2,3.8
E00098604,94,6
E00098605,96.9,3.1
E00098606,92,8
E00098607,91.8,8.2
E00098608,98.6,1.4
E00098609,97.9,2.1
E00098612,96.7,3.3
E00098613,95.6,4.4
E00098614,97.1,2.9
E00098641,90.9,9.1
E00098646,97.4,2.6
E00098647,94.2,5.8
E00098648,89.2,10.8
E00098649,97.7,2.3
E00098737,97.1,2.9
E00098738,98.9,1.1
E00098739,98.7,1.3
E00098740,95.3,4.7
E00098741,96.6,3.4
E00098742,96,4
E00098743,96.4,3.6
E00098744,95.5,4.5
E00098745,97.5,2.5
E00098746,98.3,1.7
E00098747,97,3
E00098748,97.3,2.7
E00098749,98.6,1.4
E00098750,94.9,5.1
E00142873,97.3,2.7
E00142877,94.5,5.5
E00142878,97.6,2.4
E00142879,99,1
E00142880,98.3,1.7
E00142882,88.9,11.1
E00142883,95.7,4.3
E00142884,97.1,2.9
E00142885,96.1,3.9
E00142886,95.3,4.7
E00142887,88.7,11.3
E00142888,94.6,5.4
E00142889,86,14
E00142891,90.4,9.6
E00142892,97.2,2.8
E00142893,85.4,14.6
E00142894,88.6,11.4
E00142895,88.9,11.1
E00142896,94,6
E00142897,91.7,8.3
E00142898,93.4,6.6
E00142899,90,10
E00142901,97.7,2.3
E00142902,86.1,13.9
E00142903,90.6,9.4
E00142904,89.5,10.5
E00142905,82.3,17.7
E00142906,84.3,15.7
E00142909,95.1,4.9
E00142913,89.2,10.8
E00142914,95.2,4.8
E00142916,94,6
E00142917,95.2,4.8
E00142918,91.7,8.3
E00142919,96.3,3.7
E00142920,95.3,4.7
E00142921,92.7,7.3
E00142922,96.3,3.7
E00142923,92.6,7.4
E00142924,94.6,5.4
E00142925,92,8
E00142926,94.9,5.1
E00142927,95.1,4.9
E00142928,93.8,6.3
E00142929,90.2,9.8
E00142930,88,12
E00142931,94.3,5.7
E00142932,89.9,10.1
E00142933,93.6,6.4
E00142934,91.9,8.1
E00142935,92.4,7.6
E00142936,80.7,19.3
E00142937,89.6,10.4
E00142938,85.3,14.7
E00142939,96.4,3.6
E00142940,94.3,5.7
E00142941,94.7,5.3
E00142942,98.1,1.9
E00142943,97.9,2.1
E00142944,86.4,13.6
E00142945,95.2,4.8
E00142946,93.9,6.1
E00142947,96.4,3.6
E00142948,92.4,7.6
E00142949,97.3,2.7
E00142950,95.5,4.5
E00142951,93.8,6.2
E00142952,88.7,11.3
E00142953,90.2,9.8
E00142954,97,3
E00142956,70.9,29.1
E00142957,62.6,37.4
E00142958,94.8,5.2
E00142959,95.5,4.5
E00142960,94.4,5.6
E00142961,88.7,11.3
E00142962,84.7,15.3
E00142963,76.2,23.8
E00142964,80.2,19.8
E00142965,67.9,32.1
E00142966,88.4,11.6
E00142967,67.2,32.8
E00142968,68.8,31.2
E00142969,95.1,4.9
E00142970,88.6,11.4
E00142971,92.9,7.1
E00142972,92.5,7.5
E00142973,94.3,5.7
E00142974,97.5,2.5
E00142975,96.3,3.7
E00142976,95.9,4.1
E00142978,95.9,4.1
E00142979,94.9,5.1
E00142980,96.8,3.2
E00142981,81.8,18.2
E00142982,96.9,3.1
E00142983,70.8,29.2
E00142984,96,4
E00142985,85,15
E00142986,88.6,11.4
E00142988,60.5,39.5
E00142989,95.9,4.1
E00142990,93.2,6.8
E00142991,90.9,9.1
E00142992,84.9,15.1
E00142993,92.6,7.4
E00142994,96.6,3.4
E00142995,94.2,5.8
E00142996,97.7,2.3
E00142997,85.8,14.2
E00142998,70.5,29.5
E00142999,96.6,3.4
E00143000,77.9,22.1
E00143001,80.1,19.9
E00143002,77.2,22.8
E00143003,79.7,20.3
E00143004,76,24
E00143005,85.7,14.3
E00143006,78.4,21.6
E00143007,91.7,8.3
E00143008,93.2,6.8
E00143009,89.3,10.7
E00143011,90.7,9.3
E00143012,93.8,6.2
E00143013,91.3,8.7
E00143014,77.4,22.6
E00143016,90.7,9.3
E00143017,92.1,7.9
E00143018,66.6,33.4
E00143019,86.7,13.3
E00143020,88.2,11.8
E00143021,72.4,27.6
E00143022,66.6,33.4
E00143023,75.7,24.3
E00143024,75.7,24.3
E00143025,74.2,25.8
E00143026,85.1,14.9
E00170731,97.3,2.7
E00173381,98.8,1.2
E00173383,90,10
E00173384,94.2,5.8
E00173386,96.8,3.2
E00173387,93.7,6.3
E00173388,88.2,11.8
E00173389,93.6,6.4
E00173391,96.6,3.4
E00173392,92.2,7.8
E00173393,96,4
E00176828,91.9,8.1
E00176838,89.5,10.5
E00176846,98,2
E00176866,90,10
E00176882,78.5,21.5
E00176890,94.6,5.4
E00180318,99.2,0.8
E00180327,95.2,4.8
E00180358,92.3,7.7
E00180394,94.1,5.9
