areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00053700,8.5,33.9,45.8,11.9
E00053701,18.2,53,19.7,9.1
E00053702,21,49.3,23.2,6.5
E00053703,46.7,34.3,14.3,4.8
E00053704,15.4,50,31.4,3.2
E00053705,21.9,52.6,21.2,4.4
E00053707,14.3,48.6,27.1,10
E00053708,18,47.5,25.4,9
E00053709,10.1,39.6,38.3,12.1
E00053710,16.9,54,24.2,4.8
E00053711,17.6,58.1,21.3,2.9
E00053712,30.3,47.9,19.7,2.1
E00053713,4.6,56.5,28.2,10.7
E00053714,28.2,56.4,12.8,2.7
E00053715,8.8,50.4,29.6,11.2
E00053716,17.5,49.7,26.8,6
E00053717,18,42.1,31.6,8.3
E00053718,6.4,48.9,33.3,11.3
E00053721,10.3,39,38.2,12.5
E00053722,38,39.5,19.4,3.1
E00053725,8.1,43.5,38.7,9.7
E00053727,14.9,38.5,25.7,20.9
E00053728,5.9,42.2,40,11.9
E00053729,10.3,48.1,30.1,11.5
E00053730,21.3,48.4,23.8,6.6
E00053731,21.7,47.5,23.3,7.5
E00053732,8.3,37.2,43.4,11
E00053734,20,53.9,17.4,8.7
E00053735,25,38,26.1,10.9
E00053737,15.6,56.3,23.7,4.4
E00053738,6.1,45.3,36.5,12.2
E00053739,12.3,41.9,33.5,12.3
E00053740,24.9,56.7,15.2,3.2
E00053741,9.3,47.7,27.9,15.1
E00054078,11.9,46.8,31.2,10.1
E00054084,14.6,42.7,34.6,8.1
E00054088,58.9,32.6,3.9,4.7
E00054108,8,39.1,37,15.9
E00054114,8.9,44.3,34,12.8
E00054734,7.8,37.2,38.5,16.5
E00054737,9.6,45.2,32.9,12.3
E00054738,13,42,30.4,14.5
E00054740,5.2,26.3,44.8,23.7
E00140249,15.3,55.5,21.9,7.3
E00140250,11.3,39.5,37.9,11.3
E00140251,7.6,42,39.7,10.7
E00140252,3.4,40,31.7,24.8
E00140253,8.4,43.4,32.5,15.7
E00140254,9.3,52.2,27.8,10.7
E00140255,1.2,42.7,41.5,14.6
E00140256,19.2,42.3,35.6,2.9
E00140257,8.3,40.8,38.2,12.7
E00140258,4.1,34.7,47.1,14
E00140259,10.5,47.6,30.5,11.4
E00140260,9,19.1,49.4,22.5
E00140261,2.5,28.7,41.1,27.7
E00140283,8.2,44.9,35.4,11.6
E00140284,7.5,39,45.5,8
E00140285,3.3,23,44.1,29.6
E00140286,2.6,33.6,47.4,16.4
E00140287,6.2,40.8,43.1,10
E00140288,10.3,53.4,22.4,13.8
E00140289,10.4,42.5,38.1,9
E00140308,23.9,52.8,17.8,5.6
E00140309,34.6,42.3,21.5,1.5
E00140310,5.1,31.6,47.1,16.2
E00140311,14.9,46.3,32.8,6
E00140312,19.5,36.7,37.5,6.3
E00140313,18.2,49.6,26.4,5.8
E00140314,6.5,46,34.5,12.9
E00140315,9.4,43.9,31.7,15.1
E00140316,10.7,48.1,32.8,8.4
E00140317,6.1,35,42.6,16.2
E00140318,16.9,52.2,28.7,2.2
E00140319,32.1,44.5,17.5,5.8
E00140320,15,48.9,23.3,12.8
E00140400,38.6,48.2,12.3,0.9
E00140401,37.7,43.8,15.4,3.1
E00140402,25.2,49.6,20,5.2
E00140403,28.1,42.1,20.2,9.6
E00140409,11.2,58.2,25.9,4.7
E00140410,25.5,52.2,14.3,8.1
E00140411,25.4,51.6,17.2,5.7
E00140412,15.1,42,35.3,7.6
E00140413,16.3,40.6,33.8,9.4
E00140417,1.8,39.4,44.1,14.7
E00140418,10.5,37.8,37.8,14
E00140419,9.2,48.5,27.7,14.6
E00140420,11.9,45.5,29.9,12.7
E00140421,18.4,38.3,31.1,12.1
E00140422,19.4,34.1,32.6,14
E00140423,20.7,49.5,23.4,6.3
E00140424,14.5,54.7,24.8,6
E00140425,39.9,47.8,9.4,2.9
E00140426,1.8,25,41.1,32.1
E00140427,5.1,41.2,41.2,12.5
E00140428,17.3,57.1,20.8,4.9
E00140437,7.7,40,41.5,10.8
E00140438,11.8,38.8,31.8,17.6
E00140439,10.1,49.2,31.2,9.5
E00140440,8.7,52.7,32,6.7
E00177768,4.1,47.3,42,6.5
E00177787,24.4,47.1,26.9,1.7
E00177806,8.9,46.4,33.9,10.7
E00177809,33.3,42.9,16.7,7.1
E00177815,9.8,54.3,26.1,9.8
E00177817,52.6,38.5,8.1,0.7
E00177836,12.5,47.8,30.9,8.8
E00177854,9.8,44.3,40.2,5.7
E00177863,7.4,41.5,44.5,6.6
