areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00053700,12.7,72,15.3
E00053701,4.7,78.7,16.5
E00053702,16.9,64.6,18.5
E00053703,1.1,56.7,42.2
E00053704,15.6,62.3,22.1
E00053705,4.6,83.9,11.5
E00053707,16.2,69.5,14.3
E00053708,12.3,67.9,19.8
E00053709,8.7,88.7,2.6
E00053710,11.9,72.6,15.5
E00053711,11.2,69.7,19.1
E00053712,7.3,77.1,15.6
E00053713,13.2,73.6,13.2
E00053714,11.1,71.6,17.3
E00053715,12.8,70.1,17.1
E00053716,7.3,74.2,18.5
E00053717,2.6,85.8,11.6
E00053718,2.9,88,9.1
E00053721,5.9,71.2,22.9
E00053722,21.9,48.4,29.7
E00053725,4.1,86.1,9.8
E00053727,7.4,72.1,20.6
E00053728,14,64.5,21.5
E00053729,14.3,69.9,15.8
E00053730,9.7,62.4,28
E00053731,10.1,76.4,13.5
E00053732,6.6,78.5,14.9
E00053734,15.9,63.5,20.6
E00053735,10.5,61.4,28.1
E00053737,13.4,70.7,15.9
E00053738,5.6,75.4,19
E00053739,21.2,60,18.8
E00053740,7.1,77,15.9
E00053741,10.5,63.2,26.3
E00054078,5.3,74.5,20.2
E00054084,12.2,63.5,24.3
E00054088,11.5,50.4,38.1
E00054108,16.5,63.7,19.8
E00054114,16.8,67.7,15.5
E00054734,15.9,68.9,15.2
E00054737,6.3,76.6,17.2
E00054738,4.8,82.1,13.1
E00054740,14.5,69.5,16
E00140249,5.2,85.2,9.6
E00140250,11.5,76.9,11.5
E00140251,13.6,74.8,11.7
E00140252,6.4,84.4,9.2
E00140253,12.3,75.4,12.3
E00140254,18,66.4,15.6
E00140255,7.7,63.5,28.8
E00140256,4.7,84.9,10.5
E00140257,12.9,81.1,6.1
E00140258,10.5,81.9,7.6
E00140259,16.9,72.3,10.8
E00140260,9.5,74.3,16.2
E00140261,14.3,68,17.7
E00140283,18.6,64,17.4
E00140284,16.7,62.5,20.8
E00140285,13.9,80.9,5.2
E00140286,20,62.8,17.2
E00140287,13.5,72.1,14.4
E00140288,12,71.7,16.3
E00140289,16.9,70.4,12.7
E00140308,17.8,68.2,14
E00140309,1.7,70.9,27.3
E00140310,14.9,66.2,18.9
E00140311,18.5,60.9,20.7
E00140312,3.7,76.8,19.5
E00140313,10.5,77.6,11.8
E00140314,8.9,80.6,10.5
E00140315,9,73.8,17.2
E00140316,10.2,76.6,13.1
E00140317,6.5,86.5,7.1
E00140318,5.2,80.2,14.7
E00140319,8.8,79.6,11.5
E00140320,14,77.4,8.6
E00140400,5,71,24
E00140401,3.9,73.5,22.5
E00140402,19.4,63,17.6
E00140403,15.4,67,17.6
E00140409,12.8,75.2,12
E00140410,8.3,80,11.7
E00140411,15.4,66.7,17.9
E00140412,11.2,71.9,16.9
E00140413,10.9,61.8,27.3
E00140417,11.4,57.7,30.9
E00140418,11.9,76.3,11.9
E00140419,8.6,86.7,4.7
E00140420,10.6,74.8,14.6
E00140421,8.9,76.6,14.6
E00140422,16.4,61.6,21.9
E00140423,15.7,74.5,9.8
E00140424,4.9,82.4,12.7
E00140425,6.2,76.7,17.1
E00140426,11.8,74.5,13.7
E00140427,16,69,15
E00140428,15.5,66.7,17.9
E00140437,15.4,66.7,17.9
E00140438,16.8,73.2,10.1
E00140439,15.6,72.3,12.1
E00140440,17.9,65.4,16.7
E00177768,14.5,66.1,19.4
E00177787,11.7,60,28.3
E00177806,10.7,53.6,35.7
E00177809,14.6,56.3,29.2
E00177815,10.9,68.8,20.3
E00177817,7.9,48.8,43.3
E00177836,3.7,62.7,33.5
E00177854,18.6,55.9,25.4
E00177863,12.1,73.8,14.1
