areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00053700,95.7,0.9,3.4
E00053701,95.7,2,2.4
E00053702,97.2,0,2.8
E00053703,99,0,1
E00053704,96.4,0.3,3.3
E00053705,96.9,0,3.1
E00053707,99.3,0,0.7
E00053708,97.8,0,2.2
E00053709,96.5,1.9,1.6
E00053710,97.8,0.4,1.8
E00053711,93.7,3,3.3
E00053712,96.1,0.9,3
E00053713,95,0.7,4.3
E00053714,96.1,0,3.9
E00053715,99,0,1
E00053716,95.4,0.8,3.8
E00053717,97.6,0.6,1.8
E00053718,98.6,0.3,1.1
E00053721,98.5,0,1.5
E00053722,95.7,1.6,2.8
E00053725,94.7,1.5,3.8
E00053727,99,0.3,0.6
E00053728,97,0.6,2.4
E00053729,95.4,0.3,4.3
E00053730,92.9,1.4,5.7
E00053731,94.2,0.7,5.1
E00053732,96.6,0.3,3.1
E00053734,95.3,1.3,3.4
E00053735,97.2,1.4,1.4
E00053737,92.4,1.9,5.7
E00053738,96.3,0.3,3.4
E00053739,97.4,0.3,2.3
E00053740,92.7,1.1,6.2
E00053741,92.1,2.6,5.3
E00054078,97.6,1,1.4
E00054084,94.7,2.4,2.9
E00054088,94.6,0,5.4
E00054108,98.8,0.3,0.9
E00054114,97.9,1.1,0.9
E00054734,98.4,0.2,1.4
E00054737,98.8,0,1.2
E00054738,95.2,3.6,1.2
E00054740,98,0.4,1.6
E00140249,98.4,1.2,0.4
E00140250,98.3,0.3,1.4
E00140251,94.7,1.8,3.5
E00140252,97.1,0,2.9
E00140253,97.6,1.9,0.5
E00140254,96.2,2,1.8
E00140255,97.3,1.8,0.9
E00140256,99.5,0.5,0
E00140257,95.3,1.3,3.4
E00140258,96.4,0.4,3.2
E00140259,94.5,2.5,3
E00140260,97.3,0.9,1.8
E00140261,97.1,1.4,1.6
E00140283,98.3,0.9,0.9
E00140284,97.2,0.9,1.9
E00140285,98.6,0.3,1.1
E00140286,99.1,0.3,0.6
E00140287,91.1,2.3,6.6
E00140288,96.5,0,3.5
E00140289,99,0,1
E00140308,95.2,0.3,4.5
E00140309,99.3,0.7,0
E00140310,99.7,0.3,0
E00140311,96.2,0.9,2.8
E00140312,97.5,0,2.5
E00140313,97.8,0.7,1.5
E00140314,98.1,0.6,1.2
E00140315,96.1,0.3,3.7
E00140316,98.7,0.3,1
E00140317,98.5,0.4,1.1
E00140318,94.2,1.7,4.1
E00140319,97.7,1.2,1.2
E00140320,98.6,0.3,1
E00140400,97.2,0.5,2.3
E00140401,91.3,3.8,4.9
E00140402,93,1,6
E00140403,95.9,0.6,3.5
E00140409,96.1,1.2,2.7
E00140410,96.3,0,3.7
E00140411,93.4,1.7,5
E00140412,94.3,0.7,5
E00140413,96.1,1.1,2.8
E00140417,97.7,1.1,1.1
E00140418,97.4,0.3,2.3
E00140419,97.9,1.1,1.1
E00140420,97.1,1.2,1.7
E00140421,95.9,1.7,2.4
E00140422,98.5,0.9,0.6
E00140423,97.3,0.4,2.3
E00140424,96.8,1.6,1.6
E00140425,98.2,0.5,1.4
E00140426,97.4,0,2.6
E00140427,98.2,0.3,1.5
E00140428,97.8,1.8,0.4
E00140437,97.3,2,0.7
E00140438,97.6,0.8,1.6
E00140439,94,1.8,4.2
E00140440,96.4,1.3,2.3
E00177768,96.4,1,2.6
E00177787,98.2,0.4,1.3
E00177806,96,1.3,2.6
E00177809,70.7,2.8,26.5
E00177815,95.9,2.6,1.5
E00177817,90.7,1.2,8.1
E00177836,96.3,0.6,3.1
E00177854,87.4,2.8,9.8
E00177863,99.2,0.3,0.5
