areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00012716,58.2,7.1,34.7
E00012717,61.2,4.5,34.3
E00012719,55.4,2.3,42.3
E00012721,63.6,4.4,32
E00012722,60.5,4.7,34.8
E00012723,58.8,3.8,37.4
E00012724,69.4,3.9,26.7
E00012725,59.9,7.8,32.2
E00012738,59.8,2.8,37.4
E00012739,58.6,2.1,39.3
E00012740,47.9,4.2,47.9
E00012741,63.3,3.4,33.3
E00012743,44.7,6.1,49.2
E00012745,60.6,4.2,35.3
E00012889,61.4,5.1,33.4
E00012890,55.9,5.9,38.1
E00012893,47.7,7.8,44.5
E00012894,63.5,4.6,31.9
E00012895,66.3,2.9,30.7
E00012896,61.3,5.1,33.6
E00012897,64.1,5.2,30.7
E00012898,52.5,4.7,42.8
E00012899,60.8,7.2,32
E00012900,54,3.8,42.2
E00012902,45.9,5.2,48.9
E00012913,62.5,4.5,33.1
E00012915,66.8,6.3,26.9
E00012917,63.1,2.7,34.2
E00012920,62,5.5,32.5
E00012923,67.9,5.5,26.6
E00012925,71.9,3.1,25
E00012926,66.9,4,29.1
E00012927,67.2,2.3,30.5
E00012928,57.5,4.4,38.1
E00012929,60.3,5.9,33.8
E00012930,55.3,7.8,36.9
E00012931,65.8,6.2,28
E00012932,57.4,2.9,39.7
E00012933,54.9,4.7,40.3
E00012934,51,11.6,37.4
E00012936,53.3,8.8,37.9
E00012937,65.9,5.7,28.4
E00012939,70.8,2.5,26.7
E00012940,69.4,5.1,25.5
E00012941,72.7,2.9,24.4
E00012942,64.3,5.2,30.6
E00012943,66,5.2,28.8
E00012944,73.4,5,21.6
E00012945,64.2,3.8,31.9
E00012946,56.7,4.3,39
E00012947,77.4,5.6,16.9
E00012948,64.7,7,28.3
E00012949,51.3,8.6,40.1
E00012951,56,4.9,39.2
E00012952,60.8,5.4,33.8
E00012953,63.9,4.6,31.5
E00012954,62.8,5.8,31.4
E00012955,53.3,8.4,38.3
E00012956,58.2,2.6,39.2
E00012957,56.4,7.1,36.5
E00012958,55.3,3.8,40.8
E00012959,56,2.5,41.5
E00012960,57.7,5.5,36.9
E00012961,53.7,7.7,38.6
E00012962,51,5.2,43.8
E00012963,68.6,3.3,28
E00012964,72.8,3.6,23.7
E00012965,58.4,6.3,35.2
E00012966,49.8,8.4,41.8
E00012967,54.8,7.7,37.5
E00012969,56.7,6.1,37.1
E00012971,60.8,3.6,35.6
E00012972,52.6,6.3,41.1
E00012973,63.9,6.9,29.2
E00012974,57.9,7.1,35
E00012975,57.2,5.6,37.2
E00012976,61.2,6.9,31.8
E00012977,51.8,5,43.2
E00012978,58.7,8.9,32.4
E00012979,67.2,3.6,29.1
E00012980,53.2,6.9,39.9
E00012981,58.5,3.9,37.6
E00012982,55.4,8.5,36.2
E00012983,44.1,7.2,48.7
E00012984,67.4,2.8,29.8
E00012985,63.4,4.2,32.4
E00012986,55,4.2,40.8
E00012987,55.6,6.5,38
E00012988,63.1,4.4,32.5
E00012989,63.2,3.7,33.1
E00012990,58.5,3.6,37.9
E00012991,60.4,5.1,34.5
E00012992,45.3,6.8,47.9
E00012993,47,10,43
E00012994,64,3.1,32.9
E00012995,64.2,2.1,33.7
E00012996,59.9,3.8,36.4
E00012997,66.5,3.9,29.6
E00012998,66.8,3.2,30
E00012999,61.4,6.3,32.3
E00013000,72.7,3,24.4
E00013001,71.5,4.9,23.6
E00013002,56.1,3.8,40.1
E00013003,44.4,8,47.6
E00013004,69.2,2.7,28.1
E00013005,62.9,3.5,33.6
E00013006,56.7,2.4,40.9
E00013007,58.5,5.3,36.2
E00013008,62.1,5.8,32.1
E00013009,56.7,3.9,39.5
E00013010,67.3,2.7,30
E00013011,58.6,4.6,36.7
E00013013,57.1,3,39.8
E00013014,67.7,6.3,26.1
E00013015,63.1,4.2,32.6
E00013016,61.1,7.4,31.4
E00013017,60.5,5.1,34.4
E00013019,61.1,4.2,34.7
E00013020,57.9,7.7,34.4
E00013021,45.5,7.2,47.2
E00013022,65.6,5.3,29
E00013023,67.9,4.3,27.8
E00019148,57.8,4.5,37.7
E00019149,58.4,3.8,37.8
E00019150,68,2.7,29.3
E00019152,56.8,2,41.2
E00019153,59,1.4,39.5
E00019158,53.8,4.1,42.1
E00019159,71.6,1.3,27.1
E00019160,68.4,1.9,29.7
E00019162,58.4,4.1,37.5
E00019163,67.5,3.6,28.9
E00019168,71,2.5,26.5
E00019170,55.8,1.2,43.1
E00019174,55.5,3.3,41.2
E00019209,46.7,3,50.3
E00019210,60.6,1.2,38.2
E00019211,56.3,2.9,40.8
E00019212,76.1,1.1,22.8
E00019213,53.7,2.6,43.8
E00019214,68.3,3.6,28.1
E00019215,66.5,2.2,31.3
E00019216,67.7,2.8,29.4
E00019217,50.4,1.9,47.7
E00019218,66.1,3.7,30.2
E00019219,57.5,2.7,39.8
E00019220,63.6,1.9,34.5
E00019221,49.6,1.9,48.5
E00019222,69.3,1.3,29.4
E00019223,55,1.4,43.6
E00019224,61.8,3,35.2
E00019225,66.9,1.2,31.8
E00019226,51.6,1.1,47.3
E00019227,68.4,1.6,29.9
E00019228,57.2,4.7,38.1
E00019229,68.8,3,28.2
E00019230,64.4,2.8,32.8
E00019231,57.7,3.8,38.5
E00019232,65,4.1,30.8
E00019233,31.1,5.8,63.1
E00019234,61.6,1.8,36.6
E00019235,68.1,4.3,27.5
E00019236,60.2,4,35.7
E00019237,62.6,2.2,35.2
E00019240,59.6,2.2,38.2
E00019241,52,3.9,44.1
E00019242,61.1,2.9,36.1
E00019243,54.8,3.3,42
E00019244,64.8,3,32.2
E00019245,63,2.4,34.6
E00019246,55.3,8.1,36.5
E00019247,56.1,4.2,39.6
E00019248,58.3,3.2,38.5
E00019249,62.9,4.4,32.7
E00019250,57.5,1.8,40.7
E00019251,68.5,5.6,25.9
E00019252,59.3,5.5,35.2
E00019253,53.3,4.1,42.6
E00019254,62.9,6.1,31
E00019255,42.9,9,48.1
E00019256,49.8,3.6,46.6
E00019257,67.7,2.7,29.6
E00019258,56.7,6.7,36.6
E00019259,58.1,4.7,37.2
E00019260,45.6,6,48.4
E00019261,52.5,3.7,43.8
E00019262,63.7,4.5,31.8
E00019263,59.5,3.1,37.4
E00019264,49,2.8,48.2
E00019265,47.7,2.1,50.2
E00019266,44.1,2.8,53.1
E00019267,52.9,6.4,40.6
E00019268,49.8,3.4,46.7
E00019269,67.8,2.7,29.5
E00019270,62.7,3.6,33.7
E00019271,57.7,2.5,39.9
E00019272,66.6,3,30.4
E00019306,51.2,2.7,46.1
E00019307,59.3,5.9,34.8
E00019308,55.5,4.3,40.2
E00019309,52.9,4.2,42.9
E00019310,57.3,3.6,39.1
E00019311,56.5,3.2,40.4
E00019312,59.2,4,36.8
E00019313,52.9,5.4,41.7
E00019318,59.4,5.4,35.1
E00019320,55.8,5.9,38.3
E00019321,58.1,5.4,36.5
E00019322,48.6,2.1,49.2
E00019323,62.6,4,33.3
E00019324,60.6,5.8,33.6
E00019325,61.9,6.3,31.8
E00019326,56.4,3.5,40.1
E00019327,55.2,4.2,40.6
E00019328,57.7,1.3,41
E00019330,55,3,42
E00019331,56.8,2.8,40.4
E00019332,53,4.3,42.7
E00019333,51.4,2,46.6
E00019334,61.9,3.9,34.2
E00019335,60.9,3.2,35.9
E00019627,62.5,4,33.5
E00019628,65.1,3.3,31.6
E00019630,71.6,4.6,23.9
E00019631,64.2,3.3,32.5
E00019633,56.3,3.1,40.6
E00019634,67.1,2.5,30.5
E00019635,65,2.4,32.7
E00019637,63.9,3.6,32.5
E00019638,68.6,4,27.4
E00019639,65.6,3.7,30.7
E00019640,60.2,6.2,33.6
E00019641,54.3,2.9,42.8
E00019642,63.4,3.8,32.8
E00019643,58.1,2.8,39.2
E00019644,56.6,1.3,42.1
E00019645,59.9,3.3,36.8
E00019646,68.5,2.3,29.2
E00019647,72.1,2.8,25.1
E00019650,66.5,3.9,29.6
E00019651,62.4,4.5,33.1
E00019652,71.1,3.4,25.6
E00019653,67.7,2.7,29.6
E00019655,75,3.8,21.2
E00019657,58.2,1.5,40.2
E00019658,55,6.7,38.3
E00019660,64.5,2.9,32.6
E00019661,59.6,3.1,37.3
E00019664,61.2,6.4,32.4
E00019665,57.8,4.3,37.9
E00019668,53.4,0.4,46.2
E00019669,67.6,7,25.4
E00019670,55.2,2.5,42.2
E00019671,66.5,4.3,29.2
E00019672,41.4,6.7,51.9
E00019673,56.2,2.7,41.1
E00019674,50.6,2.8,46.6
E00019676,61.7,2.9,35.4
E00154686,60.4,4.5,35.1
E00154687,57.5,3.1,39.4
E00154696,72.4,2.2,25.4
E00154699,56,0.9,43.1
E00154702,74.6,2.8,22.6
E00154703,61.2,2.4,36.4
E00154704,73.2,3.8,23
E00154707,65.6,4.6,29.8
E00154708,62.1,1.5,36.4
E00154709,51.3,3.1,45.6
E00154710,61.9,3.9,34.2
E00154711,54.6,1.5,43.9
E00154712,60.4,5,34.6
E00154713,54.3,1.6,44.1
E00154714,59.9,2.7,37.4
E00154715,62.6,2.1,35.3
E00154716,56.7,3.3,40
E00154717,56.6,2,41.4
E00154718,66.9,4.3,28.7
E00154719,67,3.7,29.3
E00154720,66.9,3.2,29.9
E00154721,65,0,35
E00154722,63.4,3,33.6
E00154723,53.9,2.4,43.7
E00154724,64.9,2.3,32.8
E00154725,62.4,3.1,34.5
E00154726,65.3,2.8,31.9
E00154728,75.8,1.3,22.9
E00154729,71.6,2.1,26.3
E00154730,65.3,6.7,28
E00154739,43.5,2,54.5
E00154740,61.8,3.1,35.1
E00154741,54.2,4.5,41.2
E00154742,48.4,3.8,47.8
E00154743,69.5,2.2,28.3
E00154744,59.5,4.1,36.4
E00154745,70.2,3.8,26
E00154746,70.5,1.1,28.4
E00154747,66.5,2.6,30.9
E00154748,56,2,42.1
E00156540,54.8,2.4,42.7
E00156543,59,4.4,36.7
E00156545,73.3,1.9,24.8
E00156548,58.7,2.8,38.6
E00156550,54.1,3.9,42
E00156552,46.7,6,47.2
E00156556,66.7,4.2,29.2
E00156557,69.6,4.4,26
E00156558,64.8,3.9,31.3
E00156561,58.1,3.1,38.9
E00156563,70.6,1.8,27.6
E00156564,62.4,4.7,33
E00156635,31.6,1.4,67
E00156636,55.4,4.6,40
E00156637,54,2.9,43.1
E00156638,50.6,3.1,46.4
E00156639,52.1,1.8,46.1
E00156640,47,5.5,47.5
E00156641,68.5,2.2,29.3
E00156642,57.7,5,37.2
E00156643,66.4,1.9,31.7
E00156644,65.5,5.1,29.4
E00156645,60.3,3.5,36.2
E00156646,55,1.4,43.6
E00156647,62.5,2.9,34.5
E00156648,65.4,5.2,29.4
E00156649,61.9,1.8,36.4
E00156650,67,4,29.1
E00156651,60.1,3.7,36.2
E00156652,68.5,2.6,28.8
E00156653,50.9,3,46.1
E00156654,59,1,40
E00156802,37.1,8.9,54
E00156803,64.9,5.5,29.6
E00156804,58.2,4.9,36.8
E00156805,74.4,3.4,22.2
E00156806,65.6,3.3,31.1
E00156807,71.4,4.2,24.3
E00156808,62.4,3.1,34.5
E00156809,43.1,5.4,51.5
E00156810,65.9,2.1,32
E00156811,64.1,2.2,33.7
E00156812,52.9,4.8,42.3
E00156813,72.9,5.5,21.5
E00156814,69,3.7,27.3
E00156815,63.2,5.2,31.6
E00156816,65.1,7.6,27.3
E00156817,60,5.1,34.9
E00156818,57.3,6.6,36.1
E00156819,68.7,1.9,29.4
E00156820,61.1,3.9,35
E00156821,56.3,2.9,40.8
E00156822,62.2,2.6,35.2
E00156823,65.4,3.5,31.1
E00156824,63.6,2,34.4
E00156825,75.8,4.7,19.4
E00156826,71.3,3.6,25.1
E00156827,55.9,2.4,41.7
E00156828,60,3.6,36.4
E00156829,71.4,1.9,26.8
E00156830,59.7,6.4,33.9
E00156831,46.8,2.8,50.5
E00156832,39.9,0.4,59.7
E00156833,63.5,5,31.5
E00156834,67.4,4.8,27.8
E00156835,64.9,3.8,31.3
E00156836,66.2,3.4,30.4
E00156837,54.6,5.1,40.3
E00156838,65.2,3.3,31.5
E00156839,72.9,2.3,24.8
E00156840,57.4,3,39.6
E00156841,69.8,2.9,27.3
E00156842,63.8,2.5,33.7
E00156843,69,2.2,28.8
E00156844,48.3,3.4,48.3
E00156845,54.9,2.8,42.3
E00156846,54.9,2.5,42.6
E00156847,58.8,2.1,39.1
E00166029,66.7,5.7,27.6
E00166031,72.5,7.6,19.9
E00166032,50.4,8.4,41.2
E00166040,69.8,5.4,24.8
E00166042,71.5,8.7,19.8
E00166044,75.6,4.8,19.6
E00167801,77,4.6,18.4
E00167802,72.8,6.5,20.7
E00167803,78,4.5,17.5
E00168180,64.7,7.5,27.8
E00168181,61.4,10,28.6
E00168182,68.5,6,25.5
E00168183,75.9,9.9,14.2
E00168866,77.8,5.9,16.3
E00168870,60.6,6.7,32.7
E00168873,67.6,5.8,26.6
E00168884,51.9,4.4,43.7
E00168887,61.3,6.8,31.9
E00168889,74.5,4.6,20.9
E00168891,83.8,3.1,13.1
E00168892,56.3,9.7,34
E00168894,55.7,9,35.3
E00179096,65.5,2.6,32
E00179127,55.6,5.6,38.9
E00179141,59,12,28.9
E00179142,49.7,1.3,49
E00179152,32.1,7,60.9
E00179184,69.9,4.2,25.9
E00179185,66,4,30
E00179210,67.9,4,28.1
E00179235,87.5,4.5,8
E00179240,38.2,3.2,58.6
E00179266,62.1,3.9,34.1
E00179270,57.6,5.4,36.9
E00179271,62.2,0.8,37
E00184354,53.7,8.8,37.6
E00184381,63.5,7.3,29.2
