areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00012716,36.1,36.1,21.8,6,0
E00012717,32,38,21.3,8.7,0
E00012719,41.9,40.6,14.2,3.2,0
E00012721,38,38,16.1,6.6,1.5
E00012722,37.5,37.5,18.4,5.9,0.7
E00012723,27.6,45.3,19.4,5.9,1.8
E00012724,37.8,40.6,14,7.7,0
E00012725,24.4,42.7,20.6,11.5,0.8
E00012738,38.4,41.6,16,4,0
E00012739,46.6,32.9,18.5,2.1,0
E00012740,25.3,40.1,28.4,6.2,0
E00012741,39.4,44,11.9,4.6,0
E00012743,20,32.3,36.2,11.5,0
E00012745,41.8,34.8,17,6.4,0
E00012889,43.6,40.2,15.4,0.9,0
E00012890,31.8,35.7,24.8,7,0.8
E00012893,56.3,22.7,16,4.2,0.8
E00012894,38.1,41.6,15.9,3.5,0.9
E00012895,40.9,44.9,12.6,1.6,0
E00012896,34.2,32.5,21.9,11.4,0
E00012897,38.6,39.4,18.2,3.8,0
E00012898,27.2,45,22.8,4,1
E00012899,39.4,35.8,20.4,4.4,0
E00012900,39.2,42.5,14.2,4.2,0
E00012902,25.3,41.6,22.9,9,1.2
E00012913,46.2,36.2,16.2,1.5,0
E00012915,41.4,40.6,15,3,0
E00012917,36.5,42.3,16.1,5.1,0
E00012920,48.3,28.9,14.1,8.7,0
E00012923,56,30.6,9.7,3.7,0
E00012925,46,37.4,12.9,3.6,0
E00012926,56.3,33.1,9.2,1.4,0
E00012927,44.3,32.2,18.8,4.7,0
E00012928,42.1,40.4,14.9,1.8,0.9
E00012929,39,42.4,14.4,4.2,0
E00012930,33.3,37.2,20.6,8.3,0.6
E00012931,40.2,35.9,16.2,7.7,0
E00012932,28.6,35.2,27.5,8.8,0
E00012933,18.1,44,28.4,9.5,0
E00012934,40.8,29.6,24.5,5.1,0
E00012936,24.3,37.4,27.8,9.6,0.9
E00012937,41.1,41.9,15.5,1.6,0
E00012939,40.5,35.8,17.3,5.2,1.2
E00012940,54.5,30.4,11.6,3.6,0
E00012941,34.3,46.9,13.3,5.6,0
E00012942,47.9,32.5,17.9,1.7,0
E00012943,49,31.5,16.8,2.7,0
E00012944,44.3,40.5,11.5,3.1,0.8
E00012945,52.2,28.3,16.8,1.8,0.9
E00012946,25.4,38.5,26.2,9.8,0
E00012947,31.3,38.3,20.3,9.4,0.8
E00012948,52,36.2,10.2,1.6,0
E00012949,22.1,39.5,26.7,9.3,2.3
E00012951,34.4,41.8,18.9,4.9,0
E00012952,32.4,38.7,23.2,4.9,0.7
E00012953,43.7,30.3,21.8,3.4,0.8
E00012954,42.4,31.8,19.7,5.3,0.8
E00012955,33.6,34.4,21.4,9.2,1.5
E00012956,47.2,30.7,16.5,4.7,0.8
E00012957,32.8,36.6,18.3,11.5,0.8
E00012958,34.1,40.9,18.2,6.1,0.8
E00012959,56.1,29.9,11.2,2.8,0
E00012960,31.1,34.1,28.9,5.9,0
E00012961,27.6,42.1,26.2,2.8,1.4
E00012962,34.5,33.6,23.9,8,0
E00012963,44.6,42.3,10.8,2.3,0
E00012964,51,36.2,10.7,2,0
E00012965,33.3,32,26.5,5.4,2.7
E00012966,25.2,31.1,31.1,11.1,1.5
E00012967,30.9,38.8,23,7.2,0
E00012969,40,34.8,18.5,5.9,0.7
E00012971,38.5,36.9,20.5,4.1,0
E00012972,31.1,37.9,20.5,9.1,1.5
E00012973,50.8,33.3,12.4,3.4,0
E00012974,38.8,41.3,14,4.1,1.7
E00012975,42.5,39.6,16.4,1.5,0
E00012976,39.6,35.3,20.9,4.3,0
E00012977,33,37,23,5,2
E00012978,32.9,42.8,19.7,3.5,1.2
E00012979,44.9,35.6,16.1,3.4,0
E00012980,23.6,48.2,22.7,4.5,0.9
E00012981,29.9,39.4,21.9,8,0.7
E00012982,28.4,39.7,26.7,5.2,0
E00012983,24.6,36.6,30.3,7.7,0.7
E00012984,27.5,43.1,23.9,2.8,2.8
E00012985,49.6,39,8.9,2.4,0
E00012986,40.3,37.8,16.8,5,0
E00012987,43.8,32.1,11.6,11.6,0.9
