areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00012716,42.2,57.8
E00012717,53.2,46.8
E00012719,46.3,53.7
E00012721,44.9,55.1
E00012722,43,57
E00012723,26.8,73.2
E00012724,41.8,58.2
E00012725,34.1,65.9
E00012738,54.2,45.8
E00012739,56.4,43.6
E00012740,41.2,58.8
E00012741,49.6,50.4
E00012743,39.5,60.5
E00012745,46.6,53.4
E00012889,56.5,43.5
E00012890,40.5,59.5
E00012893,47.5,52.5
E00012894,48.2,51.8
E00012895,60.3,39.7
E00012896,37.8,62.2
E00012897,50.2,49.8
E00012898,39.4,60.6
E00012899,51.3,48.7
E00012900,49.8,50.2
E00012902,42,58
E00012913,54.5,45.5
E00012915,58,42
E00012917,51.9,48.1
E00012920,48.4,51.6
E00012923,52,48
E00012925,52.3,47.7
E00012926,54.9,45.1
E00012927,51.9,48.1
E00012928,47.6,52.4
E00012929,52.6,47.4
E00012930,33.1,66.9
E00012931,37.5,62.5
E00012932,38.9,61.1
E00012933,34.3,65.7
E00012934,29.8,70.2
E00012936,30.3,69.7
E00012937,40.5,59.5
E00012939,43.3,56.7
E00012940,46.8,53.2
E00012941,40,60
E00012942,42.6,57.4
E00012943,58.6,41.4
E00012944,41.5,58.5
E00012945,53.8,46.2
E00012946,44.1,55.9
E00012947,29,71
E00012948,50.7,49.3
E00012949,29.1,70.9
E00012951,41.1,58.9
E00012952,46.8,53.2
E00012953,46,54
E00012954,49,51
E00012955,40.5,59.5
E00012956,47.6,52.4
E00012957,37.2,62.8
E00012958,46.3,53.7
E00012959,55.6,44.4
E00012960,41.6,58.4
E00012961,41.5,58.5
E00012962,45.8,54.2
E00012963,51.8,48.2
E00012964,55.9,44.1
E00012965,37.4,62.6
E00012966,28.6,71.4
E00012967,38.5,61.5
E00012969,49.6,50.4
E00012971,36.4,63.6
E00012972,32.2,67.8
E00012973,42.2,57.8
E00012974,45.7,54.3
E00012975,51.6,48.4
E00012976,41.3,58.7
E00012977,42.2,57.8
E00012978,43.8,56.2
E00012979,50.8,49.2
E00012980,31.5,68.5
E00012981,36.1,63.9
E00012982,43.6,56.4
E00012983,36.1,63.9
E00012984,37.2,62.8
E00012985,52.1,47.9
E00012986,46.4,53.6
E00012987,30.9,69.1
E00012988,50,50
E00012989,50.3,49.7
E00012990,53.6,46.4
E00012991,48.3,51.7
E00012992,31.4,68.6
E00012993,36.7,63.3
E00012994,49.3,50.7
E00012995,48.2,51.8
E00012996,50,50
E00012997,50.2,49.8
E00012998,53.2,46.8
E00012999,45.6,54.4
