areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00012716,83.6,10.8,5.6
E00012717,91.7,5.6,2.7
E00012719,75.9,19.8,4.3
E00012721,82,11.9,6.1
E00012722,81.9,13.1,5
E00012723,85.7,8.8,5.5
E00012724,87.6,8.8,3.6
E00012725,81.7,12.6,5.8
E00012738,82.9,12.6,4.5
E00012739,85,11.9,3.1
E00012740,68.5,21.5,10.1
E00012741,82.2,13.6,4.1
E00012743,70.7,21.2,8.1
E00012745,82.1,12.6,5.3
E00012889,86.7,10.3,3.1
E00012890,82.8,13.1,4
E00012893,82.9,11.7,5.4
E00012894,86.2,9.9,3.9
E00012895,86.6,11.1,2.3
E00012896,80.8,14.1,5.1
E00012897,80.2,14.7,5.2
E00012898,73.9,20.5,5.7
E00012899,83.1,12.9,4
E00012900,82.5,12.6,4.9
E00012902,66.5,22.2,11.3
E00012913,87,9.5,3.5
E00012915,88,9,3
E00012917,84.6,12.8,2.6
E00012920,83.8,11.9,4.2
E00012923,89.4,7.3,3.4
E00012925,86.1,8.6,5.3
E00012926,87.4,10.5,2.2
E00012927,80.1,15.2,4.7
E00012928,84.9,10.3,4.8
E00012929,86.9,9.5,3.5
E00012930,82.8,10.5,6.7
E00012931,83.5,11.1,5.4
E00012932,78.5,15.5,6
E00012933,77.2,14.9,7.9
E00012934,83.6,10.9,5.5
E00012936,79.6,15.2,5.2
E00012937,84.1,13.5,2.4
E00012939,83.4,12.5,4.1
E00012940,89.1,7.4,3.5
E00012941,88.5,7.7,3.8
E00012942,88,7.8,4.2
E00012943,88.4,8.5,3.1
E00012944,84.5,13.7,1.8
E00012945,85.9,10,4.1
E00012946,82.3,13.3,4.4
E00012947,85.8,9.7,4.5
E00012948,89.5,9.2,1.3
E00012949,82.4,11.7,5.9
E00012951,84.7,10.7,4.6
E00012952,84,11.3,4.7
E00012953,81.1,12.3,6.6
E00012954,82.7,12.8,4.5
E00012955,75.2,19.9,5
E00012956,86.1,8.6,5.3
E00012957,81.4,11.5,7.1
E00012958,81,14.7,4.4
E00012959,87.2,10.5,2.3
E00012960,79.2,14.4,6.3
E00012961,79.8,14.4,5.8
E00012962,79.9,15,5.1
E00012963,90.2,7.3,2.4
E00012964,90.8,5.5,3.7
E00012965,82.6,12.9,4.6
E00012966,76.1,13.5,10.4
E00012967,83.5,11.7,4.7
E00012969,79.6,13.7,6.6
E00012971,85.3,9.2,5.5
E00012972,81.1,12.2,6.7
E00012973,90,6.9,3.1
E00012974,86.4,9.5,4.2
E00012975,83.1,12.1,4.9
E00012976,84.4,11.1,4.5
E00012977,74.8,18.4,6.8
E00012978,81.3,12.9,5.8
E00012979,87.1,9.1,3.8
E00012980,79,16,5
E00012981,78.8,14.2,7
E00012982,83.8,11.4,4.8
E00012983,75.2,16,8.9
E00012984,82.6,11.3,6.1
E00012985,81.5,14.8,3.7
E00012986,81.2,13.4,5.4
E00012987,85.2,9.7,5
E00012988,84.2,11.9,3.8
E00012989,84.7,10.9,4.4
E00012990,83.2,11.9,4.9
E00012991,86.8,9.4,3.7
E00012992,80.4,12.9,6.6
E00012993,72.6,18.7,8.7
E00012994,86.2,11.7,2
E00012995,86.4,10.8,2.9
E00012996,83.1,12.8,4
E00012997,82,14.5,3.5
E00012998,86.1,11.8,2.1
E00012999,84.4,12.8,2.8
E00013000,91.4,6.5,2.2
E00013001,90.5,6.3,3.2
E00013002,78.8,13.6,7.5
E00013003,70.2,18.1,11.8
E00013004,82.1,14.1,3.8
E00013005,85.1,12.6,2.3
E00013006,84.8,11.1,4.1
E00013007,82.1,14.6,3.3
E00013008,87.4,8.4,4.2
E00013009,83.4,12.3,4.3
E00013010,91.8,7.5,0.6
E00013011,81.7,12.8,5.4
E00013013,83,13.5,3.4
E00013014,87.4,8.6,4
E00013015,88.2,9.2,2.7
E00013016,85.7,11.5,2.9
E00013017,87.5,9.8,2.7
E00013019,82.8,13.8,3.4
E00013020,84.8,9.8,5.3
E00013021,74.5,16.9,8.6
E00013022,89,9,2
E00013023,85.8,11.4,2.8
E00019148,90.9,6.9,2.2
E00019149,87.2,10,2.7
E00019150,88.4,7.1,4.4
E00019152,92.8,5.1,2
E00019153,77.8,14.4,7.9
E00019158,78.5,13.7,7.7
E00019159,82.9,12.5,4.5
E00019160,93.6,5,1.4
E00019162,89.2,7.6,3.2
E00019163,87.3,8.4,4.4
E00019168,89.3,9.3,1.4
E00019170,89.8,6.6,3.6
E00019174,88.6,9.6,1.8
E00019209,69.5,19.5,11
