areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02003184,33.2,66.8
E02003185,34.2,65.8
E02003186,31.5,68.5
E02003187,33.6,66.4
E02003188,29.1,70.9
E02003189,31.9,68.1
E02003190,28.9,71.1
E02003191,35,65
E02003192,30.9,69.1
E02003202,32.7,67.3
E02003203,29.5,70.5
E02003204,28.7,71.3
E02003205,31.9,68.1
E02003206,32.2,67.8
E02003207,28.7,71.3
E02003208,29.2,70.8
E02003209,31,69
E02003210,31.4,68.6
E02003211,31.7,68.3
E02003584,37.2,62.8
E02003585,36.7,63.3
E02003586,37.5,62.5
E02003587,37.4,62.6
E02003588,33.7,66.3
E02003589,35.2,64.8
E02003590,41.8,58.2
E02003591,35.5,64.5
E02003592,43.5,56.5
E02003593,38.6,61.4
E02003594,40.4,59.6
E02003595,39.3,60.7
E02003596,40.6,59.4
E02003597,39.8,60.2
E02003598,42,58
E02004242,36.1,63.9
E02004265,36.6,63.4
E02004266,29.1,70.9
E02004267,39,61
E02004268,40.7,59.3
E02004275,40.6,59.4
E02004276,41.9,58.1
E02004278,34.6,65.4
E02004279,34.7,65.3
E02004280,33,67
E02004281,34.2,65.8
E02004282,36.7,63.3
E02004283,35.2,64.8
E02004284,35.1,64.9
E02004285,33,67
E02004286,33.6,66.4
E02004287,35.3,64.7
E02004288,37.9,62.1
E02004289,34.8,65.2
E02004801,39.1,60.9
E02006574,35.1,64.9
E02006883,24.2,75.8
E02006885,26.8,73.2
E02007006,30.9,69.1
E02007007,35.6,64.4
