areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E02003184,78.3,8.4,3.3,10
E02003185,93.5,3.3,1.2,2
E02003186,78.4,7.2,3.9,10.5
E02003187,84.6,5.3,2.2,7.9
E02003188,72.2,7.3,1.9,18.6
E02003189,92.4,3.3,0.7,3.6
E02003190,74.3,5.4,2.7,17.6
E02003191,95.3,2.6,0.7,1.4
E02003192,72.9,7,2.3,17.8
E02003202,87.7,4.8,1.5,5.9
E02003203,90.3,4.9,1.5,3.3
E02003204,93.9,2.3,1.1,2.8
E02003205,94.5,2.5,1,2
E02003206,93,3.2,0.7,3.1
E02003207,95.2,1.8,0.8,2.2
E02003208,88.9,3.3,1.5,6.3
E02003209,94.6,2.2,0.9,2.4
E02003210,95.4,2.1,0.5,2
E02003211,94.3,2.8,0.4,2.5
E02003584,96.2,1.7,0.2,1.9
E02003585,98,1,0.5,0.5
E02003586,97.8,1.3,0.4,0.5
E02003587,97.5,0.9,0.5,1.1
E02003588,97.6,1.2,0.3,0.9
E02003589,96.1,1.3,0.3,2.3
E02003590,98.2,1.2,0.1,0.5
E02003591,97.5,1,0.2,1.3
E02003592,98.4,1.1,0.1,0.4
E02003593,98.8,0.9,0,0.3
E02003594,97.4,1.2,0.5,0.8
E02003595,98.6,0.8,0.2,0.5
E02003596,97.6,1,0.3,1.1
E02003597,98.9,0.7,0,0.5
E02003598,98.2,0.9,0.2,0.7
E02004242,97.8,1.5,0.2,0.6
E02004265,98.5,1,0.1,0.4
E02004266,97.6,1.3,0.4,0.7
E02004267,98.6,1,0.1,0.3
E02004268,97.2,1.6,0.3,1
E02004275,98.6,1.1,0,0.3
E02004276,98.1,1.1,0.2,0.6
E02004278,97.1,1.6,0.6,0.7
E02004279,98.5,1.1,0.1,0.2
E02004280,98,1.2,0.3,0.6
E02004281,98,0.9,0.3,0.9
E02004282,98.4,1,0.2,0.4
E02004283,98.1,1,0.2,0.6
E02004284,94.7,1.9,0.7,2.7
E02004285,96.7,1.7,0.5,1.1
E02004286,98,1,0.3,0.7
E02004287,98,1.4,0.2,0.4
E02004288,97.9,1,0.2,0.9
E02004289,98.9,0.5,0.1,0.5
E02004801,97.8,1.3,0.2,0.8
E02006574,96.3,1.4,0.5,1.8
E02006883,83.1,6.1,1.3,9.5
E02006885,83,4.8,0.9,11.4
E02007006,94.7,2.2,0.6,2.5
E02007007,95.2,2.5,0.5,1.9
