areacd,in_full_time_education-001,in_full_time_education-002
E02003184,29,71
E02003185,19.9,80.1
E02003186,23,77
E02003187,22.4,77.6
E02003188,30.1,69.9
E02003189,15.5,84.5
E02003190,14.8,85.2
E02003191,14.3,85.7
E02003192,34.2,65.8
E02003202,19.9,80.1
E02003203,17.1,82.9
E02003204,16.6,83.4
E02003205,17.6,82.4
E02003206,19,81
E02003207,19.5,80.5
E02003208,15.9,84.1
E02003209,16.1,83.9
E02003210,16.1,83.9
E02003211,9.9,90.1
E02003584,12.3,87.7
E02003585,13.3,86.7
E02003586,17.5,82.5
E02003587,18.6,81.4
E02003588,17,83
E02003589,18,82
E02003590,11.8,88.2
E02003591,18.4,81.6
E02003592,10.5,89.5
E02003593,13,87
E02003594,14.6,85.4
E02003595,11.9,88.1
E02003596,13.1,86.9
E02003597,13.3,86.7
E02003598,13.7,86.3
E02004242,11.7,88.3
E02004265,14.3,85.7
E02004266,17.7,82.3
E02004267,12.4,87.6
E02004268,12.5,87.5
E02004275,13.3,86.7
E02004276,11.1,88.9
E02004278,17.7,82.3
E02004279,15.2,84.8
E02004280,15,85
E02004281,17.2,82.8
E02004282,11.7,88.3
E02004283,17.5,82.5
E02004284,12.1,87.9
E02004285,14.9,85.1
E02004286,16.6,83.4
E02004287,17.3,82.7
E02004288,14.8,85.2
E02004289,15.7,84.3
E02004801,10.9,89.1
E02006574,12.7,87.3
E02006883,9.2,90.8
E02006885,10,90
E02007006,11.9,88.1
E02007007,18.4,81.6
