areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E02003184,85.8,10.5,3.7
E02003185,82.8,12.3,4.9
E02003186,83.6,11.5,4.9
E02003187,82.2,12.2,5.5
E02003188,84.1,11.5,4.4
E02003189,81,13.3,5.7
E02003190,77.9,14.5,7.6
E02003191,81.9,13.4,4.7
E02003192,82.7,12.5,4.8
E02003202,82,13,5
E02003203,83.4,12.3,4.3
E02003204,80.4,13.8,5.8
E02003205,83,12.5,4.5
E02003206,86.4,10.3,3.3
E02003207,81.3,13.2,5.5
E02003208,78.4,15.2,6.4
E02003209,80.5,13.6,5.9
E02003210,85.1,11.1,3.8
E02003211,79.8,15,5.2
E02003584,74.1,18.2,7.7
E02003585,77.5,16.7,5.8
E02003586,77.5,16.1,6.4
E02003587,76.7,16.1,7.1
E02003588,74.7,17.3,8
E02003589,76.9,15.8,7.2
E02003590,77.9,16.4,5.7
E02003591,79.6,14.6,5.8
E02003592,74.2,18.1,7.7
E02003593,78.4,15.8,5.8
E02003594,75.2,17.1,7.8
E02003595,75.7,17.7,6.5
E02003596,74.3,18.2,7.6
E02003597,78.8,15.4,5.9
E02003598,75,17.1,7.9
E02004242,79.9,15.2,4.9
E02004265,79.1,15.4,5.5
E02004266,82.4,12.7,4.9
E02004267,80.2,14.7,5.1
E02004268,76.9,16.7,6.4
E02004275,82.3,13.5,4.2
E02004276,76.7,16.8,6.5
E02004278,82.7,12.8,4.5
E02004279,81.7,13.7,4.7
E02004280,80,14.6,5.4
E02004281,78.6,14.9,6.4
E02004282,78.7,16,5.3
E02004283,79.7,14.5,5.8
E02004284,73.5,18.7,7.8
E02004285,76.9,16.6,6.5
E02004286,79.1,14.5,6.4
E02004287,79.3,15.7,5
E02004288,76.4,16.5,7.1
E02004289,79.3,14.7,6
E02004801,81.9,14.5,3.6
E02006574,76.1,16.9,7
E02006883,79.2,14.1,6.7
E02006885,82.9,12.7,4.4
E02007006,76,17,7.1
E02007007,81.3,13.6,5.1
