geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00009389,81.4,5,13.6
E00009391,69.8,2.9,27.3
E00009393,64.2,6.1,29.7
E00009395,70.3,3.5,26.2
E00009396,72.1,4.5,23.4
E00009397,58.7,11.2,30.1
E00009422,65.4,4.9,29.7
E00009502,67.4,5.4,27.2
E00009503,67.9,3.5,28.6
E00009504,64.4,3.1,32.5
E00009505,63.7,8.1,28.2
E00009506,66.7,11.4,21.9
E00009507,64.4,7.4,28.2
E00009508,72.7,6.1,21.2
E00009509,59.8,8.1,32
E00009510,71.6,3.2,25.2
E00009511,60.6,13,26.4
E00009512,67.4,8.6,24
E00009513,68.2,10.3,21.5
E00009514,67.8,9.4,22.8
E00009515,63.7,8.7,27.7
E00009516,62.6,11.8,25.6
E00009520,68.2,3.5,28.3
E00009521,62.4,7.9,29.8
E00009522,70.5,8.9,20.5
E00009523,81.4,4.3,14.3
E00009524,67.9,1.9,30.2
E00009525,76.2,5.5,18.3
E00009526,65.4,8.2,26.3
E00009527,76,2.7,21.3
E00009528,75.4,1.9,22.7
E00009529,59,11.7,29.3
E00009530,68.2,9.4,22.3
E00009531,68.7,9.5,21.8
E00009532,77.9,3.1,19
E00009533,54.1,6.6,39.3
E00009534,73.2,7,19.9
E00009535,67.8,6.4,25.8
E00009536,70.4,6.9,22.7
E00009537,76.4,4.9,18.7
E00009581,69.9,7.4,22.7
E00009582,69.6,7.7,22.7
E00009583,58.9,3.4,37.7
E00009584,70.8,7.7,21.5
E00009585,66.3,5.9,27.8
E00009589,66.8,12.8,20.4
E00009590,67.4,8.3,24.3
E00009595,68.5,10.2,21.3
E00009598,80.4,2.7,16.9
E00009599,68.7,6.2,25.1
E00009600,77,4.4,18.6
E00009601,76.6,5.2,18.2
E00009602,64.6,7.3,28
E00009603,62.4,9,28.6
E00009604,70.6,6.9,22.5
E00009605,56.3,7.7,36
E00009606,73.9,4.4,21.7
E00009607,74,5.3,20.6
E00009608,70.6,6.1,23.3
E00009609,61.5,6.3,32.2
E00009610,64,7.2,28.8
E00009611,72,5.5,22.5
E00009612,72.5,10.8,16.7
E00009613,61.6,6.9,31.4
E00009614,89.9,2.5,7.6
E00009615,57.5,8.7,33.8
E00009616,64.4,3.8,31.8
E00009617,67.6,7.9,24.5
E00009618,81,2.4,16.5
E00009619,76.5,5,18.5
E00009620,69.5,5.4,25.1
E00009621,75.6,7.6,16.7
E00009622,61.3,6.9,31.8
E00009623,67.7,3,29.3
E00009624,64.5,8.6,26.8
E00009625,70.5,7.4,22.1
E00009626,74.7,4,21.3
E00009627,78.4,2.6,19
E00009628,67.8,5.5,26.7
E00009629,66.6,8.1,25.3
E00009630,62.5,8.4,29.1
E00009631,59.7,5,35.3
E00009632,56.7,11.4,31.9
E00009633,70.6,6.6,22.8
E00009634,68.3,8.1,23.6
E00009635,59,9,32
E00009636,60.8,7.4,31.8
E00009637,65.3,8.8,25.9
E00009638,60.2,7,32.8
E00009639,63.3,12,24.7
E00009640,61.9,10.3,27.8
E00009641,60.7,9.9,29.4
E00009642,73.1,5.2,21.6
E00009643,60.2,10.8,29
E00009683,66.7,8,25.3
E00009684,77.4,4.5,18.1
E00009685,76.8,1.8,21.4
E00009686,69.9,6.4,23.7
E00009687,77.4,3.8,18.8
E00009688,56.7,10.5,32.7
E00009689,72.1,2.2,25.7
E00009690,74.4,4,21.6
E00009691,68.1,6.1,25.8
E00009692,77.3,5.4,17.3
E00009693,77.7,4.1,18.2
E00009694,79.3,3.7,17.1
E00009695,80.1,1.8,18.1
E00009696,61,8.5,30.5
E00009697,76.4,4.6,18.9
E00009698,65.4,8.7,26
E00009699,64.9,1.6,33.5
E00009700,67.2,8.5,24.3
E00009701,82.1,3.3,14.6
E00009702,67.7,4.3,28
E00009703,72.2,7.1,20.6
E00009705,66.3,5.1,28.6
E00009706,81.8,6.4,11.8
E00009707,79,2.7,18.2
E00009708,65.9,5,29.1
E00009709,67.5,13,19.5
E00009710,70.7,7.1,22.2
E00009711,67.8,7.7,24.5
E00009712,65.5,7.8,26.7
E00009713,63.8,10.1,26.1
E00009714,69.3,6,24.8
E00009716,82.8,3.4,13.8
E00009717,75.6,3.7,20.6
E00009757,75.3,4,20.6
E00009758,70.5,4.2,25.3
E00009759,64.9,4.5,30.7
E00009760,62.8,3.6,33.6
E00009761,68.3,3.6,28.1
E00009762,64.9,4.1,31
E00009763,52.8,5.8,41.4
E00009764,60.6,9.8,29.7
E00009765,77.8,2.6,19.5
E00009766,58.7,6.7,34.6
E00009767,64.6,6.6,28.8
E00009768,76.2,2.2,21.6
E00009769,57.9,11.4,30.8
E00009770,66.3,4.7,29
E00009771,75.3,1.8,22.9
E00009772,75.3,8.1,16.6
E00009773,79.2,4.5,16.4
E00009774,61.5,12.4,26.1
E00009775,64.9,8,27.1
E00009776,79.8,2.8,17.4
E00009777,54.9,4.9,40.2
E00009778,65.6,10.7,23.7
E00009779,63.4,10,26.6
E00009780,62.2,5.4,32.4
E00009781,75.6,5.3,19.1
E00009782,67.1,7,25.9
E00009783,68.4,7.6,24
E00009784,80.9,1.7,17.4
E00009786,71.7,3.4,24.9
E00009787,65.2,4.9,29.9
E00009788,67.3,3.8,28.9
E00009789,62.2,8.5,29.3
E00009790,63.3,8,28.7
E00009791,69.8,4.4,25.9
E00009792,58.3,7,34.8
E00009793,66.3,9.4,24.3
E00014221,69.2,5.5,25.3
E00014222,80.7,2,17.3
E00014240,78.3,5,16.8
E00014242,82.2,3.5,14.3
E00014244,79.7,6.6,13.7
E00014247,68.8,5.1,26.1
E00014248,67.8,2.8,29.4
E00014249,76.9,4.3,18.8
E00014250,72.9,8.5,18.6
E00014251,59.8,4.5,35.6
E00014252,74.2,4.1,21.6
E00014254,77,2.9,20.1
E00014255,67.5,7.3,25.2
E00014256,70.4,8.3,21.3
E00014257,72.4,3.4,24.1
E00022626,65.3,8.4,26.3
E00022627,58,13.4,28.6
E00022631,58.6,6.4,35
E00022632,73.1,3.4,23.5
E00022633,60.3,8.3,31.4
E00022634,58.7,5.8,35.5
E00022635,79.6,7.6,12.8
E00022637,68.6,8.7,22.7
E00022638,64.4,11.7,23.9
E00022640,66.1,4.2,29.7
E00022641,78.7,1.6,19.7
E00022642,76.6,5.3,18.2
E00022643,60.9,6,33.1
E00022644,69.1,6.3,24.5
E00022645,64.6,4.9,30.5
E00022646,73.2,6.1,20.7
E00022647,70.3,4.6,25.1
E00022648,63.6,7.5,28.9
E00022650,84.7,6,9.3
E00022651,80.1,3.2,16.8
E00022653,73.5,7.7,18.8
E00022654,66.7,2.9,30.4
E00022655,82.2,4.7,13.2
E00022656,72.8,4.9,22.2
E00022669,60.7,5.1,34.2
E00022673,76.1,6.2,17.6
E00022674,51.5,7,41.5
E00022676,66.9,8.5,24.6
E00022677,55.6,11,33.3
E00022678,64.4,3.9,31.8
E00022680,74.8,4.2,21
E00022681,68.1,11,20.9
E00022684,85.4,4.7,9.9
E00022685,73.5,10,16.5
E00022686,61.5,7.2,31.3
E00022688,73.3,7.5,19.2
E00022689,77.6,6.1,16.3
E00022690,78.3,6.1,15.6
E00022691,69.3,6.6,24.1
E00022692,66.5,7,26.5
E00022693,70.8,8.2,21
E00022694,70.6,6.7,22.6
E00022695,74.7,6.6,18.8
E00022696,81.5,3.8,14.7
E00022697,84.4,3.1,12.5
E00022698,68.8,9.9,21.3
E00022699,71.3,3.9,24.7
E00022700,61.7,5.5,32.8
E00022701,81,3.9,15.2
E00022702,76.5,6.8,16.7
E00022703,84.7,3.9,11.4
E00022709,85.1,1.1,13.8
E00022710,62.4,5.2,32.4
E00022711,71.9,3.2,24.9
E00022712,77.3,5.5,17.3
