areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00070013,5.3,18.1,76.6
E00070052,5.3,25.7,69.1
E00070053,6.3,22.9,70.8
E00070054,8.5,28.3,63.2
E00142277,3.1,21.3,75.6
E00142278,2.8,31.3,66
E00142279,3.9,22,74
E00142280,7.5,25.4,67.1
E00142281,2.5,51.7,45.8
E00142282,1.9,39.1,59
E00142283,2.3,28.5,69.2
E00142284,3,17.9,79.1
E00142285,5.2,41.8,53
E00142286,10,16.7,73.3
E00142287,6.3,22.5,71.1
E00142289,0.7,72.1,27.1
E00142290,4.1,47.9,47.9
E00142291,4.4,45.6,50
E00142292,3.7,19,77.3
E00142293,2.9,41.4,55.7
E00142294,1.6,27,71.4
E00142295,4.2,35.7,60.1
E00142296,4.4,28.1,67.4
E00142297,4.3,24.5,71.2
E00142298,4.7,38.6,56.7
E00142299,7.2,29.7,63.1
E00142300,5.6,29.8,64.5
E00142301,6.5,40.3,53.2
E00142302,4.4,37.5,58.1
E00142303,4.8,38.9,56.3
E00142304,5.4,27.3,67.4
E00142307,0,27.7,72.3
E00142311,3.1,35.1,61.8
E00142312,2.6,29.5,67.9
E00142314,6,21.8,72.2
E00142315,5.1,26.8,68.1
E00142316,2.6,62.4,34.9
E00142317,3.2,41.9,54.8
E00142318,4.3,22.6,73
E00142319,3.1,47.7,49.2
E00142320,0,28.9,71.1
E00142321,5.1,53.7,41.2
E00142322,5.2,22.4,72.4
E00142323,0,30.1,69.9
E00142324,1.8,30,68.2
E00142325,4,28.8,67.2
E00142326,3.6,24.1,72.3
E00142327,2.7,27.9,69.4
E00142328,4.9,24.5,70.6
E00142329,3,18.8,78.2
E00142330,4.1,35,61
E00142331,0.6,25.2,74.2
E00142332,2.1,27.4,70.5
E00142333,4.2,32.6,63.2
E00142334,1.6,39.5,58.9
E00142335,4.3,46.6,49.1
E00142336,7.9,33.1,59
E00142337,3.6,53.6,42.8
E00142338,4,43.2,52.8
E00142339,7,37.5,55.5
E00142340,6,26.8,67.1
E00142341,6.9,36.8,56.3
E00142342,6.5,20.2,73.4
E00142345,3.7,35.8,60.4
E00142349,5,15.8,79.2
E00142350,5.2,31.9,62.9
E00142351,7.3,19.1,73.6
E00142352,3,12.9,84.1
E00142353,2.2,24.7,73.1
E00142354,7.7,20.8,71.5
E00142356,10.7,29.8,59.5
E00142357,4.6,22.7,72.7
E00142358,7.6,11.8,80.7
E00142360,5.6,27.8,66.7
E00142361,5.6,37.1,57.3
E00142362,3.2,26.6,70.2
E00142363,6,30.1,63.9
E00142364,8.1,32.3,59.7
E00142365,1.1,29.8,69.1
E00142366,5,20.1,74.8
E00142367,2.1,24.7,73.3
E00142368,2.9,30.4,66.7
E00142369,1.7,54.2,44.2
E00142370,2.2,40,57.8
E00142373,4.8,14.3,81
E00142409,4,23.3,72.7
E00142415,3.1,30.7,66.1
E00142416,4,18.5,77.4
E00142532,5.7,11.3,83
E00143391,7.8,21.3,70.9
E00143392,5.5,31.5,63
E00143393,1.4,33.8,64.8
E00143394,5.1,23.4,71.5
E00143409,0,35.5,64.5
E00143410,2.3,47.7,50
E00143432,3.9,23.9,72.3
E00143433,4.3,28.1,67.6
E00143434,4.7,25.5,69.8
E00143435,1.9,34.4,63.7
E00143436,7.3,21.8,70.9
E00143437,6.3,25.9,67.9
E00143438,1.3,29.6,69.2
E00143439,3,19.5,77.5
E00143440,3.5,22.8,73.7
E00143441,0.9,31.3,67.8
