areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02000024,38,29.5,27.8,4,0.6
E02000025,26.8,30.1,36.5,5.8,0.9
E02000026,39,31.6,25.2,3.7,0.6
E02000027,26.3,30.2,35.5,6.8,1.2
E02000028,35.2,29.9,28.3,5.7,0.9
E02000029,25.8,29.8,36.6,6.8,1
E02000030,50,27.3,18.5,3.6,0.6
E02000031,40,30.4,25.2,3.9,0.5
E02000032,49.2,29.9,17.3,3.1,0.4
E02000033,28.2,32.5,31.7,6.5,1.1
E02000034,30.3,26.8,34.3,7.4,1.3
E02000035,26.3,29.2,37,6.4,1.2
E02000036,29.9,28.1,31.7,8.1,2.1
E02000037,40.4,25.8,25.7,7,1.2
E02000277,24.8,26,36.5,10.5,2.1
E02000278,18.3,25.5,41.3,12.5,2.5
E02000279,14.6,22.7,46,14,2.7
E02000280,29.8,33.9,29,6.7,0.7
E02000281,17.8,29.3,40,10,2.8
E02000282,13,21.2,46,16.5,3.3
E02000283,24.4,27.6,35.3,10.5,2.3
E02000284,28.2,31.1,33.8,5.6,1.2
E02000285,48.6,29.9,17.7,3.3,0.4
E02000286,27.5,31.9,34.9,5,0.7
E02000287,47.5,25.8,22.7,3.3,0.6
E02000288,16.8,21.8,40.8,15.3,5.4
E02000289,50.3,28.8,17,3.1,0.8
E02000290,11.6,20.1,48.6,16.6,3.1
E02000291,15.9,28.1,44.5,9.9,1.6
E02000292,27.5,32.6,30.4,7.8,1.6
E02000293,50.8,26.6,18.8,3.3,0.5
E02000294,22.3,26.9,36,12,2.8
E02000295,29.6,32.3,30.1,6.4,1.6
E02000296,19.3,31.2,38,9.7,1.9
E02000297,44.9,28.2,21.8,3.6,1.4
E02000298,49.2,26,19.5,4.7,0.5
E02000299,17.2,24.7,41.2,13.9,2.9
E02000300,20.6,22.4,38,14.7,4.3
E02000301,13.1,22.4,44.7,16.1,3.7
E02000302,34.3,28.8,26.4,7.5,3
E02000303,16,20.7,45.3,13.9,4
E02000304,51.8,24.2,18.8,4.5,0.7
E02000305,29.3,24.6,35.7,8.4,2
E02000306,7.9,19.2,49.6,18.7,4.6
E02000307,25.7,29.9,31.4,9.3,3.8
E02000433,33,31.2,28,6.3,1.5
E02000895,32,30.6,30.8,5,1.6
E02000898,29.5,31.4,31.8,5.9,1.3
E02000899,33.9,28.5,28.7,7,1.9
E02003258,46.9,27.5,21.8,3.2,0.5
E02003259,30.8,31.9,30.7,5.7,0.9
E02003260,20,27.9,40,9.8,2.3
E02003261,33.5,32,28,5.7,0.8
E02003262,23.9,29.2,36.7,7.8,2.3
E02003263,26.7,29,33.5,8.9,1.8
E02003264,45.3,29,19.5,4.7,1.5
E02003265,31.9,35.5,28.2,3.9,0.5
E02003266,20.3,29.8,40.2,8.5,1.3
E02003267,20.5,23.7,34.5,14.8,6.5
E02003268,21,30.3,32.5,11.7,4.4
E02003269,31.1,32.3,30.1,5.3,1.2
E02003270,28.7,33.7,28.9,6.8,1.9
E02003271,33.4,34,27.1,4.7,0.8
E02003272,16,22.9,36.6,16.8,7.7
E02003273,29.6,31.2,30.3,6.9,2
E02003274,12.5,17.7,45.1,18.6,6.1
E02003276,14.9,22,42,16.2,4.8
E02003277,20.6,25.8,40.1,10.8,2.7
E02003278,16.5,20.5,48.4,12.3,2.2
E02003459,52.8,29.7,16.4,1,0.1
E02003460,53.3,28.1,16.8,1.7,0.1
E02003461,44.5,34.2,19.1,1.9,0.3
E02003462,40.3,34.4,23.3,1.8,0.2
E02003463,45.6,28.6,21.8,3.4,0.6
E02003464,29.9,31.1,30.8,7.1,1
E02003465,42.7,33.3,22.2,1.5,0.3
E02003466,28.4,35.4,29.5,5.3,1.4
E02003467,28.3,29.4,34.1,6.4,1.7
E02003468,39.5,34.8,23.1,2.3,0.3
E02003469,45.7,31.8,19.4,2.7,0.3
E02003470,19.8,27.3,42.7,8.7,1.6
E02003471,31.9,29.8,31.6,5.6,1.1
E02003472,11.8,25.7,51.2,9.2,2.2
E02003473,41.4,28.2,26.3,4,0.1
E02003474,39.6,29.3,25.2,5,0.8
E02003476,18.6,27.8,41,10.5,2.2
E02003478,38.8,32.1,25.5,3.1,0.4
E02003479,22.9,29.8,38,7.7,1.6
E02003480,31.6,32.6,30.9,4.6,0.4
E02003481,19,24.4,44.7,9.8,2.1
E02003482,49.1,30.5,18.7,1.5,0.1
E02003483,41.2,31.5,23.3,3.6,0.5
E02003484,33.4,31,31,4,0.6
E02003485,38.9,29.2,25.5,5.2,1.2
E02003486,38.4,34.2,23.7,3.4,0.3
E02003487,41.2,30.2,23.8,4.1,0.7
E02003488,30.7,33.1,28.1,6.6,1.4
E02003489,39,34.5,22.7,3.2,0.6
E02003490,24.6,34.4,32.4,7.4,1.1
E02003599,39.6,33.3,25.1,1.9,0.1
E02003600,42.1,34.5,20.9,2.2,0.3
E02003601,51.1,28.9,18.4,1.4,0.1
E02003602,53.6,29.5,15.4,1.4,0.1
E02003603,35,33.5,29,2.3,0.3
E02003604,42.1,36.2,19.7,1.8,0.3
E02003605,49.1,30.6,18.2,1.9,0.2
E02003606,53,27.9,17.6,1.3,0.2
E02003607,48.6,30.6,19.3,1.3,0.2
E02003608,41.8,33,23.4,1.6,0.2
E02003609,42.8,34.1,21.1,1.8,0.1
E02003610,46.9,34.8,17.2,0.9,0.2
E02003611,48.8,33.1,17,1,0.1
E02003612,45.7,34.4,18.4,1.4,0.1
E02003613,42.1,30.4,25.6,1.6,0.3
E02003614,45.6,35.5,17.7,1.2,0
E02003615,55.1,27.8,16,1,0.1
E02003616,60,26.4,12.5,1,0.1
E02003617,55.5,28.3,14.6,1.4,0.2
E02003618,46,34.2,18.2,1.4,0.1
E02003619,54.3,28.6,15,1.8,0.3
E02003620,51.5,26.6,19.9,1.8,0.2
E02003621,56.3,28.3,13.6,1.6,0.2
E02003622,30,32,33.1,4.6,0.4
E02003623,54.1,29.2,15,1.5,0.2
E02003624,32.5,24.3,39,3.8,0.4
E02003625,21.8,25.1,47.4,5,0.7
E02003626,42.7,30.3,24.2,2.3,0.6
E02003627,23.2,27.8,42.7,5.5,0.8
E02003628,24.7,25.9,35.6,10.6,3.2
E02003629,22.4,31.1,39.3,6,1.1
E02003630,20.9,29.8,39.7,7.5,2.1
E02003631,35,30.4,30.4,3.7,0.6
E02003632,32,33.8,29.7,3.7,0.8
E02003633,35.4,34.3,25.8,3.8,0.6
E02003635,44.7,31.2,22.5,1.5,0.2
E02003636,42.4,36.9,18.8,1.6,0.3
E02003637,47.8,33.7,16.8,1.4,0.3
E02003638,52.6,31.2,14.3,1.7,0.2
E02003639,24.8,37.1,34.7,3.1,0.3
E02003640,39.9,37.2,21,1.6,0.4
E02003641,49.9,33.7,15.3,1,0
E02003642,26.9,31.3,35,6,0.8
E02003643,36.1,39.5,22.5,1.6,0.2
E02003644,31,34.5,29.8,4.2,0.5
E02003645,41.1,34.5,20.8,3.2,0.4
E02003646,35.3,33.1,27.5,3.7,0.4
E02003647,24.3,35,35.8,4.5,0.4
E02003648,26.5,32.5,35.7,4.5,0.7
E02003649,47.6,29.6,20.2,2.4,0.2
E02003650,53.5,29.6,15.4,1.3,0.2
E02003651,43,37.6,18,1.3,0.2
E02003652,54,28.9,15.5,1.4,0.1
E02003653,41.6,29.2,27.2,1.8,0.1
E02003654,59,26.8,13.3,0.6,0.2
E02003655,54.6,28.3,15.6,1.4,0.1
E02003656,45.7,32.9,19.8,1.5,0.1
E02003657,56.4,26.5,15.5,1.5,0.1
E02003658,49.3,32.4,16.9,1.3,0.2
E02003659,45.4,30.5,21.5,2.3,0.4
E02003660,53.9,29.3,15.5,1.2,0.1
E02003661,53.6,30.4,15.3,0.7,0
E02003662,30,30.8,33.1,4.8,1.2
E02003663,30.7,33.9,30.1,4.4,0.8
E02003664,20.5,37.4,36.1,4.9,1.1
E02003665,33.4,33.5,29.9,2.5,0.7
E02003666,15.1,32.9,44.6,6.3,1.1
E02003667,26.3,40.1,30,3.2,0.4
E02003668,51.3,30.2,17.2,1.1,0.1
E02003669,19.9,30,40.3,7.8,2
E02003670,36.3,33.2,27.4,2.7,0.4
E02003671,23.4,35.6,35.4,4.8,0.8
E02003672,53.4,28.5,16.9,1,0.2
E02003673,54.5,27.9,16.6,1,0
E02003674,55.7,27.3,16.1,0.9,0.1
E02003675,43.8,33.7,20.7,1.7,0.2
E02003676,60.4,26.7,11.6,1.2,0.2
E02003677,36.5,29.2,28.4,5.1,0.9
E02003678,43.1,32.8,20.2,3.5,0.4
E02003679,26.2,32.6,36.5,4,0.6
E02003680,56.4,27.9,14.3,1.3,0.1
E02003681,47.9,30.4,19.4,2,0.2
E02003682,46.6,30.8,20.8,1.7,0.2
E02003683,48.7,26.7,21.9,2.6,0.1
E02003685,59.1,26.4,13.4,0.9,0.1
E02003696,43.8,32.6,21.9,1.5,0.2
E02003697,61.1,25.9,11.8,1.1,0.1
E02003698,59.8,28.2,11.3,0.6,0
E02003699,45.7,32.2,20,2,0.1
E02003701,36,30.7,28.7,3.8,0.8
E02003702,57.3,26.9,14.1,1.4,0.2
E02003703,34.8,28.7,30.9,4.6,0.9
E02003704,56.7,27.4,14.7,1,0
E02003705,24,32.5,34.4,7.4,1.7
E02003706,26.8,31.3,35.8,5,1
E02003707,23.9,30.5,37.5,6.5,1.6
E02003708,15.7,25.6,43.2,11.8,3.8
E02003709,22.4,32.3,38.5,5.8,0.8
E02003710,31.4,25.6,35.7,6.1,1.3
E02003711,23.4,34.7,37.3,4,0.7
E02003755,45.7,30.3,22.4,1.4,0.2
E02003756,50.8,33,14.8,1.2,0.1
E02003757,53,29.2,16.8,0.8,0.2
E02003758,50.2,33.4,15,1.2,0.3
E02003760,27,33.5,33.2,5.4,0.9
E02003761,55.1,26.6,15.9,2.1,0.3
E02003762,52.3,31.3,15.4,1,0.1
E02003763,47.6,30.3,20.1,1.8,0.2
E02003764,33.6,32.6,30.6,2.9,0.3
E02003765,39.9,31.9,25.7,2.2,0.2
E02003766,43.3,27.9,27.4,1.2,0.1
E02003767,67.3,23.4,8.5,0.7,0
E02003768,53.4,31.3,14.4,0.8,0.1
E02003769,57.8,29.3,11.7,1.1,0.1
E02003770,47.5,33.2,17.3,1.9,0.1
E02003771,36.2,32.8,28.8,2.1,0.1
E02003772,53.2,28.3,17.6,1,0
E02003773,38.7,36.3,22.9,2,0
E02003774,40.9,33.3,23.9,1.7,0.2
E02003787,51.5,31.6,15.6,1.2,0.1
E02003793,52.8,30.1,15.7,1.2,0.2
E02004843,49.7,29.9,16.9,3.1,0.4
E02004844,28.6,37,28.5,5.2,0.6
E02004845,26.8,29.7,37.9,5.1,0.6
E02004846,58.9,24.2,15.2,1.4,0.2
E02004847,27,30.6,35.5,6.3,0.6
E02004848,38.9,32.7,23.2,4.7,0.5
E02004849,56.4,26.7,15,1.6,0.2
E02004850,31,31.9,31.4,4.9,0.8
E02004851,29.9,33.2,31.4,4.8,0.7
E02004852,31.3,31.7,30.4,6.1,0.5
E02004853,28.5,33,33,4.9,0.5
E02004854,29,32.2,30.5,6.8,1.5
E02004855,15.7,26,45.8,10.9,1.6
E02004856,42.5,33.9,21.8,1.6,0.1
E02004857,44.2,35.1,19.3,1.4,0
E02004858,39,32.4,26,2.3,0.2
E02004859,53,29.2,16.9,0.8,0.1
E02004860,29.1,30.8,34.9,4.9,0.3
E02004861,50,28.9,20.2,0.8,0
E02004862,31.8,26.7,35.7,5.4,0.5
E02004863,22.2,29.4,42.5,5.2,0.7
E02004864,45.1,37.4,16.7,0.7,0
E02004865,30.3,31.5,34.6,3.1,0.5
E02004866,31.5,32.4,32.8,3.1,0.2
E02004867,48,27.3,23.1,1.6,0.1
E02004868,28.2,28,39.5,3.9,0.4
E02004869,45,33,20,1.9,0.1
E02004870,21.7,29.4,43.6,4.9,0.4
E02004871,38.3,32,26.9,2.7,0.1
E02004872,50.5,26.6,19.7,2.9,0.3
E02004873,36,34,27.8,2,0.2
E02004874,34.2,32.7,28.8,3.6,0.6
E02004875,29.6,33.9,31.8,4.1,0.6
E02004876,52.8,27.8,18.5,0.9,0
E02004877,46.9,29.6,21.5,1.9,0
E02004878,46.1,32.5,19.5,1.7,0.2
E02004887,51.6,27.3,19.4,1.6,0
E02004889,32.1,35.8,29.1,2.8,0.3
E02004890,34.1,35.7,27.8,2.3,0.1
E02004891,37.7,37.3,23.2,1.7,0.1
E02004892,29.5,31.6,35.1,3.6,0.3
E02004893,34.4,35.1,27.9,2.3,0.3
E02004894,27.7,39,31.2,2.1,0.1
E02004895,42,31,24,2.5,0.4
E02004896,40.5,33.6,22.3,3.3,0.3
E02004897,38.2,35.2,24.4,2,0.3
E02004898,30.1,31.3,33,5.1,0.5
E02004899,42.2,30.1,24.5,2.9,0.3
E02004900,55.6,25.5,16.6,2.1,0.2
E02004901,20.5,29.7,41.3,7.3,1.2
E02004902,25.3,33.2,33.6,6.8,1
E02004903,32.7,33.1,28,5.1,1.1
E02004904,18.3,32.9,40.5,7.6,0.7
E02004905,46.6,29.3,19.9,3.8,0.4
E02004906,25.7,31.9,34.8,6.5,1.1
E02004907,32.6,34,29.1,3.9,0.3
E02004908,40,36.4,20.6,2.7,0.2
E02004909,35.2,33,29.8,1.9,0.2
E02004910,46.2,33.2,19.1,1.3,0.1
E02004911,28.9,32.2,36.1,2.5,0.3
E02004912,33.9,35.4,28.5,2.1,0.1
E02004914,33.1,32.5,31.4,2.6,0.3
E02004915,29.2,34.7,32.5,3.2,0.4
E02004916,49.2,27.9,20.9,1.7,0.2
E02004917,44.2,27.6,25.8,2.3,0.2
E02004918,27.5,36.6,33.1,2.4,0.4
E02004919,35.1,35.9,26.1,2.6,0.2
E02004920,34.7,34.7,28.1,2.2,0.2
E02004921,42.9,35.1,20.6,1.3,0.1
E02004922,49.3,29.3,20,1.3,0.2
E02004923,46.8,31.5,20.3,1.3,0.1
E02004924,55.2,27,15.9,1.6,0.3
E02004925,47,29.7,21,2,0.3
E02004926,52.1,30,16.8,1,0.1
E02004927,52.7,27.7,17,2.3,0.2
E02004928,62.8,25.8,10.1,1.1,0.2
E02004929,50.5,29.1,18.1,2,0.3
E02004930,40.4,30.1,26.5,2.9,0.2
E02004931,43.9,27.9,25.3,2.7,0.2
E02004932,36,32.3,26.6,4.5,0.6
E02004933,59.6,26.4,12.7,1.3,0
E02004934,30.4,31.9,33.2,3.9,0.6
E02004935,21,35.2,40,3.4,0.3
E02004936,42.9,32.6,21.8,2.3,0.4
E02004937,54.4,31.3,13.1,1.2,0.1
E02004939,37.6,30.4,26.9,4.7,0.4
E02004940,27.6,33.5,32.9,4.8,1.1
E02004941,32.2,33.4,29.2,4.5,0.8
E02004942,42.9,31.1,23.3,2.3,0.3
E02004943,51.2,30.3,16.6,1.6,0.3
E02004944,30.2,30.1,33.4,5.5,0.7
E02004945,36.3,31.6,28,3.8,0.3
E02004946,29.5,26.8,38,5,0.7
E02004948,29.1,28.1,37.8,4.6,0.4
E02004949,25.2,28,41.7,4.8,0.3
E02004950,32.6,35.4,27,4.5,0.6
E02004951,20.6,28.3,44.8,5.6,0.7
E02004952,31.5,32.1,31.9,4.2,0.3
E02004953,31.9,32.3,30.6,4.6,0.6
E02004954,28.8,31.4,35.2,4.3,0.4
E02004955,40,31.6,24.9,2.9,0.5
E02004956,37.3,31.8,28.3,2.2,0.3
E02004957,32.5,33.4,30.7,2.9,0.5
E02004958,48.8,31.4,18.2,1.3,0.3
E02004959,50.8,28.9,18.7,1.3,0.2
E02004960,55.3,27.7,15.5,1.2,0.3
E02004961,43.6,34.2,20.1,1.9,0.3
E02004962,37,33.3,27,2.6,0.2
E02004963,28.4,32,33,5.6,0.8
E02004964,30.5,35.1,29.8,4,0.6
E02004965,33.3,38.8,23.3,4,0.6
E02004966,66.1,20.4,12,1.2,0.3
E02004967,13.9,29.4,47.6,8.2,0.9
E02004968,26.6,32.7,34.6,5.6,0.6
E02004969,33.6,32.6,28.9,4.4,0.4
E02004970,24.6,30.3,37.1,7,0.9
E02004971,26.1,29.2,35.6,7.8,1.4
E02004972,36.4,34.2,24.9,4,0.7
E02004973,19,30.8,39.5,8.4,2.3
E02004974,33.7,30.2,30.8,4.7,0.6
E02004975,48.9,23,22.9,4.6,0.7
E02004976,12.3,21.9,53.5,10.7,1.6
E02004977,20.1,26.5,38.4,11.5,3.6
E02004978,14.8,24.4,47.7,11.4,1.8
E02004979,34.6,30.9,29.6,4.1,0.8
E02004980,63.1,25.7,10.2,0.9,0.1
E02004981,43.5,32.5,21.2,2.4,0.4
E02004982,46.1,32.4,19.7,1.7,0.1
E02004983,29.2,34.6,32.8,3.3,0.2
E02004984,31.2,28,38.2,2.4,0.3
E02004985,39.9,30.7,27.9,1.3,0.2
E02004986,17.2,34.5,43.6,4,0.6
E02004987,32.5,34.4,29.5,3.1,0.6
E02004988,26.5,37.4,32.5,3.2,0.5
E02004989,26.6,29.2,37.1,5.7,1.3
E02004990,32.1,30.2,31.7,4.4,1.6
E02004991,19.3,26.7,45.1,7.3,1.6
E02004992,24.9,32.8,34.1,6.6,1.6
E02004994,60,28.1,10.4,1,0.5
E02004995,57.5,27.7,13,1.7,0.1
E02005373,56.4,31.1,11.6,0.8,0.1
E02005374,27.2,40,30.2,2.1,0.6
E02005375,44.3,36.1,18.4,1.1,0
E02005376,47.3,32.3,18.2,1.8,0.4
E02005617,32.3,32.9,29,5,0.9
E02005619,61.1,27.7,9.9,1,0.2
E02005620,57,29.7,12.3,0.9,0
E02005621,58.9,28.3,11.7,1,0.1
E02005622,59.3,28.2,11.6,0.8,0.1
E02005623,53.6,31.5,13.4,1.4,0.1
E02005624,45.1,34.1,18.6,1.9,0.3
E02005625,36.7,33.7,26.9,2.4,0.3
E02005626,33,32.7,29.6,4.1,0.6
E02005627,49.4,30.2,18.9,1.3,0.1
E02005628,54.7,28.8,15.4,1.1,0.1
E02005631,52.4,32,14.3,1,0.2
E02005632,55.2,29.4,14.3,1,0.1
E02005633,46.4,34.9,16.8,1.7,0.2
E02005634,37.8,37.1,23,2,0.1
E02005635,48.9,34.4,15.4,1.2,0.1
E02005636,41.5,36.9,19.1,2.2,0.3
E02005637,25.3,38.4,33.2,2.9,0.2
E02005638,53,33.7,12.3,1,0.1
E02005639,59.5,27.6,12.2,0.6,0.2
E02005640,46.8,33.7,17.8,1.5,0.1
E02005641,39.8,35.3,22.7,2,0.1
E02005642,47.2,35.4,15.9,1.3,0.2
E02005643,20.7,36.8,37.2,4.9,0.5
E02005644,20.9,36.7,36.8,4.9,0.7
E02005645,29.2,33.9,34.1,2.5,0.3
E02005646,46.6,37.8,14.2,1.1,0.3
E02005647,31.7,35.9,29,3.1,0.3
E02005648,54.5,30.5,13.5,1.4,0.1
E02005650,42.1,32.4,22,2.8,0.6
E02005651,37.7,43.1,17.2,1.7,0.3
E02005652,38.5,36.5,22.7,2,0.3
E02005653,28,30.4,32.5,7.8,1.4
E02005654,29.4,33.5,30.3,5.8,1
E02005655,40.4,33.5,23.3,2.4,0.3
E02005656,25,29,35.8,7.9,2.3
E02005657,35.9,37.5,24,2.3,0.2
E02005658,19.5,32,40.3,7,1.2
E02005659,36.7,38.3,21.2,3.2,0.5
E02005660,29.6,34.2,29.3,5.7,1.2
E02005661,26.5,30.7,34.8,7,1
E02005662,36.7,34.2,24.2,4.2,0.7
E02005663,44.9,35.5,17.8,1.6,0.2
E02005664,27.5,35,31.6,4.7,1.1
E02005665,43,31.6,20.8,4,0.6
E02005666,15.3,30,42.2,10.8,1.7
E02005667,34,33.5,27.6,4.4,0.5
E02005668,43.2,38.4,16.3,1.8,0.2
E02005669,62.6,25.4,10.5,1.3,0.2
E02005670,8.4,25.6,54,10.1,2
E02005671,29.3,32.1,31.7,5.4,1.5
E02005672,14.9,30.6,43,9.3,2.3
E02005673,21.5,37.2,34.5,5.9,1
E02005674,18.5,29.9,44.1,6.5,1.1
E02005675,27.5,35.8,30.2,5.4,1.1
E02005676,33,34.5,27.6,4.2,0.8
E02005677,29.5,37.4,27.4,4.8,1
E02005679,46.6,34.3,16.3,2.4,0.4
