areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02000024,30.2,69.8
E02000025,28.7,71.3
E02000026,31.2,68.8
E02000027,30.2,69.8
E02000028,29.7,70.3
E02000029,33.9,66.1
E02000030,31.5,68.5
E02000031,27.4,72.6
E02000032,31.6,68.4
E02000033,32.6,67.4
E02000034,32.3,67.7
E02000035,29.6,70.4
E02000036,33.5,66.5
E02000037,34.7,65.3
E02000277,36.7,63.3
E02000278,39.7,60.3
E02000279,36.2,63.8
E02000280,31.6,68.4
E02000281,33.1,66.9
E02000282,42.2,57.8
E02000283,37.4,62.6
E02000284,29.5,70.5
E02000285,29.2,70.8
E02000286,28.5,71.5
E02000287,32.4,67.6
E02000288,41.2,58.8
E02000289,31.8,68.2
E02000290,40.3,59.7
E02000291,31.5,68.5
E02000292,32.7,67.3
E02000293,31.3,68.7
E02000294,40.5,59.5
E02000295,31.4,68.6
E02000296,33.5,66.5
E02000297,31.5,68.5
E02000298,29.1,70.9
E02000299,44.2,55.8
E02000300,38.7,61.3
E02000301,42.3,57.7
E02000302,32.2,67.8
E02000303,42.3,57.7
E02000304,32.2,67.8
E02000305,31,69
E02000306,41.9,58.1
E02000307,39,61
E02000433,29.9,70.1
E02000895,31.6,68.4
E02000898,29.4,70.6
E02000899,31.7,68.3
E02003258,28.3,71.7
E02003259,28.9,71.1
E02003260,33.3,66.7
E02003261,29.9,70.1
E02003262,31,69
E02003263,30.7,69.3
E02003264,30.4,69.6
E02003265,26.2,73.8
E02003266,31,69
E02003267,40.1,59.9
E02003268,34.6,65.4
E02003269,28.2,71.8
E02003270,27.5,72.5
E02003271,27,73
E02003272,37.5,62.5
E02003273,27.8,72.2
E02003274,42.4,57.6
E02003276,34.6,65.4
E02003277,33.5,66.5
E02003278,28.9,71.1
E02003459,29.2,70.8
E02003460,25.7,74.3
E02003461,26.5,73.5
E02003462,26.2,73.8
E02003463,27.7,72.3
E02003464,28.7,71.3
E02003465,26,74
E02003466,26.1,73.9
E02003467,26.4,73.6
E02003468,26.5,73.5
E02003469,26.4,73.6
E02003470,33.9,66.1
E02003471,26.3,73.7
E02003472,22.3,77.7
E02003473,24.4,75.6
E02003474,24.9,75.1
E02003476,30.3,69.7
E02003478,24.9,75.1
E02003479,27.5,72.5
E02003480,24.2,75.8
E02003481,29.4,70.6
E02003482,23.3,76.7
E02003483,24.2,75.8
E02003484,25.7,74.3
E02003485,27.6,72.4
E02003486,23.9,76.1
E02003487,27.9,72.1
E02003488,28.3,71.7
E02003489,25.9,74.1
E02003490,26.8,73.2
E02003599,27,73
E02003600,27.8,72.2
E02003601,26.6,73.4
E02003602,28.6,71.4
E02003603,26.5,73.5
E02003604,25.3,74.7
E02003605,27.1,72.9
E02003606,28,72
E02003607,25.1,74.9
E02003608,27.3,72.7
E02003609,25.7,74.3
E02003610,27.9,72.1
E02003611,27.1,72.9
E02003612,27.2,72.8
E02003613,26.8,73.2
