areacd,in_full_time_education-001,in_full_time_education-002
E02000024,18.8,81.2
E02000025,19.7,80.3
E02000026,20.2,79.8
E02000027,22.3,77.7
E02000028,19.8,80.2
E02000029,23.1,76.9
E02000030,21,79
E02000031,18.4,81.6
E02000032,22.6,77.4
E02000033,21.5,78.5
E02000034,21.6,78.4
E02000035,18.1,81.9
E02000036,24.5,75.5
E02000037,25.7,74.3
E02000277,27.1,72.9
E02000278,28.5,71.5
E02000279,28.9,71.1
E02000280,22.2,77.8
E02000281,25.8,74.2
E02000282,31.4,68.6
E02000283,27.2,72.8
E02000284,20.2,79.8
E02000285,19.5,80.5
E02000286,18.2,81.8
E02000287,18.9,81.1
E02000288,30.7,69.3
E02000289,20.9,79.1
E02000290,29.7,70.3
E02000291,20.7,79.3
E02000292,24.6,75.4
E02000293,19.6,80.4
E02000294,27.4,72.6
E02000295,21.5,78.5
E02000296,21.7,78.3
E02000297,18.1,81.9
E02000298,18.9,81.1
E02000299,28.7,71.3
E02000300,26.6,73.4
E02000301,28.6,71.4
E02000302,20.4,79.6
E02000303,26.8,73.2
E02000304,20.1,79.9
E02000305,17.7,82.3
E02000306,28.3,71.7
E02000307,26.2,73.8
E02000433,18.2,81.8
E02000895,20,80
E02000898,19.8,80.2
E02000899,20.9,79.1
E02003258,17.5,82.5
E02003259,23.1,76.9
E02003260,28,72
E02003261,20,80
E02003262,25.9,74.1
E02003263,24.4,75.6
E02003264,25.5,74.5
E02003265,16.8,83.2
E02003266,27.5,72.5
E02003267,32.2,67.8
E02003268,31.4,68.6
E02003269,21.8,78.2
E02003270,23.7,76.3
E02003271,19.9,80.1
E02003272,31.5,68.5
E02003273,24.7,75.3
E02003274,31,69
E02003276,30.7,69.3
E02003277,29,71
E02003278,26.5,73.5
E02003459,18.4,81.6
E02003460,18.7,81.3
E02003461,19.4,80.6
E02003462,18,82
E02003463,18,82
E02003464,24.1,75.9
E02003465,14.2,85.8
E02003466,21.2,78.8
E02003467,20.9,79.1
E02003468,18.4,81.6
E02003469,17.5,82.5
E02003470,29.8,70.2
E02003471,21.4,78.6
E02003472,21.2,78.8
E02003473,19.3,80.7
E02003474,24.1,75.9
E02003476,25.9,74.1
E02003478,21.2,78.8
E02003479,25.4,74.6
E02003480,20.3,79.7
E02003481,25.8,74.2
