areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02000024,11.9,18.3,55.5,14.4
E02000025,11.5,17.3,59.6,11.7
E02000026,12.7,18.5,55.5,13.3
E02000027,11.5,18.7,58.6,11.2
E02000028,12.1,17.6,56.7,13.6
E02000029,12,21.8,55.2,10.9
E02000030,13.2,18.3,50.9,17.6
E02000031,11.3,16.1,56.3,16.3
E02000032,11.5,20.1,56,12.4
E02000033,12.1,20.6,56.5,10.9
E02000034,12.6,19.7,55,12.6
E02000035,12.4,17.2,56.9,13.5
E02000036,12.4,21.1,54.8,11.7
E02000037,12.9,21.8,51.4,13.9
E02000277,11.8,24.9,55.6,7.7
E02000278,13,26.6,53,7.4
E02000279,11.7,24.5,56.6,7.2
E02000280,11.2,20.5,57.5,10.8
E02000281,10.8,22.4,57.9,8.9
E02000282,13,29.3,50.9,6.8
E02000283,12.8,24.6,55.5,7.1
E02000284,11,18.5,58.8,11.7
E02000285,10.4,18.8,60.4,10.4
E02000286,10.4,18.2,59.3,12.1
E02000287,13.9,18.5,50.9,16.7
E02000288,13.7,27.4,51.7,7.1
E02000289,12.3,19.4,56.7,11.5
E02000290,13.3,26.9,52.8,7
E02000291,11.4,20.1,58.9,9.6
E02000292,11.6,21.1,58.2,9.1
E02000293,12.8,18.4,52.2,16.6
E02000294,12.8,27.6,53.5,6.1
E02000295,12.8,18.6,56,12.6
E02000296,12.6,20.9,56.8,9.7
E02000297,11.6,20,57.7,10.8
E02000298,12.4,16.6,55.1,15.8
E02000299,14.6,29.6,48.8,7
E02000300,12.9,25.8,52.4,8.9
E02000301,14,28.3,50.4,7.3
E02000302,12,20.2,58.1,9.7
E02000303,13,29.3,50.2,7.5
E02000304,13.6,18.6,53.8,14.1
E02000305,12.2,18.8,56.9,12.2
E02000306,12.8,29.1,51.5,6.6
E02000307,12.4,26.7,53.8,7.2
E02000433,11.7,18.2,54.5,15.6
E02000895,12.6,19,58.8,9.6
E02000898,11.7,17.7,59.7,10.9
E02000899,11.9,19.8,57.5,10.8
E02003258,9.5,18.9,62.4,9.2
E02003259,9.7,19.2,62.4,8.7
E02003260,9.9,23.4,58.6,8.1
E02003261,10.3,19.6,61,9.1
E02003262,10.5,20.5,61.2,7.9
E02003263,10.1,20.6,60.9,8.3
E02003264,10.7,19.8,59.5,10.1
E02003265,8.1,18,64.2,9.6
E02003266,10.1,21,60.3,8.7
E02003267,13.8,26.2,52.5,7.5
E02003268,12,22.6,57.7,7.7
E02003269,8.8,19.4,61.5,10.3
E02003270,9.5,18,64.9,7.6
E02003271,10,17,63.5,9.5
E02003272,11.6,25.9,55.4,7.1
E02003273,9.5,18.3,63.4,8.8
E02003274,13.8,28.7,50.9,6.7
E02003276,11.3,23.3,56.7,8.7
E02003277,11.2,22.3,57.6,9
E02003278,10.7,18.1,60.6,10.6
E02003459,10.6,18.6,56.1,14.7
E02003460,10,15.7,61.2,13.1
E02003461,9.5,17,64.7,8.8
E02003462,9.4,16.8,63.8,10
E02003463,10.3,17.4,62.5,9.8
E02003464,9.2,19.5,63.4,7.9
E02003465,9,17,62.8,11.2
E02003466,9,17.1,64.8,9.1
E02003467,8.6,17.8,65.3,8.3
E02003468,9.1,17.4,63.3,10.2
E02003469,8.1,18.3,65.5,8.1
E02003470,10.3,23.6,59,7.1
E02003471,9.2,17.1,66.6,7.2
E02003472,7.3,15,68.9,8.8
E02003473,7.9,16.5,66.6,9
E02003474,8.1,16.8,65.2,9.9
E02003476,9.5,20.8,62.1,7.6
E02003478,8.9,16,65.1,10
E02003479,9,18.5,65.5,7
E02003480,7.7,16.5,65.3,10.5
E02003481,10,19.4,62.4,8.2
E02003482,8.6,14.7,64.3,12.4
E02003483,8.1,16.1,65.5,10.3
E02003484,8.6,17.1,65.2,9.1
E02003485,8.5,19.1,63.5,8.8
E02003486,8,15.9,66.5,9.6
E02003487,9.7,18.2,63.4,8.7
E02003488,9.3,18.9,63,8.7
E02003489,8.9,17,64.1,10
E02003490,8.3,18.5,64.5,8.8
E02003599,9.6,17.4,63.1,9.9
E02003600,10.6,17.2,60.7,11.4
E02003601,10.4,16.1,60.4,13
E02003602,11.2,17.4,57.5,13.9
E02003603,9.4,17.1,63.3,10.2
E02003604,8.7,16.6,64.1,10.6
E02003605,10.1,17,60,12.9
E02003606,10.1,17.9,58.1,13.9
E02003607,8.8,16.3,61.4,13.6
E02003608,9.7,17.6,62,10.7
E02003609,9.2,16.5,61.6,12.7
E02003610,10.3,17.6,58.7,13.4
E02003611,10.1,17.1,61.3,11.6
E02003612,10,17.1,60.7,12.2
E02003613,10.7,16.1,61.3,12
E02003614,9.5,16.9,62.5,11.1
E02003615,11.4,17.4,57.5,13.6
E02003616,12.8,17.5,54.8,14.9
E02003617,11.9,18.7,53.4,16
E02003618,9.8,19.1,58.3,12.8
E02003619,10.4,17.3,57.7,14.6
E02003620,10.3,19.3,59.7,10.6
E02003621,11.2,18.7,59.8,10.3
E02003622,9.6,20.5,61.7,8.1
E02003623,9.5,15.7,62.7,12.1
E02003624,11.8,16,59.8,12.4
E02003625,9.2,15.2,64.7,11
E02003626,8.9,17.8,63.1,10.2
E02003627,9.8,15.9,63.5,10.8
E02003628,11.7,22.1,58.5,7.8
E02003629,9.2,18.6,63.1,9.1
E02003630,8.3,17.4,65.1,9.2
E02003631,9.4,19.5,61.5,9.7
E02003632,8.7,18.9,64,8.5
E02003633,8.4,17.8,64.3,9.6
E02003635,8.8,16.1,63.7,11.4
E02003636,9.8,18.2,60.7,11.4
E02003637,10.7,16.6,59.5,13.2
E02003638,9.1,17.2,60.9,12.8
E02003639,9.1,17.3,63,10.6
E02003640,10.1,16.4,62.6,10.8
E02003641,10.1,17.4,62.1,10.4
E02003642,8.5,16.8,64.2,10.5
E02003643,7.9,15.6,65.5,11
E02003644,8.6,17.5,63.4,10.5
E02003645,10.7,17.2,62.4,9.6
E02003646,8.8,17.9,62.6,10.7
E02003647,8.6,15.7,65.1,10.6
E02003648,9.3,19,62.8,8.9
E02003649,10.1,17.3,61.8,10.9
E02003650,11.9,18.8,53.9,15.5
E02003651,10.5,18.1,58.8,12.6
E02003652,10.6,17.7,57,14.7
E02003653,11.4,18.3,59.2,11.2
E02003654,11.9,16.2,55.4,16.5
E02003655,11,17.3,56,15.7
E02003656,11.4,17.4,58.6,12.6
E02003657,12.5,16.3,54.9,16.3
E02003658,9.9,16.5,58.9,14.7
E02003659,10.4,17.2,57.3,15.1
E02003660,11.7,18,55.9,14.4
E02003661,11.4,17.2,54,17.5
E02003662,9.3,17.6,62.5,10.6
E02003663,8.2,16.3,65.6,10
E02003664,8.4,18.2,64.6,8.8
E02003665,10.3,18.4,61.1,10.2
E02003666,9,15.8,64.9,10.3
E02003667,8.2,16,65.8,10
E02003668,11.2,18.3,58.7,11.8
E02003669,10.3,20.5,60.5,8.6
E02003670,8.8,17,64.1,10
E02003671,9.4,18.9,62.7,9
E02003672,11.2,18,56.8,14
E02003673,11.7,17.5,55.6,15.1
E02003674,13,18.3,52,16.7
E02003675,9.2,16.1,59.9,14.8
E02003676,15.4,19.5,47.8,17.3
E02003677,12.4,19.5,56.7,11.5
E02003678,11.7,17.8,58.2,12.4
E02003679,11.2,16.8,59.8,12.2
E02003680,12.7,18.1,53.9,15.4
E02003681,13.3,16.7,53.1,16.8
E02003682,11.5,16.3,58.5,13.7
E02003683,12,17.1,56.1,14.8
E02003685,14.4,17.8,49.8,18
E02003696,11.9,18.7,55,14.5
E02003697,12.6,16,54,17.3
E02003698,12,17.7,55.3,15
E02003699,11,18.1,58.7,12.2
E02003701,10.9,18.8,60.4,9.9
E02003702,12.3,16,54.4,17.3
E02003703,10.1,16.6,60.9,12.4
E02003704,14,16.9,55,14.1
E02003705,11.3,18.9,61.4,8.4
E02003706,9.2,19.2,62.7,9
E02003707,10.5,17.4,62,10.1
E02003708,13.6,22.1,55.8,8.5
E02003709,9.2,19.6,61.4,9.8
E02003710,10.9,16.6,61.4,11
E02003711,8.7,15.6,64.3,11.5
E02003755,9.4,18.2,58.7,13.7
E02003756,9.6,16.7,61.4,12.2
E02003757,9,18.5,59,13.5
E02003758,9.4,16.6,61.1,12.8
E02003760,9.2,17.1,65.4,8.4
E02003761,7.7,17.5,63.7,11
E02003762,8.7,15.3,64.1,11.9
E02003763,9,17.6,64.6,8.8
E02003764,7.2,14.5,69.2,9.1
E02003765,8.9,17.8,63.7,9.6
E02003766,8.1,16.8,63.6,11.5
E02003767,12.6,17.1,53.2,17.2
E02003768,10.9,18.4,58.3,12.4
E02003769,11.2,17.8,57.6,13.3
E02003770,8.8,17.5,61,12.7
E02003771,9.4,16.7,62.1,11.8
E02003772,9.8,17.5,60.5,12.2
E02003773,8.3,16.7,65.1,9.9
E02003774,9.2,17.1,63.2,10.6
E02003787,12.6,19.4,54.9,13.1
E02003793,12,18.3,56.7,12.9
E02004843,10.7,19.7,59,10.5
E02004844,10.3,19.3,60.8,9.6
E02004845,10.1,16.7,61.4,11.8
E02004846,11.9,17.5,55.6,15
E02004847,10.6,19.3,59.7,10.5
E02004848,10.5,18.8,59.8,10.8
E02004849,12.2,19.7,53.9,14.2
E02004850,10.3,19,60.7,10
E02004851,11.3,19.9,58.4,10.4
E02004852,9.6,19,61.4,10.1
E02004853,11.1,20.1,58.5,10.3
E02004854,10.1,17.5,62.3,10.2
E02004855,9.5,19.8,61,9.7
E02004856,11.5,18.1,55.7,14.8
E02004857,12.3,17.1,55.7,15
E02004858,11.5,19.8,56.9,11.7
E02004859,14.3,17.5,52.7,15.5
E02004860,8.6,18,63,10.4
E02004861,15.1,16.8,51.3,16.7
E02004862,9.8,19.1,61.1,10
E02004863,9.4,19.1,61.8,9.7
E02004864,11.2,16.1,55.2,17.5
E02004865,10.6,18.2,60.7,10.5
E02004866,9.9,18.6,61.1,10.5
E02004867,12.8,17.8,53.1,16.3
E02004868,9.8,19.1,60.9,10.3
E02004869,12.1,18.2,53.2,16.5
E02004870,9.7,17.3,62,11
E02004871,10.2,19.1,60.7,10
E02004872,10.4,19,60.8,9.8
E02004873,8.8,15.8,61.5,13.8
E02004874,10.3,20.6,58.8,10.3
E02004875,10.2,17.9,61.2,10.7
E02004876,13.1,19.4,51.3,16.2
E02004877,12.7,19.4,53.8,14.1
E02004878,11.9,18.7,56,13.3
E02004887,12.7,18.9,53.2,15.2
E02004889,10.2,16.1,62.6,11.2
E02004890,9.9,16,62.9,11.1
E02004891,11.1,15.9,60.6,12.4
E02004892,10.8,16.8,60.8,11.6
E02004893,10.1,17.1,61.7,11.2
E02004894,9.2,14.8,62.5,13.5
E02004895,11.7,17.4,56.1,14.8
E02004896,14.1,17.9,54.3,13.7
E02004897,12.6,18.3,57.1,12
E02004898,12.8,18.9,58,10.3
E02004899,13.6,18.7,51.6,16.1
E02004900,14.1,17.9,47.7,20.2
E02004901,9.4,20,60,10.5
E02004902,10.8,19,58.6,11.6
E02004903,12.3,17.8,58,11.8
E02004904,11.5,17.7,59.9,10.9
E02004905,13,16.9,52.7,17.4
E02004906,10.5,18,59.6,11.9
E02004907,11.9,17.7,57,13.4
E02004908,14.7,17.3,53.5,14.5
E02004909,9.5,16.9,64,9.5
E02004910,9.7,16.4,63.6,10.4
E02004911,10.7,19,59.9,10.4
E02004912,9.8,19.4,60.4,10.3
E02004914,10.1,18,62.5,9.4
E02004915,10.9,18.2,61.6,9.3
E02004916,10.6,17.9,59.2,12.4
E02004917,9.6,19.7,59.1,11.6
E02004918,9.2,15.3,64.6,10.9
E02004919,9,18.5,62.8,9.6
E02004920,9.9,17.6,60.7,11.8
E02004921,9.6,18.4,60.2,11.8
E02004922,11.6,18.8,55.6,14
E02004923,12.4,18.3,54.2,15.1
E02004924,11.6,16.7,53,18.7
E02004925,11.4,18.1,53.8,16.7
E02004926,12,15.9,50.6,21.5
E02004927,12.5,19.3,54.1,14.1
E02004928,12.4,16.8,52.7,18.1
E02004929,12.5,17.8,52.1,17.6
E02004930,10.8,18.7,56.3,14.2
E02004931,11.8,18.3,56,13.9
E02004932,10.6,17.8,57.4,14.1
E02004933,11.6,17.6,53.2,17.7
E02004934,9.5,14.4,61.1,15
E02004935,6.8,12,63.8,17.4
E02004936,9.5,18.2,59.3,13.1
E02004937,11.9,16.1,53.2,18.8
E02004939,12.5,18.5,56.9,12.2
E02004940,10,18,59.8,12.2
E02004941,10.6,18.5,58.9,12
E02004942,11.9,19.1,54.4,14.6
E02004943,12.3,18.2,54.6,14.8
E02004944,8.1,17.1,66.2,8.6
E02004945,8.9,16.5,64.1,10.5
E02004946,9.3,18.6,64,8.1
E02004948,9.1,18.5,63.2,9.1
E02004949,9.4,18,63.6,9
E02004950,8.4,19.3,63.4,8.9
E02004951,8.4,18.3,65.1,8.2
E02004952,9.1,18.3,63.3,9.3
E02004953,8.7,19.3,62.8,9.2
E02004954,9.9,18,62.6,9.6
E02004955,9.5,19.3,62,9.2
E02004956,10.2,17.2,58.4,14.2
E02004957,9.8,18.3,60.2,11.6
E02004958,11.5,18.6,55.7,14.1
E02004959,13.6,14,52.2,20.2
E02004960,14.1,17,51.3,17.6
E02004961,10.6,18.1,59.1,12.2
E02004962,10.5,16.5,59.2,13.8
E02004963,11.3,19.5,58.3,10.9
E02004964,9.8,17.6,60,12.6
E02004965,10.3,19.6,59,11.1
E02004966,11.8,14.8,52.7,20.7
E02004967,10.5,20.3,60.8,8.4
E02004968,9.2,18.7,60.9,11.3
E02004969,9.9,18.6,61.3,10.2
E02004970,9.4,19.9,61.4,9.3
E02004971,10.1,18.9,60.3,10.7
E02004972,8.4,17.2,63.7,10.7
E02004973,8.9,17.6,62.2,11.3
E02004974,9.6,14.9,62.8,12.7
E02004975,11,17,58.1,13.9
E02004976,8.2,15.4,65.8,10.6
E02004977,10.5,16.8,64.7,8
E02004978,9.5,18.7,63.4,8.3
E02004979,11,17.5,58.1,13.4
E02004980,12,16.6,56.7,14.6
E02004981,10.3,16.7,59.3,13.8
E02004982,11.5,19.2,58,11.3
E02004983,9.7,17.7,63.3,9.3
E02004984,8.7,18,64.1,9.3
E02004985,10.9,16.3,60.7,12.1
E02004986,8.2,16.5,66.3,9
E02004987,8.5,18,63.6,9.9
E02004988,8.5,17.9,63.7,9.9
E02004989,14.7,19.6,57.4,8.3
E02004990,10.2,15.6,61.9,12.3
E02004991,13.2,18.5,58.9,9.5
E02004992,18.9,21.9,51.9,7.4
E02004994,14.3,18.1,49.5,18
E02004995,14.4,18.8,49.7,17.2
E02005373,11,18.5,57.3,13.2
E02005374,10.9,20.1,58.2,10.9
E02005375,10.1,18.9,59,12.1
E02005376,9.3,18.8,59.5,12.4
E02005617,6.7,17.3,67.5,8.5
E02005619,11.7,18.4,52.9,17
E02005620,10.4,17.2,58.5,13.9
E02005621,11.5,19.4,54.8,14.2
E02005622,10.8,18.6,56.3,14.4
E02005623,10.1,18,58.1,13.8
E02005624,8.3,14.4,67.2,10.1
E02005625,8.3,15.9,65.3,10.5
E02005626,8.6,15.1,66.5,9.8
E02005627,9.5,16.5,59.4,14.6
E02005628,10.5,16.4,58.7,14.4
E02005631,9.8,16.4,58.5,15.3
E02005632,10.4,18.2,57.2,14.2
E02005633,8.5,17.2,62.5,11.8
E02005634,8,17.6,62.7,11.6
E02005635,8.8,17.6,60.9,12.6
E02005636,8.5,18.6,61.2,11.7
E02005637,8.1,17.8,63.4,10.6
E02005638,8.2,17.9,61.9,12.1
E02005639,11.9,19.1,52.3,16.8
E02005640,9.1,18.7,61.3,10.8
E02005641,8.9,19.7,61,10.4
E02005642,8.6,18.9,61.6,10.9
E02005643,8.2,19.8,63,9.1
E02005644,6.9,16,68.6,8.5
E02005645,8.3,16.8,63.9,11
E02005646,9.1,20.3,59.9,10.7
E02005647,9.2,19.1,61.8,9.9
E02005648,8.6,17.5,62,11.8
E02005650,9.1,19.1,62.8,9
E02005651,7.9,18.5,63.7,9.9
E02005652,9.2,19,62.9,8.9
E02005653,7.9,18.9,64.8,8.3
E02005654,7.5,17.4,66.4,8.7
E02005655,8.3,19.3,62.8,9.6
E02005656,9.6,19.2,62.8,8.4
E02005657,9.2,18.4,62.3,10.2
E02005658,8.1,18.5,64.9,8.6
E02005659,8.6,17.6,65,8.8
E02005660,9,17.8,63.2,9.9
E02005661,9,19,63,9
E02005662,8.6,17.3,63.7,10.3
E02005663,7.5,17.9,64.5,10.2
E02005664,7.8,16.7,65.6,10
E02005665,8.9,18,62.6,10.5
E02005666,8.6,20.3,63.6,7.5
E02005667,7.8,17.7,63.8,10.8
E02005668,9.8,18,62.6,9.6
E02005669,11.1,18.1,56.9,13.9
E02005670,7.7,16.3,67.9,8.1
E02005671,8.1,16,67.3,8.6
E02005672,8.4,14.9,68.1,8.6
E02005673,7.4,15.3,67.4,9.8
E02005674,9.1,14.6,67.3,9
E02005675,7.7,17.6,64.8,10
E02005676,8.3,19.5,63.5,8.6
E02005677,9.8,17.1,62.6,10.5
E02005679,8.5,16.8,63.7,11
E02005680,9.4,17.4,60.6,12.5
E02005681,10.6,19.5,56.4,13.5
E02005682,10.6,18,57.8,13.6
E02005683,8.8,16.4,62.6,12.1
E02005684,10.5,18.4,56.6,14.5
E02005685,8.1,16.4,63.4,12.1
E02005686,11.2,19.7,54.1,15
E02005687,11.1,17.3,54.9,16.6
E02005688,9.6,16.7,61.2,12.5
E02005689,8.6,17.5,61.2,12.8
E02005690,9.4,16.4,61.1,13
E02005691,9.8,18.4,57.7,14.2
E02005692,10.6,18.6,57.9,12.9
E02005693,9,18.7,62.7,9.6
E02005694,8.4,17.6,62.5,11.5
E02005695,7.1,14.8,68.2,9.9
E02005696,7.7,18.3,65.2,8.8
E02005697,8.2,17.1,64.7,10
E02005698,8.9,18.1,63.6,9.4
E02005699,7.9,18.5,63.3,10.3
E02005700,10.6,17.9,59.5,12
E02005701,9.1,18.1,60.5,12.3
E02005921,10,18,57.7,14.3
E02005922,7.4,17.3,65.6,9.8
E02005923,10.1,18.3,63.4,8.2
E02005924,7.5,14.1,69.6,8.8
E02005925,9.3,20.5,61.8,8.5
E02005926,9.9,18,60.4,11.7
E02005927,8.7,15.9,65.6,9.9
E02005928,10.1,19,57.6,13.3
E02005930,10,17.9,57.1,15
E02005931,9.3,16.4,60.7,13.7
E02005932,8.3,16,65.6,10.2
E02005933,7.9,17.7,65.5,8.9
E02005934,8.4,18.9,63.6,9.2
E02005935,7.9,15.2,67.2,9.7
E02005936,9.5,17.2,58.8,14.6
E02005937,10.6,18.8,60.7,9.9
E02005938,9.7,19,63,8.3
E02005939,10.7,18,62.8,8.6
E02005940,12.9,18.6,53.5,14.9
E02005941,11.6,16.6,53,18.9
E02005942,14,16.6,49.7,19.7
E02005943,10.4,17.8,61.2,10.7
E02005944,7.8,19.2,65.3,7.7
E02005945,11.2,14.7,60.7,13.4
E02005946,8.3,16.9,64.4,10.4
E02005947,30.8,11.2,42.1,15.9
E02005948,12.6,14.5,57.6,15.4
E02005949,11.9,17.2,64.6,6.3
E02005950,16.8,15.1,57.2,10.9
E02005951,11.5,16.8,60.5,11.1
E02005953,11.4,17.3,60.2,11
E02005954,10.3,19.3,62.7,7.7
E02005955,9.1,21,62.2,7.8
E02005956,8.8,22.4,63.3,5.4
E02005957,8.4,19.8,65.9,5.9
E02005958,10.2,18.8,60.5,10.5
E02005959,10.9,18.8,57.2,13.1
E02005960,11,17.8,57.7,13.5
E02005961,11,18.7,56.5,13.8
E02005962,10.9,17.8,57.9,13.3
E02005963,10.1,19.6,58.3,12
E02005964,11.3,18.3,56.8,13.6
E02005965,13.4,18,50.9,17.7
E02005978,10.8,18.2,57.9,13.1
E02005979,10.3,18.5,59.8,11.4
E02005980,10.1,16.3,59.5,14
E02005981,8.7,17.4,65.5,8.4
E02005982,8.7,19.9,63,8.4
E02005983,8.1,16.3,66.5,9.1
E02005985,7.7,18.9,65.1,8.3
E02005987,9.6,17.6,61.1,11.6
E02005996,11.1,19.7,54.6,14.5
E02005998,10.7,18.5,58.6,12.3
E02006003,10.8,19.5,58.8,10.8
E02006493,7.7,15.9,66.1,10.2
E02006494,7.1,16.2,67.9,8.8
E02006496,6.9,14.5,69.3,9.3
E02006497,7.6,16,66.8,9.6
E02006498,8.7,18,62.1,11.2
E02006499,9.3,16.9,63.6,10.2
E02006500,8.3,16.3,61.6,13.8
E02006501,8.9,17.5,63.2,10.4
E02006502,9.7,17.5,62.8,10
E02006503,11.5,16.8,56.7,15
E02006507,8.9,17.4,62.7,10.9
E02006823,13.5,17.6,50.9,18
E02006824,11.8,19.4,56.4,12.3
E02006862,7.5,18,63.7,10.7
E02006863,7.1,15.6,66.8,10.5
E02006873,9,17.7,62.8,10.5
E02006874,9.2,16.4,62.3,12.1
E02006937,9.2,18.4,63.2,9.1
E02006938,13.3,21.3,56.1,9.3
E02007010,8.2,16.4,64.6,10.8
E02007011,8.2,14.7,64.6,12.5
E02007012,7.6,15.3,66,11
E02007013,6.6,13.5,70.2,9.7
E02007014,7.4,15.5,67.9,9.2
E02007015,7.2,13.7,69.9,9.2
E02007016,8.3,13.7,67.6,10.5
E02007021,10.2,17.6,64.1,8.1
E02007048,9.7,16.1,57.7,16.5
E02007049,6.6,13.4,68,12
E02007070,9.7,17.4,58.9,13.9
E02007071,8.4,18.2,61.7,11.8
E02007072,7.1,15.6,65.8,11.4
E02007073,6.6,15.7,65,12.7
E02007088,13,18.8,51.8,16.4
