geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00088379,48.3,33.6,17.2,0.9,0
E00088381,50.8,35.4,12.3,1.5,0
E00088546,64.2,27.9,6.1,1.8,0
E00088547,68.5,24.7,5.6,1.1,0
E00088552,56.1,35.1,3.5,5.3,0
E00088562,58,35.2,6.8,0,0
E00091447,62,32.5,4.2,1.2,0
E00091449,67.9,24.6,6.7,0.7,0
E00091450,59.2,34.9,5.9,0,0
E00091454,61.2,24.7,10.6,3.5,0
E00091455,57,33.3,7.5,2.2,0
E00091458,67.3,23.6,9.1,0,0
E00091583,57.4,27.9,13.1,1.6,0
E00091584,70.9,23.6,4.5,0.9,0
E00091585,69.1,26.5,4.4,0,0
E00091586,51.2,33.6,13.6,1.6,0
E00091587,67.9,29.5,2.7,0,0
E00091588,69.7,21.1,7.2,2,0
E00091770,59,27.6,10.3,3.2,0
E00091771,58.3,32.1,9.5,0,0
E00137078,34.6,35.4,21.5,6.9,1.5
E00137079,32.9,32.3,23.2,11.6,0
E00137080,35.7,35.7,19.8,8.7,0
E00137081,42.1,37.3,17.5,3.2,0
E00137082,31.6,33.1,24.8,10.5,0
E00137206,57.6,31.1,11.3,0,0
E00137207,46.5,39.4,11.8,2.4,0
E00137486,60.3,33.9,5.2,0.6,0
E00137489,62.9,28.7,6.6,1.8,0
E00137491,57.5,36.8,4.7,0.9,0
E00137492,66.2,32.3,1.5,0,0
E00137493,49.2,32.3,12.1,6.5,0
E00137494,60.8,28.7,9.1,1.4,0
E00137495,62.3,30.8,6.2,0.7,0
E00137496,46.7,34.8,17.4,1.1,0
E00137497,47.7,31.8,17.8,2.8,0
E00137498,62.2,32.3,4.7,0.8,0
E00137499,58.3,29.8,11.9,0,0
E00137500,51.7,34.2,14.2,0,0
E00137506,55,36.6,6.1,2.3,0
E00137507,55,33.6,10.7,0.8,0
E00137508,53.4,28.6,14.3,3.7,0
E00137509,49.6,36.6,12.2,1.5,0
E00137510,49.6,36.2,12.6,1.6,0
E00137511,60.4,27.5,10.4,1.6,0
E00137512,54.5,36.4,8.6,0.5,0
E00137513,46.2,36.2,16.9,0.8,0
E00137514,38,40.1,16.1,5.8,0
E00137515,37.2,36.6,21.4,4.8,0
E00137517,36.2,38.8,21.6,3.4,0
E00137518,66.7,25.6,6,1.8,0
E00137519,30.4,37.4,22.6,9.6,0
E00137521,48.9,38.3,12,0.8,0
E00137522,56.5,36.3,6.5,0.6,0
E00137523,27.7,45.9,23,3.4,0
E00137524,63.3,26.7,7.5,2.5,0
E00137525,42.2,37.8,18.9,1.1,0
E00137526,50.3,35.2,13.4,1.1,0
E00137527,55.6,33.3,11.1,0,0
E00137528,43.6,36.6,15.3,4.5,0
E00137529,60.2,32.5,6.3,1,0
E00137530,44.8,37,14.3,3.9,0
E00137531,42.9,38.6,12,6.5,0
