geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00088379,45.3,54.7
E00088381,52.8,47.2
E00088546,61.3,38.7
E00088547,64.7,35.3
E00088552,60.2,39.8
E00088562,65.5,34.5
E00091447,60.4,39.6
E00091449,64.6,35.4
E00091450,66,34
E00091454,60.8,39.2
E00091455,64.2,35.8
E00091458,61,39
E00091583,47.6,52.4
E00091584,39.5,60.5
E00091585,67.4,32.6
E00091586,54.8,45.2
E00091587,50.9,49.1
E00091588,67,33
E00091770,56.3,43.7
E00091771,63.7,36.3
E00137078,28.6,71.4
E00137079,24.7,75.3
E00137080,34.3,65.7
E00137081,40.5,59.5
E00137082,38.8,61.2
E00137206,62.2,37.8
E00137207,62.4,37.6
E00137486,54.8,45.2
E00137489,58.9,41.1
E00137491,61.4,38.6
E00137492,68.9,31.1
E00137493,52.5,47.5
E00137494,65.5,34.5
E00137495,52.5,47.5
E00137496,50,50
E00137497,50.8,49.2
E00137498,58.1,41.9
E00137499,63.8,36.2
E00137500,54.9,45.1
E00137506,54.7,45.3
E00137507,50,50
E00137508,33.5,66.5
E00137509,46.5,53.5
E00137510,49,51
E00137511,54.1,45.9
E00137512,59.3,40.7
E00137513,46.4,53.6
E00137514,31.8,68.2
E00137515,35.7,64.3
E00137517,39.3,60.7
E00137518,51.4,48.6
E00137519,29.1,70.9
E00137521,49.5,50.5
E00137522,54.4,45.6
E00137523,43.5,56.5
E00137524,50.3,49.7
E00137525,49.7,50.3
E00137526,44.5,55.5
E00137527,54.4,45.6
E00137528,48.4,51.6
E00137529,48.6,51.4
E00137530,34.6,65.4
E00137531,35.9,64.1
E00137533,58.9,41.1
E00137534,36.8,63.2
E00137535,39.4,60.6
E00137536,51,49
E00137537,53.2,46.8
E00137538,39.8,60.2
E00137539,45.3,54.7
E00137540,43.4,56.6
E00137541,39.7,60.3
E00137542,38.9,61.1
E00137543,39.3,60.7
E00137544,31.8,68.2
E00137545,32.3,67.7
E00137546,54.5,45.5
E00137547,47.6,52.4
E00137548,52.8,47.2
E00137549,42.2,57.8
E00137550,41.2,58.8
E00137563,59.6,40.4
E00137570,51.5,48.5
E00137571,61.3,38.7
E00137572,51.7,48.3
E00137573,53.7,46.3
E00137574,42.7,57.3
E00137575,56.5,43.5
E00137577,57.9,42.1
E00137583,67.3,32.7
E00137598,46.3,53.7
E00137599,57.6,42.4
E00137600,41.1,58.9
E00137601,48,52
E00137602,39.9,60.1
E00137603,54.2,45.8
E00137606,59.7,40.3
E00137607,44.4,55.6
E00137608,69.7,30.3
E00137609,32.3,67.7
E00137610,23.8,76.2
E00137611,48.6,51.4
E00137612,45,55
E00137613,53.6,46.4
E00137614,46.5,53.5
E00137615,53.9,46.1
E00137616,51.4,48.6
E00137617,48.3,51.7
E00137618,34.7,65.3
E00137619,40,60
E00137620,34.9,65.1
E00137621,36.5,63.5
E00137622,62.6,37.4
E00137623,48.6,51.4
E00137624,56,44
E00137625,62.1,37.9
E00137626,50,50
E00137627,49.5,50.5
E00137628,59.5,40.5
E00137630,32.3,67.7
E00137631,34.9,65.1
E00137632,26.3,73.7
E00137634,69.9,30.1
E00137635,42.1,57.9
E00137636,27.3,72.7
E00137637,30.8,69.3
E00137638,34.7,65.3
E00137639,47.5,52.5
E00137640,48.6,51.4
E00137641,32.4,67.6
E00137642,26.5,73.5
E00137643,34.1,65.9
E00137644,40,60
E00137645,37.8,62.2
E00137646,17.7,82.3
E00137647,30,70
E00137648,30.8,69.2
E00137649,43.6,56.4
E00137650,35.6,64.4
E00137651,34.6,65.4
E00137652,38.8,61.2
E00137653,48.7,51.3
E00137654,59.9,40.1
E00137657,60.3,39.7
E00137658,16.7,83.3
E00137659,53.1,46.9
E00137660,35.1,64.9
E00137661,59.9,40.1
E00137662,49.5,50.5
E00137663,36.6,63.4
E00137664,35.5,64.5
E00137665,25.4,74.6
E00137666,53.7,46.3
E00137667,52.1,47.9
E00137668,35,65
E00137669,51.5,48.5
E00137670,28,72
E00137671,56.3,43.7
E00137672,37.9,62.1
E00137673,60.3,39.7
E00137674,49.1,50.9
E00137675,52.5,47.5
E00137676,43.6,56.4
E00137677,43,57
E00137678,44.8,55.2
E00137679,58.2,41.8
E00137680,50.5,49.5
E00137681,64.7,35.3
E00137682,57,43
E00137683,56.1,43.9
E00137684,63.8,36.2
E00137686,31,69
E00137687,35.6,64.4
E00137688,59.7,40.3
E00137689,24.3,75.7
E00137690,29.5,70.5
E00137692,53.5,46.5
E00137693,51.9,48.1
E00137695,60.5,39.5
E00137696,57.8,42.2
E00137697,52.4,47.6
E00137698,59.2,40.8
E00137699,53.6,46.4
E00137700,51.4,48.6
E00137701,46.9,53.1
E00137702,54.3,45.7
E00137703,34.9,65.1
E00137704,53.3,46.7
E00137705,44.4,55.6
E00137706,34.5,65.5
E00137707,49.3,50.7
E00137708,29.9,70.1
E00137709,50,50
E00137710,30.8,69.2
E00137711,39.8,60.2
E00137712,48,52
E00137713,39.3,60.7
E00137714,50,50
E00137715,50.2,49.8
E00137716,51.3,48.7
E00137717,56.3,43.7
E00137718,47.7,52.3
E00137719,61.6,38.4
E00137720,66.3,33.7
E00137721,65.9,34.1
E00137722,57.6,42.4
E00137723,54.3,45.7
E00137724,62.1,37.9
E00137725,54.1,45.9
E00137726,65.4,34.6
E00137727,54.6,45.4
E00137729,47.2,52.8
E00137730,60.1,39.9
E00137731,44.1,55.9
E00137733,56.6,43.4
E00137734,54.2,45.8
E00137735,43.8,56.3
E00137736,51.8,48.2
E00137737,57,43
E00137738,57.5,42.5
E00137739,36.5,63.5
E00137741,42,58
E00137742,61.8,38.2
E00137743,61.3,38.7
E00137744,44.9,55.1
E00137745,60.5,39.5
E00137746,52.9,47.1
E00137747,51.7,48.3
E00137774,52.6,47.4
E00137776,58.4,41.6
E00137777,61.1,38.9
E00137778,61.3,38.7
E00137779,58.2,41.8
E00137780,58,42
E00137781,53.1,46.9
E00137782,56.8,43.2
E00137783,51.9,48.1
E00137784,54.2,45.8
E00137786,33.1,66.9
E00137787,45.2,54.8
E00137802,54.5,45.5
E00137804,56.6,43.4
E00137805,51.3,48.7
E00137806,46,54
E00137808,47.4,52.6
E00137809,39.6,60.4
E00137810,43.6,56.4
E00137811,46.2,53.8
E00137812,54.9,45.1
E00137813,39.9,60.1
E00137814,37.9,62.1
E00137815,47.5,52.5
E00137816,58.8,41.2
E00137831,54.7,45.3
E00137832,50,50
E00137834,53.2,46.8
E00137836,48.1,51.9
E00137837,61.4,38.6
E00137838,43.6,56.4
E00137839,56.4,43.6
E00137840,47.9,52.1
E00137841,50.5,49.5
E00137842,46.6,53.4
E00137853,50.7,49.3
E00137856,39.1,60.9
E00137857,49.6,50.4
E00137860,40.4,59.6
E00137861,38.7,61.3
E00137862,31.4,68.6
E00137863,50.6,49.4
E00137864,45.3,54.7
E00137865,55.5,44.5
E00137866,49.3,50.7
E00137867,61.5,38.5
E00137868,66.1,33.9
E00137869,60.7,39.3
E00137960,68.1,31.9
E00137961,54.7,45.3
E00137962,51.7,48.3
E00137963,72.6,27.4
E00137964,63.7,36.3
E00137965,56.7,43.3
E00137966,44.4,55.6
E00137968,49.8,50.2
E00137969,52.3,47.7
E00137970,58.1,41.9
E00137971,61.1,38.9
E00137998,35.7,64.3
E00138000,29.6,70.4
E00138953,29.6,70.4
E00138954,47,53
E00138955,27,73
E00138956,33,67
E00138957,40.8,59.2
E00138958,33.8,66.2
E00138959,30.1,69.9
E00138960,42.2,57.8
E00138961,38.9,61.1
E00138962,40.3,59.7
E00138963,35.6,64.4
E00138965,32.5,67.5
E00138966,23.8,76.2
E00138967,27.3,72.7
E00138971,40,60
E00138972,44.9,55.1
E00138973,46.8,53.2
E00138974,41.7,58.3
E00138975,41.5,58.5
E00138977,30,70
E00138980,30.5,69.5
E00138982,51.9,48.1
E00138985,40.2,59.8
E00138990,43,57
E00138991,38.6,61.4
E00138993,42.7,57.3
E00138994,52,48
E00138995,33.1,66.9
E00138996,27.7,72.3
E00138997,37.3,62.7
E00139016,41.1,58.9
E00139017,31,69
E00139018,40.2,59.8
E00139019,48.3,51.7
E00139020,34.8,65.2
E00139021,48.1,51.9
E00139022,54.2,45.8
E00139023,39.4,60.6
E00139024,49.5,50.5
E00139025,32.5,67.5
E00139026,45.7,54.3
E00139027,41.9,58.1
E00139028,43,57
E00139029,55.8,44.2
E00139030,45.9,54.1
E00139037,55.3,44.7
E00139038,59.1,40.9
E00139039,58.7,41.3
E00139040,35.7,64.3
E00139042,54.2,45.8
E00139045,34.8,65.2
E00139046,25.7,74.3
E00139047,26.4,73.6
E00139048,38.4,61.6
E00139049,34.1,65.9
E00139050,20,80
E00139051,31.2,68.8
E00139052,45.3,54.7
E00139053,30.2,69.8
E00139054,43.3,56.7
E00139055,38.1,61.9
E00139056,56,44
E00139057,64.3,35.7
E00139058,52.3,47.7
E00139059,40,60
E00139060,40.2,59.8
E00139061,47.1,52.9
E00139062,54.1,45.9
E00139063,41.6,58.4
E00139064,53.6,46.4
E00139065,61.7,38.3
E00139066,42.8,57.2
E00139067,47.5,52.5
E00139068,55.9,44.1
E00139069,61.1,38.9
E00139070,58.3,41.7
E00139071,31.1,68.9
E00139072,46.5,53.5
E00139073,35.7,64.3
E00139074,60.6,39.4
E00139077,56,44
E00139102,54,46
E00139105,42.1,57.9
E00139112,56.9,43.1
E00139135,34.9,65.1
E00139136,37.6,62.4
E00139137,17.1,82.9
E00139139,42.5,57.5
E00139140,42,58
E00139141,38.1,61.9
E00139142,45.1,54.9
E00139146,42.4,57.6
E00139147,27.7,72.3
E00139148,27.7,72.3
E00139149,42.5,57.5
E00139150,21.9,78.1
E00139151,39.2,60.8
E00139152,32.4,67.6
E00139153,30,70
E00169168,51,49
E00169169,47.8,52.2
E00169170,50.2,49.8
E00169171,56.5,43.5
E00169172,56,44
E00169173,46.7,53.3
E00169187,66.1,33.9
E00169310,52,48
E00169311,51.4,48.6
E00169312,64.3,35.7
E00169313,53.9,46.1
E00169314,40.9,59.1
E00169315,45.1,54.9
E00169317,45.9,54.1
E00169318,50.9,49.1
E00169321,50.5,49.5
E00172233,60.6,39.4
E00172234,52.8,47.2
E00172235,63.4,36.6
E00172236,63.3,36.7
E00172237,62.6,37.4
E00172238,52.9,47.1
E00172242,42.5,57.5
E00172243,63.2,36.8
E00172244,31.8,68.2
E00172245,38.6,61.4
E00172246,18.6,81.4
E00172247,42.2,57.8
E00172248,36.4,63.6
E00172249,57.1,42.9
E00172250,47.2,52.8
E00172251,54.3,45.7
E00172252,35.3,64.7
E00188946,58.7,41.3
E00188948,60.8,39.2
E00188949,58.6,41.4
E00188952,44.1,55.9
E00188955,27.1,72.9
E00188959,59.6,40.4
E00188969,47.2,52.8
E00188973,42.8,57.2
E00188976,52.3,47.7
E00188977,67.1,32.9
E00188978,53,47
E00188980,45.4,54.6
E00188984,47.6,52.4
E00188988,36.9,63.1
E00188990,46.5,53.5
E00188993,54.9,45.1
E00188998,43.6,56.4
E00188999,28.5,71.5
E00189001,50.6,49.4
E00189003,36,64
E00189004,65.3,34.7
E00189007,46.9,53.1
E00189008,36.4,63.6
E00189009,48.1,51.9
E00189015,47.7,52.3
E00189018,48.4,51.6
E00189022,57.5,42.5
E00189028,41,59
E00189030,63.4,36.6
E00189031,53.9,46.1
E00189040,60.3,39.7
E00189041,33.6,66.4
E00189042,26.8,73.2
E00189044,35,65
E00189046,40.7,59.3
E00189047,48.7,51.3
E00189054,52.6,47.4
E00189056,38,62
E00189059,48.6,51.4
E00189061,51.5,48.5
E00189065,32.7,67.3
E00189070,43.8,56.2
E00189076,49.8,50.2
E00189077,62.4,37.6
E00189078,25.4,74.6
E00189079,47.6,52.4
E00189082,36.1,63.9
E00189083,31.4,68.6
E00189087,42.8,57.2
E00189093,51,49
E00189100,57.5,42.5
E00189103,51.1,48.9
E00189106,39.2,60.8
E00189107,30.5,69.5
E00189108,60.2,39.8
E00189113,42.8,57.2
E00189124,51,49
E00189125,46.5,53.5
E00189129,45.7,54.3
E00189130,54.7,45.3
E00189131,31.7,68.3
E00189146,38.2,61.8
E00189147,53.6,46.4
E00189149,49.2,50.8
E00189151,57.8,42.2
E00189152,30.8,69.2
E00189159,59.1,40.9
E00189164,45.2,54.8
E00189165,37.9,62.1
E00189167,58.7,41.3
E00189168,64.6,35.4
E00189173,39,61
E00189175,58.3,41.7
E00189179,21.8,78.2
E00189182,47.5,52.5
E00189183,42.1,57.9
E00189184,42.4,57.6
E00189186,40.9,59.1
E00189188,52.1,47.9
E00189193,51.8,48.2
