geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00088379,83.6,3.4,13
E00088381,80.9,3.1,16
E00088546,88,4.9,7.1
E00088547,85.7,0.9,13.4
E00088552,85.7,2.5,11.8
E00088562,90.7,3.9,5.4
E00091447,83.2,5.5,11.4
E00091449,90.3,4.7,5
E00091450,85.8,5.6,8.6
E00091454,86.2,5.3,8.5
E00091455,85,5.6,9.4
E00091458,92.7,2.2,5.1
E00091583,82.9,6.5,10.6
E00091584,84.2,9.9,5.9
E00091585,94.2,1.6,4.2
E00091586,84.3,3.2,12.5
E00091587,94.1,4,2
E00091588,88.4,2.8,8.8
E00091770,80.6,5.8,13.6
E00091771,81.3,10.4,8.3
E00137078,60.9,20.2,18.9
E00137079,44.6,32.7,22.7
E00137080,55.2,23.5,21.3
E00137081,69.1,19.6,11.3
E00137082,50.6,30.1,19.3
E00137206,83.9,4.3,11.8
E00137207,83,4.1,13
E00137486,83.9,5.1,11
E00137489,84.9,6.5,8.6
E00137491,85.4,3.1,11.5
E00137492,88.3,5.4,6.3
E00137493,76.5,2.5,21.1
E00137494,85.9,8.1,6
E00137495,84.4,2.6,13.1
E00137496,80.3,0.5,19.2
E00137497,78.1,2.1,19.8
E00137498,84.7,3.5,11.8
E00137499,80.2,4.9,14.8
E00137500,78.4,5.6,16
E00137506,89.3,3.7,7.1
E00137507,82,1.4,16.6
E00137508,71.9,7.7,20.3
E00137509,79.4,1.1,19.5
E00137510,77.7,3,19.3
E00137511,87.1,3.6,9.3
E00137512,86.2,3.2,10.6
E00137513,76.7,4.1,19.2
E00137514,68.2,4.7,27.1
E00137515,69.4,4.7,25.9
E00137517,63.5,5.4,31.1
E00137518,90.4,2.8,6.8
E00137519,59.3,6.7,34.1
E00137521,71.4,2.4,26.3
E00137522,87.7,3.5,8.8
E00137523,71.5,1.7,26.8
E00137524,84.9,4.1,10.9
E00137525,75.1,4.1,20.7
E00137526,74.4,2.3,23.4
E00137527,84,3.5,12.4
E00137528,73.4,3,23.5
E00137529,83.1,5.9,11
E00137530,76.6,3.5,19.9
E00137531,66.8,8.5,24.6
E00137533,86,5.8,8.1
E00137534,65.9,5.7,28.4
E00137535,69.3,5.2,25.5
E00137536,84.8,4.1,11
E00137537,71.9,2,26.2
E00137538,73.2,10.4,16.4
E00137539,68.2,7.3,24.5
E00137540,78.2,5.4,16.3
E00137541,72,9.4,18.5
E00137542,72,4.3,23.8
E00137543,70.1,8.5,21.4
E00137544,60.3,10.3,29.3
E00137545,63.3,7.7,29
E00137546,86.8,1.9,11.3
E00137547,79.1,6.9,14
E00137548,83.7,7.1,9.2
E00137549,65.3,5.7,29
E00137550,76.7,7.9,15.4
E00137563,71.8,12.1,16.1
E00137570,71.8,4,24.2
E00137571,86.4,4,9.6
E00137572,77.4,6.2,16.4
E00137573,92,0.7,7.3
E00137574,76.1,4.1,19.8
E00137575,91.8,1.5,6.6
E00137577,78.4,10.1,11.5
E00137583,84.9,11.3,3.8
E00137598,87.2,3.6,9.2
E00137599,81.4,2.8,15.9
