geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00088379,96.9,3.1
E00088381,95.8,4.2
E00088546,91.7,8.3
E00088547,98.2,1.8
E00088552,93.3,6.7
E00088562,91.5,8.5
E00091447,89.4,10.6
E00091449,89.4,10.6
E00091450,93.5,6.5
E00091454,91.5,8.5
E00091455,94,6
E00091458,91.2,8.8
E00091583,90.7,9.3
E00091584,84.7,15.3
E00091585,92.6,7.4
E00091586,93.2,6.8
E00091587,92.6,7.4
E00091588,93.3,6.7
E00091770,93.3,6.7
E00091771,88.1,11.9
E00137078,78.5,21.5
E00137079,62.8,37.2
E00137080,73.1,26.9
E00137081,73.9,26.1
E00137082,67.1,32.9
E00137206,92.4,7.6
E00137207,92.6,7.4
E00137486,91.8,8.2
E00137489,89.2,10.8
E00137491,95.4,4.6
E00137492,90.9,9.1
E00137493,95.8,4.2
E00137494,88.4,11.6
E00137495,96.6,3.4
E00137496,96.1,3.9
E00137497,96.7,3.3
E00137498,95.8,4.2
E00137499,93.9,6.1
E00137500,91.2,8.8
E00137506,92.9,7.1
E00137507,96.9,3.1
E00137508,90.6,9.4
E00137509,98.2,1.8
E00137510,93.1,6.9
E00137511,94.5,5.5
E00137512,94.4,5.6
E00137513,94,6
E00137514,94.4,5.6
E00137515,93.9,6.1
E00137517,94,6
E00137518,92.8,7.2
E00137519,89.6,10.4
E00137521,95.9,4.1
E00137522,94.6,5.4
E00137523,95.4,4.6
E00137524,93.7,6.3
E00137525,92.5,7.5
E00137526,94.1,5.9
E00137527,94.3,5.7
E00137528,92.2,7.8
E00137529,91.6,8.4
E00137530,93.7,6.3
E00137531,91.2,8.8
E00137533,93.4,6.6
E00137534,92.4,7.6
E00137535,92.8,7.2
E00137536,92.9,7.1
E00137537,95,5
E00137538,89.2,10.8
E00137539,87.3,12.7
E00137540,92.6,7.4
E00137541,88.5,11.5
E00137542,94.3,5.7
E00137543,88.3,11.7
E00137544,89.2,10.8
E00137545,92.9,7.1
E00137546,95.2,4.8
E00137547,90.2,9.8
E00137548,91.3,8.7
E00137549,93.2,6.8
E00137550,90.6,9.4
E00137563,86.9,13.1
E00137570,93.9,6.1
E00137571,93.3,6.7
E00137572,94.8,5.2
E00137573,95.6,4.4
E00137574,92.9,7.1
E00137575,95.4,4.6
E00137577,85,15
E00137583,85.6,14.4
E00137598,93.8,6.2
E00137599,94.8,5.2
E00137600,95.6,4.4
E00137601,93.4,6.6
E00137602,93,7
E00137603,94.4,5.6
E00137606,94.9,5.1
E00137607,89.9,10.1
E00137608,94.3,5.7
E00137609,95.4,4.6
E00137610,84.1,15.9
E00137611,87.4,12.6
E00137612,95.4,4.6
E00137613,96.4,3.6
E00137614,95.8,4.2
E00137615,93.1,6.9
E00137616,95.4,4.6
E00137617,91.7,8.3
E00137618,94.5,5.5
E00137619,95.1,4.9
E00137620,92.1,7.9
E00137621,93.9,6.1
E00137622,95.1,4.9
E00137623,91,9
E00137624,93.6,6.4
E00137625,92.2,7.8
E00137626,98.2,1.8
E00137627,96.1,3.9
E00137628,93.9,6.1
E00137630,87.5,12.5
E00137631,88.9,11.1
E00137632,87.6,12.4
E00137634,96.3,3.7
E00137635,86.3,13.7
E00137636,88.5,11.5
E00137637,87.6,12.4
E00137638,86.4,13.6
E00137639,89,11
E00137640,90.4,9.6
E00137641,90.5,9.5
E00137642,77.7,22.3
E00137643,89.7,10.3
E00137644,90.5,9.5
E00137645,96.7,3.3
E00137646,76.8,23.2
E00137647,81.9,18.1
E00137648,89.9,10.1
E00137649,88.2,11.8
E00137650,88.7,11.3
E00137651,87,13
E00137652,90.6,9.4
E00137653,91.4,8.6
E00137654,95.8,4.2
E00137657,91.4,8.6
E00137658,87.4,12.6
E00137659,94,6
E00137660,85,15
E00137661,89.7,10.3
E00137662,90,10
E00137663,85.4,14.6
E00137664,82.4,17.6
E00137665,84.4,15.6
E00137666,91.4,8.6
E00137667,93.4,6.6
E00137668,84.2,15.8
E00137669,94.5,5.5
E00137670,85.8,14.2
E00137671,97.8,2.2
E00137672,95,5
E00137673,93,7
E00137674,89.4,10.6
E00137675,91.3,8.7
E00137676,86.5,13.5
