geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E02003965,9.7,68,22.3
E02003966,10.6,74.9,14.5
E02003967,10.3,68.6,21.1
E02003968,9.8,67.1,23.1
E02003969,9.6,59.6,30.9
E02003970,10.3,74,15.7
E02003971,9.7,74.6,15.7
E02003972,10.3,66.1,23.5
E02003973,11.2,57.6,31.2
E02003974,9.8,65.1,25.1
E02003975,8.5,70.1,21.4
E02003976,12.5,73.3,14.2
E02003977,10.4,68.9,20.7
E02003987,10,68.2,21.8
E02003989,9.2,72.4,18.4
E02003990,10.9,71.4,17.7
E02003991,9,74.2,16.8
E02003992,18.5,58.6,22.9
E02003993,10.1,75.7,14.2
E02003994,12.5,59.6,27.9
E02003995,11.1,60.1,28.7
E02003996,18.4,56.4,25.1
E02003997,11.9,57.7,30.4
E02003998,11.5,59.8,28.8
E02003999,10.6,71.6,17.9
E02004000,9.2,66.2,24.6
E02004001,9.6,62.6,27.8
E02004002,8.8,68.5,22.8
E02004003,10.4,64.6,25
E02004004,9.6,59.6,30.7
E02004005,7.9,65.9,26.3
E02004006,8.4,75.9,15.7
E02004007,8.8,70.3,20.8
E02004012,13.7,73.4,12.9
E02004015,17.4,70.5,12.1
E02004016,17.4,69.5,13.1
E02004021,12.5,75.8,11.7
E02004022,11.6,76.2,12.2
E02004026,12.3,68.9,18.8
E02004027,9.1,78.6,12.3
E02004028,9.2,77.2,13.6
