geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02003965,45.3,35.7,15.5,3.4,0
E02003966,54.9,33.5,9.7,1.9,0
E02003967,45.9,35,15.1,3.7,0.1
E02003968,48.9,32.7,14.8,3.3,0.2
E02003969,36,35.8,20.8,7.2,0.2
E02003970,57.2,31.1,9.8,1.9,0.1
E02003971,55.7,33.4,9.1,1.7,0.1
E02003972,46.5,34.3,15,4.2,0
E02003973,36.3,36,19.9,7.5,0.2
E02003974,43.9,33,17.9,5,0.2
E02003975,55.5,31.9,11,1.7,0
E02003976,54.1,35.1,9.4,1.4,0
E02003977,51.3,33.2,13,2.3,0.2
E02003987,45.2,36.8,14.9,3.1,0.1
E02003989,51.5,34.1,12.2,2.1,0.1
E02003990,58.6,30,9.5,1.8,0.1
E02003991,54.9,32.6,11,1.4,0
E02003992,49,31.4,14.4,4.9,0.3
E02003993,57.9,32.7,8.4,1.1,0
E02003994,43.6,36.4,15.4,4.5,0.1
E02003995,40.6,34.2,18.3,6.7,0.3
E02003996,48.5,33,14.4,4,0.2
E02003997,37.3,36,19.9,6.6,0.2
E02003998,38.6,36.9,18.7,5.7,0.1
E02003999,56.6,31.7,10.1,1.6,0
E02004000,43.7,34.2,16.4,5.5,0.1
E02004001,43.6,32.6,16.9,6.4,0.6
E02004002,52.9,31.9,12.4,2.8,0.1
E02004003,46.7,32.3,16.3,4.7,0.1
E02004004,41.3,33.9,18.5,6.1,0.1
E02004005,44.7,34.1,16.1,5,0.2
E02004006,54.3,33.9,10.2,1.5,0.1
E02004007,46.8,33.3,15.4,4.4,0.1
E02004012,55.5,34.3,8.8,1.5,0
E02004015,53,34.8,10.5,1.7,0
E02004016,54.7,33,10.6,1.6,0.1
E02004021,57.8,32,8.9,1.3,0
E02004022,57.8,32.8,8.3,1.2,0
E02004026,53.1,31.8,12.1,2.8,0.1
E02004027,54.2,35,9.8,1,0.1
E02004028,57.1,33.1,8.6,1.2,0
