geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02003965,4.3,26.1,48.6,21
E02003966,1.7,16.3,46.9,35.1
E02003967,3.3,23.8,48.5,24.3
E02003968,5.9,25,48.4,20.6
E02003969,4.9,30.2,55.3,9.6
E02003970,5.5,27.8,39.3,27.4
E02003971,2.9,22.2,45.9,29
E02003972,6.3,31.3,44.8,17.7
E02003973,8,38.2,46.8,6.9
E02003974,5,26,58.5,10.5
E02003975,1.6,21.7,50.2,26.5
E02003976,8.5,27.5,40.6,23.4
E02003977,3.2,31.3,46,19.5
E02003987,6,24.9,43.9,25.1
E02003989,4.4,24.7,48.6,22.3
E02003990,2.2,21.1,45.9,30.7
E02003991,1.6,22.5,52.2,23.7
E02003992,18.5,38.4,25.8,17.4
E02003993,3,19.4,40.5,37
E02003994,6.4,49.8,36.7,7
E02003995,12.4,35.7,44.9,7
E02003996,9.5,47.6,35,7.9
E02003997,7.6,41,45.4,6.1
E02003998,4.7,28,60.6,6.7
E02003999,2.3,21.3,45.7,30.8
E02004000,1.7,24.3,57.1,16.9
E02004001,16.3,28.4,39.2,16.1
E02004002,2.5,22.9,54.5,20.1
E02004003,2.3,28.4,49.7,19.6
E02004004,3,23.6,61.2,12.2
E02004005,2.9,24.5,57.2,15.4
E02004006,2.5,20.6,44.1,32.8
E02004007,3.1,29.1,47.4,20.4
E02004012,3.3,20,45.6,31.1
E02004015,13.6,28.8,34.5,23.1
E02004016,9.2,26.6,42.9,21.2
E02004021,4.2,22.7,42.7,30.4
E02004022,3.7,22.1,42.5,31.7
E02004026,9.1,29.7,43,18.2
E02004027,8.4,31.3,41.9,18.4
E02004028,3.4,21.2,46.8,28.5
