geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02003965,10.3,21.7,54.4,13.6
E02003966,12.3,21.3,47.3,19.2
E02003967,10.1,22.2,51.2,16.4
E02003968,8.2,20.9,61.7,9.2
E02003969,9.5,24.5,58.1,7.9
E02003970,10.9,19.7,57.8,11.6
E02003971,12.5,20.4,55.3,11.8
E02003972,8.2,20.7,64.2,6.9
E02003973,9.6,24.4,59.1,6.9
E02003974,8.9,23.6,60.9,6.5
E02003975,7.1,20.6,64,8.3
E02003976,15.2,20.5,51.1,13.2
E02003977,9.6,20.2,62.2,8
E02003987,10.1,21.3,45.5,23
E02003989,8.5,23.6,57.2,10.7
E02003990,9.6,22.1,57.3,11
E02003991,9.8,23.6,54.6,12
E02003992,11.1,20.5,59.3,9.1
E02003993,11.9,21,51,16.1
E02003994,9.2,21.9,60.7,8.3
E02003995,9.4,23.8,59,7.7
E02003996,9.2,22,59.5,9.2
E02003997,8.8,23.6,60,7.6
E02003998,10.4,24.6,56.2,8.7
E02003999,9.1,20.5,58.2,12.2
E02004000,8.4,21.6,62.1,7.9
E02004001,7.5,18.6,67.3,6.6
E02004002,6.8,17.6,69.3,6.2
E02004003,7.9,19.4,64.6,8.1
E02004004,8,20,64.3,7.7
E02004005,8.1,19.1,65.7,7
E02004006,9.2,16.4,62.1,12.3
E02004007,10.1,21.4,60.3,8.2
E02004012,14.1,19.2,45.5,21.2
E02004015,16.9,19.3,49.1,14.8
E02004016,15.7,19.3,53.1,12
E02004021,14.8,20.8,47.5,16.9
E02004022,12.7,18.7,52.4,16.2
E02004026,10,21.8,59.8,8.4
E02004027,14.6,21.9,51.9,11.6
E02004028,11,21.3,57.5,10.2
