geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02003965,91.5,0.1,8,0.3
E02003966,93.5,0.2,6,0.3
E02003967,92.7,0.2,6.8,0.2
E02003968,93.4,0.1,6.4,0.1
E02003969,93.4,0.1,6.4,0.2
E02003970,89.9,0.3,9.5,0.4
E02003971,92.4,0.1,7.1,0.4
E02003972,92.7,0.1,7.1,0.2
E02003973,91.8,0.1,8,0.2
E02003974,93.1,0.2,6.6,0.2
E02003975,93.1,0,6.7,0.2
E02003976,91.3,0.2,7.6,0.8
E02003977,92.7,0.2,6.9,0.2
E02003987,91.6,0.2,8,0.2
E02003989,91.9,0.2,7.6,0.3
E02003990,90.2,0.2,9.2,0.4
E02003991,93.3,0.1,6.4,0.2
E02003992,81.8,1.7,15.3,1.2
E02003993,89.6,0.2,9.8,0.4
E02003994,87.8,0.4,10.8,0.9
E02003995,91.8,0.1,7.8,0.3
E02003996,86.7,0.4,11.8,1.1
E02003997,90,0.1,9.4,0.5
E02003998,92.4,0.1,7.3,0.2
E02003999,90.8,0.2,8.4,0.7
E02004000,92.7,0.1,7,0.2
E02004001,89.7,0.3,9.3,0.7
E02004002,93.3,0.2,6.2,0.3
E02004003,91.9,0.2,7.6,0.3
E02004004,92.2,0.1,7.4,0.3
E02004005,91.9,0.2,7.6,0.3
E02004006,91.4,0.1,7.9,0.6
E02004007,92,0.1,7.7,0.2
E02004012,91.4,0.3,7.6,0.7
E02004015,87,0.4,11.6,1.1
E02004016,89.9,0.3,8.6,1.2
E02004021,91.1,0.2,8,0.7
E02004022,91.8,0.3,7.6,0.4
E02004026,89.5,0.3,9.8,0.4
E02004027,90.9,0.1,8.4,0.6
E02004028,92.3,0.3,7,0.4
