geography_code,sex-001,sex-002
E02003965,51.9,48.1
E02003966,50.5,49.5
E02003967,50.4,49.6
E02003968,50.7,49.3
E02003969,52.3,47.7
E02003970,51.5,48.5
E02003971,51,49
E02003972,50,50
E02003973,50.6,49.4
E02003974,51.6,48.4
E02003975,50.6,49.4
E02003976,51.3,48.7
E02003977,49.9,50.1
E02003987,49.5,50.5
E02003989,51.5,48.5
E02003990,51.5,48.5
E02003991,51.3,48.7
E02003992,49.4,50.6
E02003993,51,49
E02003994,51,49
E02003995,52,48
E02003996,49.8,50.2
E02003997,51.6,48.4
E02003998,51.7,48.3
E02003999,51.3,48.7
E02004000,50.2,49.8
E02004001,48,52
E02004002,50.4,49.6
E02004003,50.6,49.4
E02004004,51.1,48.9
E02004005,50.9,49.1
E02004006,49.8,50.2
E02004007,49.2,50.8
E02004012,50.3,49.7
E02004015,50.3,49.7
E02004016,51.2,48.8
E02004021,50.3,49.7
E02004022,49.1,50.9
E02004026,50.3,49.7
E02004027,52.5,47.5
E02004028,51.2,48.8
