geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02003965,99.4,0.5,0.1
E02003966,99.2,0.7,0.1
E02003967,99.4,0.5,0.1
E02003968,99.2,0.6,0.3
E02003969,98.2,1.4,0.4
E02003970,98.5,1.3,0.2
E02003971,98.9,1,0.1
E02003972,98.9,0.8,0.3
E02003973,98.5,1.2,0.3
E02003974,99.3,0.6,0.2
E02003975,99.6,0.4,0
E02003976,96.4,3.3,0.3
E02003977,99.2,0.7,0.1
E02003987,98.5,1.2,0.2
E02003989,97.4,2.1,0.5
E02003990,97,2.3,0.6
E02003991,99.4,0.5,0.1
E02003992,92.4,5.9,1.7
E02003993,99.4,0.6,0
E02003994,94.6,4.2,1.2
E02003995,96.2,3.1,0.7
E02003996,93.1,5.1,1.8
E02003997,92.5,5.8,1.7
E02003998,96.6,2.7,0.8
E02003999,98.3,1.5,0.2
E02004000,99.1,0.7,0.2
E02004001,98.2,1.5,0.3
E02004002,98.6,1.1,0.2
E02004003,99.3,0.6,0.1
E02004004,98.6,1.1,0.3
E02004005,99.4,0.5,0.1
E02004006,99.1,0.8,0.1
E02004007,99.3,0.6,0.1
E02004012,98.1,1.5,0.3
E02004015,93.4,6,0.6
E02004016,92.4,6.7,0.9
E02004021,98.7,1.2,0.2
E02004022,99.3,0.6,0.1
E02004026,97.9,1.6,0.5
E02004027,98.4,1.3,0.3
E02004028,99.5,0.4,0
