geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00140750,62.8,1.9,35.3
E00140752,61.6,3.1,35.3
E00140753,62.5,0.4,37.1
E00140754,66.1,1.3,32.6
E00140755,58.5,1.5,40
E00140756,63.1,2.3,34.6
E00140757,72.1,2.8,25.1
E00140758,65.9,1.6,32.5
E00140759,54,1.4,44.7
E00140760,54.3,0.5,45.2
E00140761,50.6,1.7,47.8
E00140762,68.6,0.4,31
E00140763,56.7,1.2,42.1
E00140764,64,0.4,35.6
E00140765,63.6,1.7,34.7
E00140766,76,1.2,22.8
E00140767,65.9,2.8,31.3
E00140769,41.1,2.2,56.7
E00140770,41.1,0.4,58.5
E00140771,54.4,1.8,43.8
E00140772,57.4,0,42.6
E00140773,49.3,2.1,48.6
E00140774,34.4,0.5,65.1
E00140775,61.9,0,38.1
E00140776,53.6,2.2,44.2
E00140777,68.6,2.7,28.7
E00140778,63.2,2.2,34.6
E00140790,60.5,1.5,38
E00140791,45.9,0.8,53.3
E00140793,60,0,40
E00140795,60.4,0.6,39.1
E00140796,48.7,1.3,50
E00140799,58.4,0,41.6
E00140800,54.3,1.6,44.1
E00140801,54.9,1.8,43.3
E00140802,60.8,3.7,35.5
E00140803,51.8,3.1,45.1
E00140804,68,2.6,29.4
E00140805,66.4,6.7,26.9
E00140807,78.9,1.7,19.4
E00140808,59.5,4.7,35.8
E00140809,60.8,4.2,35
E00140810,59.6,5.8,34.6
E00140811,60.3,1.3,38.4
E00140812,62.6,3.7,33.7
E00140813,35.9,0.8,63.3
E00140814,69.9,2.3,27.7
E00140815,66.6,4.7,28.8
E00140816,65,3,32.1
E00140817,67.2,2,30.8
E00140818,73.5,1.5,25
E00140819,67.9,5.2,26.9
E00140820,48.2,2.5,49.3
E00140822,53.1,2.3,44.6
E00140823,59.4,2.1,38.5
E00140824,55.1,0.4,44.5
E00140825,48.9,2.1,48.9
E00140826,47.5,1.1,51.4
E00140827,55,1.4,43.6
E00140828,44.2,1.5,54.2
E00140829,59.1,1.9,38.9
E00140830,49.6,2,48.4
E00140831,48.9,2.6,48.5
E00140832,40.7,0.5,58.8
E00140833,40.7,0.4,58.8
E00140834,62.2,5.6,32.2
E00140835,70.7,4.1,25.2
E00140836,21.9,0.6,77.5
E00140837,64.9,2.5,32.6
E00140838,49.3,3.3,47.4
E00140839,61.2,1.8,37
E00140840,42.5,2.2,55.3
E00140841,76.8,3.6,19.6
E00140842,74.1,2.7,23.2
E00140843,27.5,2.3,70.3
E00140844,45.1,3.1,51.8
E00140845,72.2,3.1,24.7
E00140846,80.3,3,16.7
E00140847,88.1,4,8
E00140848,78.4,5.3,16.3
E00140849,75.1,1.7,23.2
E00140850,62.5,2.3,35.2
E00140851,64.3,2.9,32.8
E00140852,68.9,3.2,27.9
E00140853,70.3,3.9,25.8
E00140854,78.6,1,20.4
E00140855,77,2.6,20.4
E00140856,76.1,3.6,20.3
E00140857,64.4,2.2,33.3
E00140858,64.5,2.9,32.6
E00140859,47.7,3,49.2
E00140860,51.9,2.9,45.3
E00140861,69.7,3.5,26.8
E00140862,60.9,2.2,36.9
E00140863,68.3,2.4,29.3
E00140864,57,0.9,42.2
E00140865,63,1.4,35.6
E00140866,34.1,0.5,65.4
E00140867,56.4,1.3,42.4
E00140868,62.5,2.8,34.7
E00140869,65.9,0.9,33.2
E00140870,47.9,1.4,50.7
E00140871,73.6,1.3,25.1
E00140872,51.7,0.4,47.9
E00140873,58.5,1.5,40
E00140874,60.9,2.1,37
E00140875,66.4,1.5,32.1
E00140876,61,2.2,36.8
E00140877,49.8,2.5,47.8
E00140878,60.6,0,39.4
E00140879,56.1,3.4,40.5
E00140880,60.7,3.9,35.4
E00140881,59.8,3.7,36.5
E00140882,71.3,1.9,26.9
E00140883,49.4,0,50.6
E00140884,53.4,2.5,44.1
E00140885,65.2,1.3,33.5
E00140886,58.1,1.6,40.4
E00140887,60,2.8,37.2
E00140888,63.9,2.8,33.3
E00140889,59.2,2,38.9
E00140891,56.2,2.9,40.9
E00140892,54,1.6,44.4
E00140893,54.9,2.7,42.4
E00140894,68.4,1.6,30
E00140898,60.6,0.8,38.6
E00140901,53.2,0,46.8
E00140902,61.2,1.6,37.2
E00140903,63.5,3.2,33.3
E00140904,56.7,3.4,39.9
E00140905,46.1,2.7,51.2
E00140906,57.3,0.3,42.3
E00140907,65.5,1.9,32.6
E00140908,63.1,1.6,35.2
E00140909,43.2,1.4,55.4
E00140910,55.8,0.5,43.7
E00140911,50.7,2.7,46.7
E00140912,62.7,5.1,32.3
E00140913,61.5,1.5,37
E00140914,68.3,3.2,28.4
E00140915,66.5,2.8,30.7
E00140916,48.9,1.7,49.3
E00140917,60.8,2.3,36.9
E00140918,52.1,3.4,44.4
E00140919,35.4,0.7,63.8
E00140920,60.9,1.6,37.6
E00140921,62.1,1.7,36.2
E00140922,50.7,0.9,48.4
E00140923,45.7,0,54.3
E00140924,51.7,3,45.3
E00140925,64.5,5.5,30
E00140926,52.3,1.9,45.7
E00140927,56.4,1.9,41.7
E00140928,55.4,1.5,43.1
E00140929,37.7,2.9,59.3
E00140930,56.2,0.8,43
E00140931,66.3,0,33.7
E00140932,52.7,0.8,46.5
E00140933,38.5,0.8,60.7
E00140934,66.7,0.4,33
E00140935,58.4,0.4,41.2
E00140936,42.2,1.3,56.5
E00140937,64.7,1.7,33.6
E00140938,45.8,1.8,52.4
E00140939,61.8,2,36.1
E00140940,42.7,2.5,54.8
E00140941,49.8,0,50.2
E00140942,64.9,3.4,31.6
E00140943,45.3,0.9,53.8
E00140944,71.5,2.2,26.3
E00140945,61.6,3.9,34.4
E00140946,49,1.4,49.7
E00140947,55.8,1,43.2
E00140948,56.1,0.3,43.6
E00140949,65.4,2.6,32
E00140950,65,1.2,33.7
E00140951,60.8,4.5,34.7
E00140953,40.7,1,58.4
E00140954,47.5,3.4,49.2
E00140955,53.5,0,46.5
E00140956,55.9,1.5,42.6
E00140957,76.7,2.5,20.8
E00140958,76.3,6.1,17.6
E00140959,41,2.8,56.2
E00140960,80.1,2.9,16.9
E00140961,53,3.2,43.8
E00140962,70.5,2.6,26.9
E00140963,72.1,0,27.9
E00140964,63.8,2.2,34
E00140965,64.5,5.6,29.9
E00140966,63.7,0.9,35.5
E00140967,64.4,0.9,34.7
E00140968,59.5,2.9,37.6
E00140969,45.5,1.8,52.7
E00140970,44.2,1.7,54.1
E00140971,53.6,1.3,45.1
E00140972,71,3.2,25.8
E00140973,69.5,3.3,27.2
E00140974,72.5,4,23.5
E00140975,75.8,5.9,18.2
E00140976,58.1,1.2,40.7
E00140977,51.3,0.9,47.9
E00140978,57.8,0,42.2
E00140979,63.7,2.5,33.8
E00140980,64,1,35
E00140981,45.7,1.3,52.9
E00140982,62,0.3,37.7
E00140983,61.6,0,38.4
E00140984,58.4,2.3,39.3
E00140985,51.8,0.5,47.6
E00141006,51.4,1.8,46.8
E00141012,58.7,0.6,40.7
E00141014,39.2,0.5,60.2
E00141015,49.8,0.7,49.5
E00141016,47.5,2,50.5
E00141017,54.9,1.4,43.7
E00141018,70.2,2.4,27.4
E00141019,64.6,0,35.4
E00141020,76.5,0.7,22.8
E00141021,67,0.4,32.6
E00141022,66.4,0.5,33.2
E00141023,68.4,2.1,29.4
E00141024,61.7,2.2,36.1
E00141025,63.9,2.6,33.5
E00141026,77.7,4.7,17.5
E00141027,72.2,4.4,23.3
E00141028,65,2.5,32.5
E00141029,46.5,1.4,52.1
E00141030,66.7,0,33.3
E00141031,65.1,3,32
E00141032,67,3.9,29.1
E00141033,50.2,0.4,49.4
E00141034,49.6,3,47.4
E00141035,72.2,3.2,24.6
E00141036,59.1,3,37.9
E00141039,60.1,1.9,38.1
E00141040,52.6,1.6,45.8
E00141041,57.3,2.4,40.2
E00141044,54.1,1.6,44.3
E00141045,68.1,1.2,30.7
E00141055,67.3,0.9,31.8
E00141056,53.1,1.9,45
E00141057,73.9,2.6,23.5
E00141058,51.3,4.2,44.6
E00141059,70,1,29.1
E00141060,50.8,4,45.2
E00141061,54.5,1.6,43.9
E00141062,46.6,2.8,50.6
E00141063,54.3,2.9,42.8
E00141064,45.3,0,54.7
E00141065,50,1.6,48.4
E00141066,50,2.1,47.9
E00141067,58.1,0.8,41.1
E00141068,54.5,1.6,43.9
E00141069,56.5,1.2,42.3
E00141071,50.8,1,48.2
E00141072,72.3,3.3,24.4
E00141074,54.2,2.4,43.4
E00141077,50.5,1.1,48.4
E00141078,52.2,2.4,45.4
E00141079,62.2,1.9,35.9
E00141080,53.2,2.7,44.1
E00141087,47.8,1.2,51
E00141088,57.9,2.2,39.9
E00141089,50.8,1.4,47.7
E00141094,60.5,1.7,37.8
E00141095,62.4,1.1,36.6
E00141096,62.4,2.1,35.5
E00141097,66.7,2.1,31.3
E00141098,58.7,2.6,38.7
E00141099,56.5,1.7,41.7
E00141100,61,1.4,37.7
E00141101,65.5,8.1,26.4
E00141102,53.6,2.6,43.8
E00141103,41,2.8,56.1
E00141104,59.4,3,37.6
E00141105,40.5,0.4,59.1
E00141106,60.9,0.5,38.6
E00141107,43.5,2.6,53.9
E00141108,68,3,29.1
E00141109,67.8,1.5,30.7
E00141110,53.1,3.7,43.2
E00141111,65.1,0.7,34.2
E00141112,61.8,2.6,35.6
E00141113,63.7,2.1,34.1
E00141114,66.9,2,31
E00141115,63,4.2,32.8
E00141116,48.7,3.6,47.7
E00141117,42.1,0,57.9
E00141118,42.3,2.2,55.5
E00141119,40.9,0.7,58.4
E00141120,53.9,1.5,44.5
E00141121,67.2,2.7,30.1
E00141122,70,1.9,28.1
E00141123,51.3,0.8,47.9
E00141124,55.5,1.7,42.8
E00141125,46.9,3.7,49.4
E00141126,56.5,0,43.5
E00141127,59.5,0,40.5
E00141128,60.1,5.6,34.3
E00141129,56.4,0.6,43.1
E00141130,42.9,1.7,55.4
E00141131,41.5,1.7,56.8
E00141133,69.2,2.2,28.7
E00141134,56,0.6,43.4
E00141136,37.2,0.4,62.4
E00141137,78.2,4.3,17.5
E00141138,65.8,3.6,30.6
E00141139,51.9,0.6,47.4
E00141140,57.2,1.1,41.7
E00141141,66.7,1.7,31.6
E00141142,75.2,4.4,20.4
E00141143,45.3,2,52.6
E00141144,63.8,3.7,32.5
E00141145,66.8,4.7,28.5
E00141146,45.9,1.5,52.6
E00141147,33.8,1.5,64.6
E00141148,56.3,1.7,42
E00141149,63.8,2.8,33.3
E00141150,61.8,2.7,35.6
E00141151,71,2.2,26.8
E00141152,44.5,0.4,55
E00141153,57.1,2.4,40.4
E00141155,52.7,0.4,47
E00141156,51.2,1.2,47.6
E00141157,46.7,2.5,50.7
E00141158,57.4,2.6,40
E00141159,68.3,0.4,31.3
E00141160,62.8,1.5,35.6
E00141161,50.9,2.2,46.9
E00141162,64.2,3.1,32.7
E00141163,68.9,0.5,30.6
E00141164,77.4,2.5,20.1
E00141165,46.1,2,52
E00141166,66.9,2.2,30.9
E00141167,59.5,3.6,36.9
E00141168,68.7,0,31.3
E00141170,64.3,0.5,35.3
E00141171,60.6,4.5,34.8
E00141172,50.2,6,43.8
E00141173,51.3,4.1,44.7
E00141174,58,6.7,35.2
E00141175,57.5,3.5,39
E00141176,59.5,1.9,38.6
E00141177,59.6,2.5,37.9
E00141178,64,3.6,32.4
E00141179,70.7,0.8,28.5
E00141180,63.2,3.3,33.5
E00141181,70,0,30
E00141182,68.5,4.3,27.2
E00141183,69.3,2.8,28
E00141184,75.5,1.4,23.1
E00141185,65.9,0,34.1
E00141198,53.3,1,45.7
E00141199,73.6,3.3,23.1
E00141200,74,3.1,22.8
E00141201,65.8,1.9,32.3
E00141202,61.2,0.5,38.3
E00141203,64.6,1.6,33.9
E00141205,42.2,2.2,55.7
E00141206,59.9,1.6,38.5
E00141207,75.6,3.9,20.5
E00141208,68.3,3.5,28.2
E00141210,69.4,3.4,27.2
E00141211,69.8,0,30.2
E00141212,57.9,2.6,39.5
E00141213,51.7,0.5,47.8
E00141214,71.3,4.5,24.2
E00141215,62.9,2.9,34.3
E00141216,54.1,0.9,45
E00141217,60,1.2,38.8
E00141218,55.1,1.2,43.7
E00141219,70,1.4,28.6
E00141220,57.8,0.4,41.8
E00141221,61.5,2.2,36.3
E00141222,66.8,2.2,31
E00141223,49.6,2.2,48.2
E00141224,62.6,3.2,34.2
E00141225,61.2,1.6,37.2
E00141226,67.7,1.8,30.5
E00141227,79.8,1.6,18.6
E00141228,53.3,3.5,43.2
E00141229,58.4,0.9,40.7
E00141230,38,0,62
E00141231,59.2,0.4,40.4
E00141232,50.4,3.9,45.6
E00141233,60.4,1.4,38.2
E00141234,70.4,2.2,27.4
E00141235,50.2,0.4,49.4
E00141238,70.4,0,29.6
E00141239,56.4,0.9,42.7
E00141245,59,3.2,37.8
E00141246,63.2,0.9,35.8
E00141252,69.2,2.4,28.4
E00141253,73.7,2.5,23.8
E00141254,60.9,2,37.1
E00141259,71.3,1.2,27.5
E00141260,56,4,40
E00141261,36,2.5,61.5
E00141262,60.4,2.8,36.8
E00141263,75.3,0.4,24.3
E00141264,74.7,1.7,23.6
E00141265,59.3,2.6,38.1
E00141266,50.7,4.2,45.1
E00141267,27.6,1.8,70.6
E00141268,49.2,1.7,49.2
E00141269,43.4,1.1,55.5
E00141270,52.6,1.8,45.6
E00141271,55.1,0,44.9
E00141272,52.6,2.6,44.9
E00141273,80.2,1.2,18.6
E00141274,58.5,2.3,39.2
E00141275,30.9,5.2,63.9
E00141276,71.6,4.8,23.6
E00141277,70.6,0,29.4
E00141278,25.8,3.8,70.4
E00141279,72.4,2.5,25.1
E00171016,72,0.9,27.2
E00171017,64.5,1.6,33.9
E00171021,61.2,1.2,37.6
E00171022,77.7,1.7,20.5
E00171023,45.8,1.1,53
E00171024,49.7,2,48.2
E00171025,60.8,1,38.1
E00171026,67.7,2.5,29.8
E00171027,56.3,3.2,40.4
E00171028,38.8,1.4,59.8
E00189808,55.1,2.5,42.4
