geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00140750,8.3,21.8,69.9
E00140752,2.2,20.1,77.7
E00140753,0.9,21.1,78
E00140754,5.2,23.5,71.3
E00140755,2.9,25.7,71.4
E00140756,9.8,12.5,77.7
E00140757,6.9,34.3,58.8
E00140758,2.6,10.5,86.8
E00140759,5.2,23.5,71.3
E00140760,3.4,26.9,69.7
E00140761,1.9,36.1,62
E00140762,2.3,36.2,61.5
E00140763,0.7,30.7,68.6
E00140764,2.5,28.1,69.4
E00140765,3.8,23.5,72.7
E00140766,3.1,20,76.9
E00140767,5.1,42.7,52.1
E00140769,0,20.6,79.4
E00140770,0.8,24.6,74.6
E00140771,2.5,31.4,66.1
E00140772,0,23.2,76.8
E00140773,3.2,24,72.7
E00140774,1.5,48.1,50.4
E00140775,3.1,28.4,68.5
E00140776,2,24.3,73.7
E00140777,4.3,30.2,65.5
E00140778,4.3,21.7,73.9
E00140790,5.7,22,72.2
E00140791,1.7,18.6,79.7
E00140793,1.7,19,79.3
E00140795,2.4,25.6,72
E00140796,1.3,13.8,85
E00140799,6.4,22.9,70.7
E00140800,4.3,27.6,68.1
E00140801,2,21.8,76.1
E00140802,7.2,25.2,67.6
E00140803,3.7,25.4,70.9
E00140804,8.2,20.4,71.4
E00140805,9.1,22,68.9
E00140807,8,37.4,54.6
E00140808,8,29.5,62.5
E00140809,6.3,30.7,63
E00140810,8.4,25.2,66.4
E00140811,6.5,37.1,56.5
E00140812,9.2,19.2,71.5
E00140813,2,74.3,23.8
E00140814,6.3,21.4,72.2
E00140815,2.9,27,70.1
E00140816,2.5,25.4,72
E00140817,7.3,14.5,78.2
E00140818,5.2,20.9,73.9
E00140819,6.9,32.3,60.8
E00140820,3.6,35.7,60.7
E00140822,3.3,32.8,63.9
E00140823,6.2,24,69.9
E00140824,0,15.1,84.9
E00140825,1.5,37.8,60.7
E00140826,3.6,33.1,63.3
E00140827,0.8,34.7,64.5
E00140828,1.8,36.9,61.3
E00140829,4.2,10.4,85.4
E00140830,3.1,25.2,71.8
E00140831,1.7,46.6,51.7
E00140832,1.7,49.1,49.1
E00140833,1.5,23.2,75.3
E00140834,4.1,45.3,50.6
E00140835,3.4,39.6,57
E00140836,3,65.7,31.3
E00140837,3.9,32,64.1
E00140838,5,50.4,44.6
E00140839,2.3,23.6,74.1
E00140840,2.3,44.4,53.4
E00140841,0,38.9,61.1
E00140842,1.9,59.2,38.9
E00140843,0,61.5,38.5
E00140844,3.2,47.1,49.7
E00140845,6.8,37.6,55.6
E00140846,7.4,44.6,48
E00140847,7.1,34.5,58.4
E00140848,0.9,40,59.1
E00140849,4.2,44.1,51.7
E00140850,5.1,24.3,70.6
E00140851,5,39,56
E00140852,5.6,47.2,47.2
E00140853,5.6,42.1,52.4
E00140854,5.9,33.6,60.5
E00140855,4.2,42.4,53.3
E00140856,10.9,55,34.2
E00140857,4.3,51.6,44.1
E00140858,7.3,60.7,32
E00140859,3,53.7,43.3
E00140860,3,38.1,59
E00140861,8.8,56.7,34.4
E00140862,0,41,59
E00140863,1.7,13,85.2
E00140864,3.4,21.6,75
E00140865,2.5,34.4,63.1
E00140866,1.6,43.9,54.5
E00140867,3,30.6,66.4
E00140868,2.5,23.5,73.9
E00140869,1.8,22.8,75.4
E00140870,3.6,17.1,79.3
E00140871,2.5,16,81.5
E00140872,3.7,22,74.3
E00140873,1.6,16.4,82
E00140874,6.2,31.5,62.3
E00140875,7.5,23.3,69.2
E00140876,6.1,24.3,69.6
E00140877,0,38.1,61.9
