areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00015250,17.3,62.7,20
E00015251,29,41.9,29
E00015252,13.3,46.7,40
E00015253,15.9,66.7,17.5
E00015254,29.3,47.6,23.2
E00015255,12.9,70,17.1
E00015256,34.2,60.5,5.3
E00015258,19.8,54.7,25.6
E00015259,16.7,65,18.3
E00015260,16.7,60.4,22.9
E00015261,16.5,56,27.5
E00015262,34.8,39.1,26.1
E00015263,12.5,71.9,15.6
E00015265,14,64.9,21.1
E00015266,18.6,52.5,28.8
E00015267,26.2,40.5,33.3
E00015280,23.5,58.8,17.6
E00015281,10.8,67.7,21.5
E00015282,14.3,52.9,32.8
E00015284,14.5,61.8,23.6
E00015286,11.1,51.1,37.8
E00015287,18.6,38.9,42.5
E00015289,24.6,61.4,14
E00015290,25.3,36.4,38.4
E00015292,13.8,60,26.2
E00015293,31.4,49,19.6
E00015294,18.4,67.3,14.3
E00015295,17.5,63.5,19
E00015296,18.2,59.1,22.7
E00015297,20,47.5,32.5
E00015298,13.3,51.7,35
E00015299,22.5,47.5,30
E00015300,25,61.1,13.9
E00015301,23.8,53.8,22.5
E00015302,11.1,57.8,31.1
E00015303,10.6,66,23.4
E00015304,13.3,71.1,15.6
E00015305,5.6,56.5,38
E00015306,7.5,43.9,48.6
E00015307,17.2,70.3,12.5
E00015308,3.8,56.6,39.6
E00015309,19.2,47.4,33.3
E00015311,19.8,25.9,54.3
E00015312,17.1,65.9,17.1
E00015313,22.2,66.7,11.1
E00015314,27.4,54.8,17.8
E00015315,13.3,66.7,20
E00015316,26.1,52.2,21.7
E00015317,13.8,66.2,20
E00015318,17.3,56.8,25.9
E00015319,20,51.7,28.3
E00015320,12.8,40.4,46.8
E00015321,27,29.7,43.2
E00015322,13.3,46.7,40
E00015323,20.4,49,30.6
E00015324,29.8,42.6,27.7
E00015325,11.3,71,17.7
E00015326,17.7,38.7,43.5
E00015327,20,48.9,31.1
E00015328,12.3,43.4,44.3
E00015329,38.5,42.3,19.2
E00015330,21.1,43.3,35.6
E00015331,21.6,36,42.3
E00015332,8.3,55,36.7
E00015333,21.7,40.6,37.7
E00015334,19.7,57.6,22.7
E00015335,21.3,46.7,32
E00015336,16.5,48.5,35
E00015337,16.9,70.8,12.3
E00015338,16,70,14
E00015339,8.1,53.7,38.2
E00015340,13.9,43.1,43.1
E00015396,8.7,46.6,44.7
E00015418,21.9,50,28.1
E00015584,19.3,48.7,31.9
E00015585,26,44.2,29.9
E00015586,29.2,36.9,33.8
E00015587,18.8,39.8,41.4
E00015588,18.8,43.1,38.1
E00015589,22.9,35.6,41.5
E00015591,19.9,38.2,41.9
E00015594,22.2,42,35.8
E00015595,42.9,41.1,16.1
E00015600,18.1,37.2,44.7
E00015601,29,36.2,34.8
E00015603,23.7,38.2,38.2
E00015604,27.7,53.2,19.1
E00015608,22.7,57.6,19.7
E00015793,35.7,42.9,21.4
E00022507,13.5,58.1,28.4
E00022508,27.4,61.6,11
E00022510,16.3,68.5,15.2
E00022679,31.3,47.9,20.8
E00022714,19.3,54.4,26.3
E00022718,24,48,28
E00022812,15.8,52.5,31.7
