areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00025639,37.3,40.3,17.9,4.5
E00025641,11.3,49.7,35.1,4
E00025643,36.6,47.5,13.9,2
E00025645,14,57,25,4
E00025649,50,39.7,8.2,2.1
E00025650,31.5,46.8,18,3.6
E00025652,41.2,37.5,16.2,5.1
E00025653,39.5,47.8,10.8,1.9
E00025655,34.3,38.6,22.1,5
E00025656,11.5,54.2,30.2,4.2
E00025657,42.1,47.1,10.7,0
E00025658,6.4,50,32.9,10.7
E00025659,40.6,47.4,8.9,3.1
E00025662,25.5,50,17.3,7.3
E00025664,14.8,47,34.2,4
E00025666,50.3,36.8,9.7,3.2
E00025668,42.4,39.4,15.2,3
E00025671,43.1,38.5,13.1,5.4
E00025677,48.7,38,13.4,0
E00025862,12.3,43.8,35.4,8.5
E00025863,7.1,57.1,26.5,9.2
E00025864,23.3,54.3,19,3.4
E00025865,33.3,41.5,19.3,5.8
E00025866,30.3,46.7,20.5,2.5
E00025867,28.2,51.6,17.7,2.4
E00025868,49.4,39.3,8.3,3
E00025870,33.6,46.2,16.8,3.4
E00025871,31.3,43.8,18.8,6.3
E00025872,53,38.1,7.5,1.5
E00025873,7.8,40.6,39.8,11.7
E00025875,24.6,62.9,12,0.6
E00025876,14.8,53,23.5,8.7
E00025877,33.3,43.9,17.4,5.3
E00025878,51.7,39.2,5.6,3.5
E00025879,12.4,49.7,29.7,8.3
E00025880,35.3,44.4,17.3,3
E00025882,43,43,10.9,3.1
E00025883,53.5,38,8.5,0
E00025884,35.7,41.6,18.8,3.9
E00025885,16.7,39.8,37,6.5
E00025886,37.4,43.2,15.8,3.6
E00025887,19.7,38.6,25.2,16.5
E00025888,47.8,42.1,8.8,1.3
E00025892,35.1,50.5,12.6,1.8
E00025893,44.4,42.7,10.5,2.4
E00025896,35.3,45.1,15.2,4.3
E00025897,31.9,48.1,18.5,1.5
E00025898,36.7,45.8,15,2.5
E00025899,14.2,51.2,27.6,7.1
E00025900,39.9,47.6,11.2,1.4
E00026656,9.2,57.1,29.6,4.2
E00026658,49.2,40,10,0.8
E00026659,33,50.4,13,3.5
E00026666,45.2,37.1,17.7,0
E00026669,27.5,52.3,15.8,4.5
E00026670,45.6,41.5,11.6,1.4
E00026697,35.4,48,14.2,2.4
E00028425,18.6,43.4,24,14
E00028426,24.4,44.7,26,4.9
E00028427,21.5,44.6,25.6,8.3
E00028429,18.4,45.6,25.2,10.9
E00028430,26.9,42.5,24.6,6
E00028439,23.2,48.8,22.6,5.5
E00028440,13.8,39,34.1,13
E00028441,7,43,36,14
E00028442,39.2,37.5,21,2.3
E00028443,21.4,45.7,26.6,6.4
E00028444,13,48.1,26.9,12
E00028445,25,48.3,20.7,6
E00028446,48.2,41.8,5.5,4.5
E00028447,30.3,45.5,16.7,7.6
E00028448,38,46.5,13.4,2.1
E00028449,31.2,49.5,13.8,5.5
E00028450,17.9,48.5,29.9,3.7
E00028451,23.1,47.1,19,10.7
E00028452,19.1,42.7,29,9.2
E00028453,18,41.4,36,4.5
E00028454,19.2,36,32.8,12
E00030771,3.3,36.6,45.5,14.6
E00030772,11,56.7,29.1,3.1
E00030773,12.5,43.8,29.5,14.3
E00030774,12.1,56.8,26.5,4.5
E00030775,31.9,46,19.5,2.7
E00030776,14.5,51.9,28.2,5.3
E00030777,31.1,48.9,17,3
E00030778,33.5,46.8,17.6,2.1
E00030779,18.8,41.9,35,4.3
E00030780,7.5,33.6,43.3,15.7
E00030782,24.8,53,18.3,4
E00030783,5.6,46.2,35.7,12.6
E00030784,37.7,52.1,8.9,1.4
E00030785,10.8,54,28.8,6.5
E00030786,36,39,21.3,3.7
E00030787,13.9,49.2,29.5,7.4
E00030788,9.9,42,37.4,10.7
E00030789,63.4,29.9,5.2,1.5
E00030790,8.9,51.1,33.9,6.1
E00030791,21.7,41.7,26.7,10
E00030792,14.5,53.2,30.6,1.6
E00030793,27.5,54.3,16.7,1.4
E00030796,9.7,48.6,36.8,4.9
E00030797,10,61.5,25.4,3.1
E00030798,13.9,54.9,29.2,2.1
E00030799,6.5,50.4,32.5,10.6
E00030800,4.2,42.4,44.9,8.5
E00030801,14.6,47.2,30.1,8.1
E00030802,30,43.3,22.2,4.4
E00030803,16.7,34.2,41.7,7.5
E00030804,5.3,31,43.4,20.4
E00030805,14.5,52.1,30.8,2.6
E00030806,53.2,34.9,11.9,0
E00030807,23.7,42.7,29,4.6
E00030808,16,48.9,29,6.1
E00030809,9.2,41.2,45,4.6
E00030810,5.3,34,45.3,15.3
E00030811,7.9,43.7,35.7,12.7
E00030812,7.3,22.6,44.5,25.5
E00030813,5.7,22,52.8,19.5
E00030814,15.3,54,27.4,3.2
E00030815,0.8,35.3,45.4,18.5
E00030816,4.3,24.8,56,14.9
E00030817,8.3,31,40.7,20
E00030818,31.3,34.4,26,8.4
E00030819,10.6,37.7,39.7,11.9
E00030820,15.9,54,24.6,5.6
E00030821,3,37.9,46.2,12.9
E00030822,2.6,23.5,60,13.9
E00030823,15.6,37.7,41.8,4.9
E00030824,9.8,55.6,31.6,3
E00030825,18.9,52.7,24.3,4.1
E00030826,17.1,45.2,32.2,5.5
E00030827,7,34.5,38.7,19.7
E00030828,10,44.6,35.4,10
E00030829,9.9,50.4,29.8,9.9
E00030830,3.7,21.5,48.6,26.2
E00030831,3.3,41,45.9,9.8
