areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00025639,25.6,44.2,3.3,26,0.8
E00025641,19.1,44.7,6.7,27.7,1.8
E00025643,22.2,31.4,4.8,38.9,2.7
E00025645,14.9,50.9,6.3,27.4,0.6
E00025649,36,37.2,6.4,18.4,2
E00025650,29.5,35.2,6.7,27.1,1.4
E00025652,28.4,42,5.2,24.4,0
E00025653,29.9,44.2,5.2,19.1,1.6
E00025655,29.9,45.8,5.6,16.9,1.8
E00025656,12.7,36.4,3.5,43.9,3.5
E00025657,29.5,46,6.8,17,0.6
E00025658,15.3,39.9,8.5,32,4.3
E00025659,27.3,39.9,6.8,23.8,2.3
E00025662,28.4,37.5,6.5,24.1,3.4
E00025664,17.1,48.3,7.1,26.4,1.1
E00025666,28.9,39.8,4.8,23.7,2.8
E00025668,29.8,42.4,8.6,18.4,0.8
E00025671,29.2,39.5,9.4,18,3.9
E00025677,25.9,42,4.3,25.9,2
E00025862,14.3,27.9,4.9,50.8,2
E00025863,15.6,32.9,6.4,44.5,0.6
E00025864,19,46.3,6.1,26.4,2.2
E00025865,25.4,33.5,6.7,32,2.5
E00025866,23.2,48.8,6.8,17.4,3.9
E00025867,22.4,43.1,8.2,24.1,2.2
E00025868,26.9,38.8,4.5,24.4,5.4
E00025870,26.8,49.6,4.8,14.5,4.4
E00025871,26.6,42.7,8.3,20.8,1.6
E00025872,37.3,27.3,6.5,27.7,1.2
E00025873,11.7,28.4,5.1,50.6,4.3
E00025875,15.1,30.5,7.1,44.8,2.5
E00025876,14.5,40,4,39.5,2
E00025877,25,49.6,5.1,18.6,1.7
E00025878,35.6,43.1,3.2,15.4,2.7
E00025879,14.9,36,4.4,40.7,4
E00025880,22.5,53.3,3.7,18.9,1.6
E00025882,23.7,48.7,4.8,20.6,2.2
E00025883,26.7,43.9,6.7,20,2.8
E00025884,18.5,42.9,4.7,29.8,4
E00025885,23.5,33.9,5,33.5,4.1
E00025886,23.3,41.7,6.7,27.1,1.3
E00025887,17.2,33.6,6.4,37.2,5.6
E00025888,22.2,52,6,17.5,2.4
E00025892,34,39.9,5.3,17,3.7
E00025893,19.2,59.1,2.5,17.2,2
E00025896,23.1,39.3,2.3,33.5,1.7
E00025897,22.1,46.9,4.3,26.7,0
E00025898,35.1,38,2.4,21.6,2.9
E00025899,17.3,35.4,4.7,39.8,2.8
E00025900,25.9,37.7,4.5,31.8,0
E00026656,7.3,40.1,2.4,48.2,2
E00026658,32,37.7,5.1,22.3,2.9
E00026659,23.5,42,5,29,0.5
E00026666,28.9,37.7,4.4,26,2.9
E00026669,22.9,39.2,4.6,32.5,0.8
E00026670,26.2,42.1,3.9,25.8,2.1
E00026697,23.2,50.9,4,17.9,4
E00028425,26.4,49.2,6.6,15.1,2.7
E00028426,28.4,45.3,8.4,16,1.8
E00028427,24.6,47.5,6.4,19.9,1.7
E00028429,23,42,8.2,24.2,2.6
E00028430,30.7,43.7,6.3,15.6,3.7
E00028439,15.5,55.1,5.4,22,2
E00028440,24.2,44.2,7.1,22.3,2.2
E00028441,13.6,50.9,8.2,24.1,3.2
E00028442,17.6,50.5,8.3,22.6,1
E00028443,16.6,47.6,6.6,27,2.2
E00028444,24.8,39.3,7.3,28.6,0
E00028445,26.6,45.4,5,20.2,2.8
E00028446,43.4,37.3,4.2,14.5,0.6
E00028447,28,44.3,6.5,18.3,2.8
E00028448,28.2,43.5,7.2,20.6,0.5
E00028449,24.1,44.3,9.2,20.7,1.7
E00028450,20.3,49.1,6.9,22,1.7
E00028451,33.1,44.1,6.1,16.3,0.4
