areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00154561,87.2,12.8
E00154563,87.8,12.2
E00154564,75.5,24.5
E00154565,68.7,31.3
E00154566,62,38
E00154567,85.4,14.6
E00154568,82.7,17.3
E00154569,84.4,15.6
E00154570,82.6,17.4
E00154571,68.9,31.1
E00154572,84.4,15.6
E00154573,74.1,25.9
E00154574,83,17
E00154575,81.8,18.2
E00154576,63.7,36.3
E00154577,77.2,22.8
E00154578,78.5,21.5
E00154579,83.6,16.4
E00154580,69.6,30.4
E00154581,81.9,18.1
E00154582,61.2,38.8
E00154583,68.7,31.3
E00154584,59.3,40.7
E00154585,89.3,10.7
E00154586,77.8,22.2
E00154587,67.7,32.3
E00154588,60.7,39.3
E00154589,87.4,12.6
E00154590,80.4,19.6
E00154591,66.7,33.3
E00154592,79.9,20.1
E00154593,81.9,18.1
E00154594,49.4,50.6
E00154595,72.3,27.7
E00154596,67.1,32.9
E00154597,83.3,16.7
E00154598,83.3,16.7
E00154599,73.6,26.4
E00154600,67.8,32.2
E00154601,77.8,22.2
E00154602,83.1,16.9
E00154603,75.6,24.4
E00154604,88.5,11.5
E00154605,75.7,24.3
E00154606,77.3,22.7
E00154607,76.2,23.8
E00154608,80.2,19.8
E00154609,79.1,20.9
E00154610,68.9,31.1
E00154611,79.8,20.2
E00154612,78.6,21.4
E00154613,71,29
E00154614,72.6,27.4
E00154615,80.6,19.4
E00154616,79.5,20.5
E00154617,82.5,17.5
E00154618,74.8,25.2
E00154619,84,16
E00154620,84.7,15.3
E00154621,86,14
E00154622,67.7,32.3
E00154623,86.4,13.6
E00154624,83.9,16.1
E00154625,86.3,13.7
E00154626,84.5,15.5
E00154627,84.8,15.2
E00154628,83.8,16.2
E00154629,86.3,13.7
E00154630,81.5,18.5
E00154631,84.1,15.9
E00154633,81.2,18.8
E00154634,83.5,16.5
E00154635,75.9,24.1
E00154636,80.5,19.5
E00154637,74.1,25.9
E00154638,80.7,19.3
E00154639,86.6,13.4
E00154640,79.6,20.4
E00154641,88.7,11.3
E00154642,82.5,17.5
E00154643,76.3,23.7
E00154644,87.7,12.3
E00154645,73.7,26.3
E00154646,83.1,16.9
E00154647,63.4,36.6
E00154648,88.2,11.8
E00154649,90.8,9.2
E00154650,89.3,10.7
E00154651,84.5,15.5
E00154652,83.2,16.8
E00154653,68.7,31.3
E00154654,80.7,19.3
E00154688,75.5,24.5
E00154690,90.2,9.8
E00154692,79.8,20.2
E00154693,80.1,19.9
E00154727,83.9,16.1
E00154731,86.8,13.2
E00154732,86,14
E00154733,77.4,22.6
E00154734,85.9,14.1
E00154735,83.5,16.5
E00154736,75.7,24.3
E00154737,74.1,25.9
E00154738,76.2,23.8
E00154749,84.3,15.7
E00154750,78.7,21.3
E00154751,76.5,23.5
E00154752,79,21
E00154753,78.1,21.9
E00154754,68.7,31.3
E00154755,79.4,20.6
E00154757,77.1,22.9
E00154759,80.1,19.9
E00154760,71.3,28.7
E00154761,73,27
E00154762,78.9,21.1
E00154763,67,33
E00154764,76.7,23.3
E00154765,75.1,24.9
E00154766,78,22
E00154767,73.4,26.6
E00154768,72.1,27.9
E00154769,78.3,21.7
E00154770,71,29
E00154771,73.5,26.5
E00154772,76.3,23.7
E00154773,78.9,21.1
E00154774,79.6,20.4
E00154775,74.5,25.5
E00154776,68.3,31.7
E00154777,57.9,42.1
E00154779,60,40
E00154780,72.8,27.2
E00154781,71.1,28.9
E00154782,73.3,26.7
E00154783,84.5,15.5
E00154784,82.4,17.6
E00154785,74.6,25.4
E00154786,79.2,20.8
E00154787,73.4,26.6
E00154788,84.7,15.3
E00154789,65,35
E00154790,68,32
E00154791,70.6,29.4
E00154792,74.2,25.8
E00154793,80.1,19.9
