areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00024188,53.2,46.8
E00024190,56.1,43.9
E00024191,40.5,59.5
E00024192,37.2,62.8
E00024193,52.3,47.7
E00024194,54.4,45.6
E00024195,45.5,54.5
E00024196,44,56
E00024197,44.5,55.5
E00024198,58,42
E00024200,41.1,58.9
E00024201,57.2,42.8
E00024202,49.3,50.7
E00024203,50.8,49.2
E00024204,46.8,53.2
E00024205,37.6,62.4
E00024206,45,55
E00024207,41.2,58.8
E00024208,49.9,50.1
E00024210,42.4,57.6
E00024211,48,52
E00024212,36.8,63.2
E00024213,33.7,66.3
E00024215,29.1,70.9
E00024216,31.2,68.8
E00024217,38.2,61.8
E00024218,21.2,78.8
E00024219,62.2,37.8
E00024220,24.6,75.4
E00024221,38.6,61.4
E00024222,39.5,60.5
E00024223,37.4,62.6
E00024224,37.2,62.8
E00024225,45.2,54.8
E00024226,40.2,59.8
E00024227,42,58
E00024228,48.5,51.5
E00024229,33.7,66.3
E00024452,52.2,47.8
E00024465,49.2,50.8
E00024469,65.3,34.7
E00024475,51.2,48.8
E00024478,64.5,35.5
E00024479,49.8,50.2
E00024481,69.1,30.9
E00024482,67.8,32.2
E00024483,66.2,33.8
E00024484,43.7,56.3
E00024485,39.8,60.2
E00024488,67.1,32.9
E00024489,68.3,31.7
E00024490,63.7,36.3
E00024491,60.4,39.6
E00024492,62.2,37.8
E00024493,38.9,61.1
E00024494,65.6,34.4
E00024495,46,54
E00024496,55.8,44.2
E00024497,52.6,47.4
E00024498,56.4,43.6
E00024499,40,60
E00024500,58.6,41.4
E00024501,65.7,34.3
E00024502,47.2,52.8
E00024503,53.9,46.1
E00024505,45.5,54.5
E00024506,40.8,59.2
E00024507,67.3,32.7
E00024508,25.6,74.4
E00024509,19.8,80.2
E00024510,57.2,42.8
E00024511,23.6,76.4
E00024512,35.9,64.1
E00024513,25.9,74.1
E00024514,35.3,64.7
E00024515,41.5,58.5
E00024516,29.9,70.1
E00024517,35.1,64.9
E00024518,60.9,39.1
E00024519,57.6,42.4
E00024520,38.3,61.7
E00024521,50.4,49.6
E00024522,44.3,55.7
E00024523,64.3,35.7
E00024524,56.5,43.5
E00024525,55.2,44.8
E00024526,59,41
E00024527,72.4,27.6
E00024528,65.6,34.4
E00024529,61,39
E00024530,51.1,48.9
E00024531,63.3,36.7
E00024532,52.2,47.8
E00024533,74.3,25.7
E00024536,68,32
E00024705,58.4,41.6
E00024706,47.2,52.8
E00024708,63.2,36.8
E00024709,56.1,43.9
E00024710,50.3,49.7
E00024711,38.5,61.5
E00024712,37.4,62.6
E00024713,25,75
E00024714,43.7,56.3
E00024715,39.1,60.9
E00024716,30.1,69.9
E00024717,25.5,74.5
E00024718,49.3,50.7
E00024719,52,48
E00024720,44.1,55.9
E00024721,64.5,35.5
E00024722,71.8,28.2
E00024723,61.7,38.3
E00024724,58.3,41.7
E00024725,59.3,40.7
E00024726,55.2,44.8
E00024727,50.2,49.8
E00024728,12.7,87.3
E00024729,41.8,58.2
E00024730,33.9,66.1
E00024731,29.2,70.8
E00024732,33.2,66.8
E00024733,57.3,42.7
E00024734,35.8,64.2
E00024735,33.5,66.5
E00024736,29.6,70.4
E00024737,27.1,72.9
E00024738,48.5,51.5
E00024739,34,66
E00024740,37.6,62.4
E00024741,63.2,36.8
E00024742,45.7,54.3
E00024743,10.4,89.6
E00024744,32.5,67.5
E00024745,50.5,49.5
E00024746,40.4,59.6
E00024747,38.2,61.8
E00024748,23.5,76.5
E00024749,57.6,42.4
E00024750,62.1,37.9
E00024751,67.8,32.2
E00024752,44.1,55.9
E00024753,33.8,66.2
E00024754,28.5,71.5
E00024755,46.8,53.2
E00024756,60.7,39.3
E00024757,53.1,46.9
E00024758,62.2,37.8
E00024759,55.2,44.8
E00024761,59.4,40.6
E00024762,59.9,40.1
E00024763,61.7,38.3
E00024764,51.4,48.6
E00024765,53.6,46.4
E00024766,47.9,52.1
E00024767,46,54
E00024768,52,48
E00024769,60.4,39.6
E00024770,65.5,34.5
E00024771,61.4,38.6
E00024774,35.9,64.1
E00024775,39.6,60.4
E00024776,58.5,41.5
E00024777,60.3,39.7
E00024778,41.3,58.7
E00024779,45.1,54.9
E00024780,52.2,47.8
E00024781,37.3,62.7
E00024782,46.9,53.1
E00024783,64.1,35.9
E00024784,58.7,41.3
E00024785,40.8,59.2
E00024786,38.8,61.3
E00024787,56.2,43.8
E00024788,71.7,28.3
E00024789,46.8,53.2
E00024790,39.9,60.1
E00024791,47.2,52.8
E00024792,34.7,65.3
E00024793,44.4,55.6
E00024794,46.4,53.6
E00024796,54.3,45.7
E00024797,62.8,37.2
E00024798,44.1,55.9
E00024799,52,48
E00024800,39.6,60.4
E00024801,50.5,49.5
E00024802,47.3,52.7
E00024803,62,38
E00024804,32.8,67.2
E00024805,51.2,48.8
E00024806,60.9,39.1
E00024807,32.5,67.5
E00024808,44.2,55.8
E00024809,35.8,64.2
E00024810,58.4,41.6
E00024895,46.7,53.3
E00024902,61.6,38.4
E00024907,52,48
E00024910,45.5,54.5
E00024913,61.2,38.8
E00024915,29.3,70.7
E00024917,36.8,63.2
E00024920,58.1,41.9
E00024921,43.6,56.4
E00024922,51.5,48.5
E00024923,39.8,60.2
E00024924,40.1,59.9
E00024927,55.8,44.2
E00024969,39.6,60.4
E00024970,45.1,54.9
E00024980,36.8,63.2
E00024981,43.5,56.5
E00024982,45,55
E00024983,40.7,59.3
E00024984,35.4,64.6
E00024986,27.9,72.1
E00024987,49.2,50.8
