areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00024188,88.9,8.8,0.6,1.5,0.3
E00024190,98,2,0,0,0
E00024191,99,1,0,0,0
E00024192,97.4,0.6,0.8,1.2,0
E00024193,95,3.4,0.3,1.4,0
E00024194,98.3,1,0.3,0,0.3
E00024195,98.9,1.1,0,0,0
E00024196,98.4,1.6,0,0,0
E00024197,98.6,1,0.3,0,0
E00024198,98.3,1.4,0.3,0,0
E00024200,96.4,3.6,0,0,0
E00024201,98.7,1,0.3,0,0
E00024202,97.3,2.1,0,0,0.6
E00024203,97.8,0.3,1,0.3,0.6
E00024204,93.4,5.4,0.8,0.4,0
E00024205,96.4,2.5,0.7,0.4,0
E00024206,97.2,2.8,0,0,0
E00024207,94.7,3.2,0.9,0.6,0.6
E00024208,94.1,4.1,1.3,0.4,0.2
E00024210,89.3,6.4,2.7,1,0.7
E00024211,96.1,2.9,0,0.6,0.3
E00024212,95.5,2.6,1.5,0.4,0
E00024213,94.8,2.8,0.8,1.6,0
E00024215,97.6,2.1,0.3,0,0
E00024216,94.6,4.2,0.9,0.2,0
E00024217,99.1,0.9,0,0,0
E00024218,92.5,3.9,1.8,1.1,0.7
E00024219,93.3,3.5,0.9,1.1,1.3
E00024220,88.2,2.4,4.7,0.6,4.1
E00024221,97.2,0.9,0.9,0.9,0
E00024222,85.2,5.4,3,1.5,4.9
E00024223,94.1,3.4,0.5,1.1,0.9
E00024224,93.6,3.1,2.5,0.6,0.3
E00024225,94.1,4.5,0.6,0.8,0
E00024226,99,1,0,0,0
E00024227,99.2,0,0,0.4,0.4
E00024228,95.8,2.5,0,0.8,0.8
E00024229,97.1,1.6,1,0.3,0
E00024452,58.6,17.3,10.8,8.5,4.8
E00024465,78.4,12.8,1.5,3.6,3.6
E00024469,74.9,9.5,6.3,7.1,2.2
E00024475,80.2,12.7,2.3,1.3,3.6
E00024478,80,14.7,1.1,0,4.2
E00024479,90.4,7.2,1.6,0.4,0.4
E00024481,80.2,15.5,0.6,2.9,0.9
E00024482,83.4,14.7,1.2,0.3,0.3
E00024483,86,14,0,0,0
E00024484,63.4,15.6,10.5,6.1,4.4
E00024485,69.6,16.2,7.2,5.4,1.6
E00024488,80.1,16.2,1.4,1.7,0.7
E00024489,87.4,11.7,0.3,0.3,0.3
E00024490,81.3,16,1.2,1.6,0
E00024491,85.1,14,0.3,0,0.6
E00024492,77.7,19.9,0.7,1,0.7
E00024493,71.9,16.4,2.5,5.7,3.6
E00024494,79.1,13.8,0.4,4.3,2.5
E00024495,72.2,19.4,3.5,0.3,4.5
E00024496,78.2,13.5,2.6,2.6,3
E00024497,84.6,13.4,0.6,0.6,0.9
E00024498,78.2,17.5,1.1,1.6,1.6
E00024499,57.3,13.8,15,8,5.9
E00024500,77.4,19.1,1.9,0.3,1.3
E00024501,86.9,11.7,0.4,1.1,0
E00024502,57,11.9,3.4,22.4,5.2
E00024503,71.3,11.8,5.1,4.8,7
E00024505,79.2,10.5,2.7,3.4,4.2
E00024506,75,15.2,6.4,1,2.4
E00024507,74.2,20.1,2.4,0.6,2.7
E00024508,92.5,3.1,3.1,1.2,0
E00024509,83.6,9.6,2.4,2,2.4
E00024510,92.5,6.2,0,0.3,0.9
E00024511,91.6,5.4,2.4,0.5,0
E00024512,91.1,5.1,2.8,0.9,0
E00024513,89.9,6.8,1.8,1.5,0
E00024514,82.2,11.9,3.6,2,0.3
E00024515,92,5.7,0.6,1.8,0
E00024516,78.9,14.5,4.3,1.4,0.9
E00024517,92.3,5.2,0.7,0.3,1.4
E00024518,87.2,9.8,1.8,0.6,0.6
E00024519,85.9,4.2,3.9,3.2,2.9
E00024520,98.3,1.1,0,0,0.6
E00024521,95.3,4.3,0,0,0.4
E00024522,92.4,5.4,0,0.4,1.8
E00024523,92.4,6.7,0.3,0.3,0.3
E00024524,96.2,2.3,1.5,0,0
E00024525,94.4,5.2,0.4,0,0
E00024526,91.6,7.1,1,0,0.3
E00024527,89.9,7.8,0.6,1.7,0
E00024528,88.9,9.9,0.6,0.3,0.3
E00024529,85.5,8.1,0.9,3.3,2.1
E00024530,88.4,9.5,0.3,1.3,0.5
E00024531,79.2,17.5,2.7,0,0.6
E00024532,88.2,9.7,0.3,0,1.7
E00024533,88.3,9.3,2.1,0,0.3
E00024536,83.6,11.5,1,3,1
E00024705,96.5,2.6,0.9,0,0
E00024706,94.5,2.6,0.4,1.8,0.7
E00024708,90.6,3.8,3.2,2.3,0
E00024709,95.5,3,0.6,0.3,0.6
E00024710,91.9,5.9,1.4,0,0.9
E00024711,93.5,1.3,2.3,2.6,0.3
E00024712,91,6.9,2.1,0,0
E00024713,89.7,6.3,2.3,1.7,0
E00024714,94.1,5.2,0,0.7,0
E00024715,95.3,4.4,0,0,0.3
E00024716,87.9,7.8,2.2,1.9,0.3
E00024717,93.9,3.4,1.1,0.8,0.8
E00024718,96.5,3,0.4,0,0
E00024719,93.7,5.4,0.4,0,0.4
E00024720,96.3,3.7,0,0,0
E00024721,81.8,13,0,1,4.2
E00024722,94,4.6,0,1.4,0
E00024723,92.9,4.1,1,1,1
E00024724,97.1,2.1,0.3,0.5,0
E00024725,98.9,0.8,0.4,0,0
E00024726,95.4,3.5,0.4,0,0.7
E00024727,93.7,3.3,0.4,2.2,0.4
E00024728,90,7.7,1.5,0.8,0
E00024729,97.3,2.4,0.3,0,0
E00024730,95.4,4.6,0,0,0
E00024731,94.6,3.5,1.3,0,0.6
E00024732,96.3,3.7,0,0,0
E00024733,98.3,0.3,0,1.4,0
E00024734,95.2,2,2,0,0.8
E00024735,95.9,0.8,0,3.3,0
E00024736,96.8,1.8,0,0.5,0.9
E00024737,98.1,1.9,0,0,0
E00024738,96.1,2.1,0.7,1.1,0
E00024739,95,4.2,0.8,0,0
E00024740,95.9,3.8,0,0,0.4
E00024741,97.8,1.7,0,0.2,0.2
E00024742,97.6,1.7,0.3,0.3,0
E00024743,96.3,2.8,0.5,0,0.5
E00024744,96.1,3.3,0.6,0,0
E00024745,96.1,3.3,0.3,0.3,0
E00024746,95.8,2.5,1.7,0,0
E00024747,97.5,2.1,0.4,0,0
E00024748,87.6,5,3,2.7,1.7
E00024749,92.8,4.7,0.8,1.7,0
E00024750,97.3,1.8,0.9,0,0
E00024751,96.4,1.2,0.3,0.3,1.8
E00024752,99.6,0.4,0,0,0
E00024753,96.4,3.2,0,0.4,0
E00024754,92.9,3.5,1.5,1,1
E00024755,93,2.8,1.4,1.1,1.8
E00024756,95.1,3.6,0.3,1,0
E00024757,84.2,9.9,3.1,1.6,1.2
E00024758,90.6,7.6,1.4,0,0.4
E00024759,74.6,17.7,1.5,1.1,5.1
E00024761,86.9,8,4,0.8,0.4
E00024762,81,12.3,5.2,0.6,1
E00024763,75.3,14.8,4.1,5.5,0.4
E00024764,92.6,4.5,0,1.2,1.6
E00024765,84.2,11.4,2.2,2,0.2
E00024766,97.5,1.8,0,0,0.8
E00024767,94.8,2.4,2.4,0.4,0
E00024768,95.8,1.5,2,0,0.7
E00024769,93.5,2.2,4,0,0.4
E00024770,96.4,2.8,0.4,0,0.4
E00024771,94.3,3.5,2.1,0,0
E00024774,91.4,6.7,0.5,1,0.5
E00024775,93.8,3.1,1.5,0.8,0.8
E00024776,91.8,7.8,0,0,0.3
E00024777,94,4.9,1.1,0,0
E00024778,95.6,2.8,0.8,0.8,0
E00024779,81.9,15.4,1.7,0.3,0.7
E00024780,84.8,9.4,2.2,2.9,0.7
