areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00024188,6.2,38.9,38.9,15.9
E00024190,18.4,57.6,16.8,7.2
E00024191,28.6,46.8,18.3,6.3
E00024192,15.6,40.2,36.7,7.5
E00024193,14.5,41.4,32.4,11.7
E00024194,14.8,36.3,38.5,10.4
E00024195,11.7,43.3,29.2,15.8
E00024196,16,46.4,29.6,8
E00024197,12.6,45.7,33.1,8.7
E00024198,11.2,40.8,37.6,10.4
E00024200,17.7,46.3,29.9,6.1
E00024201,8.3,39.1,39.1,13.5
E00024202,14.7,40.4,33.8,11
E00024203,14.2,44.8,33.6,7.5
E00024204,16.4,43.6,36.4,3.6
E00024205,18.5,48.9,26.7,5.9
E00024206,21,48.4,23.4,7.3
E00024207,16.2,47.8,28.7,7.4
E00024208,18.3,40.4,36.5,4.8
E00024210,14.9,51.5,26.9,6.7
E00024211,11.8,47.1,31.6,9.6
E00024212,20.6,40.5,31.7,7.1
E00024213,26.2,48.4,23,2.5
E00024215,27.5,50.3,17.6,4.6
E00024216,20.3,55.1,17.1,7.6
E00024217,12.8,52.6,29.3,5.3
E00024218,37.3,47.8,13.7,1.2
E00024219,4.6,26.4,51.8,17.3
E00024220,38.7,51.6,7.5,2.2
E00024221,20,53.9,20,6.1
E00024222,16.3,51.6,26.1,6
E00024223,18.8,48.2,23.4,9.6
E00024224,18,53.3,24,4.8
E00024225,15,42.5,32.1,10.4
E00024226,12.6,48.6,27,11.7
E00024227,7.6,53.8,28.8,9.8
E00024228,13.5,45.9,27,13.5
E00024229,31,45.1,20.4,3.5
E00024452,37.2,44.1,14.5,4.1
E00024465,20.5,50,21.3,8.2
E00024469,14.2,47.5,32.5,5.8
E00024475,18.7,44.6,29.5,7.2
E00024478,13.9,45.8,27.1,13.2
E00024479,10.2,40.7,34.3,14.8
E00024481,3.6,15.3,54.1,27
E00024482,6.2,26.9,50,16.9
E00024483,12.6,47.9,31.1,8.4
E00024484,41.4,43.4,12.5,2.6
E00024485,40.1,37.6,19.8,2.5
E00024488,6.3,33.3,41.4,18.9
E00024489,4.1,30.6,48.8,16.5
E00024490,12.4,51.3,27.4,8.8
E00024491,5.8,27.7,48.9,17.5
E00024492,9.9,44.1,33.3,12.6
E00024493,25.4,38.1,23.7,12.7
E00024494,9.6,49,35.6,5.8
E00024495,16.5,57.8,16.5,9.2
E00024496,19.3,48.2,28.1,4.4
E00024497,12.4,43,33.1,11.6
E00024498,6.1,40,38.3,15.7
E00024499,45.2,48.1,6.7,0
E00024500,5.5,40.9,37.3,16.4
E00024501,7.2,43.2,36.9,12.6
E00024502,36.3,45.2,15.8,2.7
E00024503,15,47.6,31.3,6.1
E00024505,31.6,41.5,23.8,3.1
E00024506,25.7,50.4,20.4,3.5
E00024507,10.8,33.3,44.2,11.7
E00024508,48.2,32.5,13.2,6.1
E00024509,52.6,40,5.2,2.2
E00024510,8.7,42.8,45.7,2.9
E00024511,50.4,39.1,9.8,0.8
E00024512,44.9,37,13,5.1
E00024513,47.4,37,10.4,5.2
E00024514,37.6,45.3,14.5,2.6
E00024515,27.8,47.2,20.8,4.2
E00024516,45.1,36.8,12.8,5.3
E00024517,19,54.8,21.4,4.8
E00024518,6.8,31.8,38.6,22.7
E00024519,18.2,40.5,33.1,8.3
E00024520,17.8,41.4,30.6,10.2
E00024521,30.5,31.3,35.1,3.1
E00024522,16.7,48.4,31,4
E00024523,2.4,36.3,45.2,16.1
E00024524,11.1,39.3,43.6,6
E00024525,17.9,37.5,37.5,7.1
E00024526,8.4,39.5,39.5,12.6
E00024527,3.9,28.3,54.3,13.4
E00024528,5.4,28.7,47.3,18.6
E00024529,9.9,30.6,42.3,17.1
E00024530,9.3,51,27.8,11.9
E00024531,2.3,26.9,41.5,29.2
E00024532,14.9,37.2,37.2,10.7
E00024533,8.1,18.5,57.3,16.1
E00024536,4,33.1,45.2,17.7
E00024705,13.9,47.2,33.3,5.6
E00024706,11.2,53.4,26.7,8.6
E00024708,0,37.2,45,17.8
E00024709,14.1,42.3,34.9,8.7
E00024710,13.9,50.5,22.8,12.9
E00024711,29.2,50,18.1,2.8
E00024712,29.5,27.7,30.4,12.5
E00024713,55,36,8,1
E00024714,23.5,47.9,19.3,9.2
E00024715,23.8,43.4,27,5.7
E00024716,28,51.6,14.3,6.2
E00024717,43.3,40.3,14.9,1.5
E00024718,4.9,42.7,35.9,16.5
E00024719,20.5,45.5,25.9,8
E00024720,22.3,40.5,31.4,5.8
E00024721,2.7,20.5,47.9,28.8
E00024722,4.9,31.3,55.6,8.3
E00024723,10.8,37.5,35,16.7
