areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00024188,17.1,24,3.3,51.3,4.4
E00024190,24.3,34.6,15,22.9,3.3
E00024191,34.9,43.7,5.2,16.2,0
E00024192,21.3,40.7,6.1,30.3,1.6
E00024193,15.1,42.5,6.7,34.4,1.4
E00024194,12.6,42.3,10.7,32,2.4
E00024195,15.3,44.2,7.4,27.7,5.4
E00024196,14.3,36.7,7.6,37.1,4.3
E00024197,18.3,46.7,8.5,25.2,1.2
E00024198,21.5,37.3,9.6,31.2,0.4
E00024200,29.7,38,6.5,24.4,1.4
E00024201,12.9,35.7,9.1,37.3,4.9
E00024202,15,44.9,12.4,25.8,1.9
E00024203,17.6,41.2,3.6,35.6,2
E00024204,14.2,34.8,11.3,35.3,4.4
E00024205,13.3,46.8,9.9,27,3
E00024206,21.9,42.4,9.5,23.3,2.9
E00024207,18.8,44.9,7.2,26.8,2.2
E00024208,20.4,37.8,7.1,32.4,2.2
E00024210,20.1,44.7,7.2,23.1,4.9
E00024211,14,46.8,8,28.8,2.4
E00024212,23,35.8,7.1,34.1,0
E00024213,21,49,4,23.5,2.5
E00024215,27.7,44.6,6.5,19.5,1.6
E00024216,25.4,48.6,6.1,18,1.9
E00024217,21.1,47.3,7.8,20.7,3.1
E00024218,22.2,38.3,6.5,33,0
E00024219,10.8,42.1,5.3,41,0.9
E00024220,24.6,46.3,7.5,18.7,3
E00024221,20.7,49,4,22.2,4
E00024222,13.3,43.4,8.7,31.9,2.7
E00024223,15.3,46.6,6.3,29.3,2.6
E00024224,21.9,49.8,5.7,19.7,2.9
E00024225,15.5,44.5,3.7,32.8,3.5
E00024226,18.5,39.7,9,29.6,3.2
E00024227,19.7,46.4,7.3,24.5,2.1
E00024228,22.3,34.4,6.9,30.5,5.9
E00024229,32.4,37.2,6.1,21.1,3.2
E00024452,30.5,39.1,5.4,22.2,2.9
E00024465,28.9,41.4,5.6,21.7,2.4
E00024469,21.6,39,7.3,28.2,3.9
E00024475,22.2,41,3.8,27,6.1
E00024478,21.9,36.3,9.4,30,2.5
E00024479,24.8,40.1,8.1,24.3,2.7
E00024481,4.8,28.6,4.8,60.2,1.5
E00024482,10.1,27.3,2.5,59,1.1
E00024483,20.7,32.9,4.7,39,2.8
E00024484,28,45.2,4,19.4,3.4
E00024485,28.8,37.7,7.1,23.4,3
E00024488,10.9,31,4.4,50.7,3.1
E00024489,7.4,31.1,3.1,55.6,2.7
E00024490,18.4,29.5,9,39.7,3.4
E00024491,10.4,27.9,2.9,58.9,0
E00024492,22.1,34.8,4,34.4,4.7
E00024493,36.9,30.1,4.9,25.6,2.6
E00024494,18,34.7,6.8,37.8,2.7
E00024495,17.8,47.1,1.3,30.7,3.1
E00024496,20.5,35.3,8.8,31.6,3.7
E00024497,24.7,26.7,7.5,38,3.1
E00024498,21.1,38.3,2.4,34.7,3.6
E00024499,35.3,37.1,5.1,19.3,3.3
E00024500,14.7,34,4.6,42.9,3.9
E00024501,17.1,29.9,8.1,41,3.8
E00024502,33,45,3.9,16.2,1.9
E00024503,23.1,36.4,1.3,35.7,3.6
E00024505,25.4,37.6,2.8,31.6,2.5
E00024506,24.9,41.2,5.5,22.8,5.5
E00024507,17.4,33.3,3.8,42.4,3
E00024508,24.6,43.1,6.7,25.1,0.5
E00024509,35,37.9,5.9,17.2,3.9
E00024510,12.5,31.8,5.1,49.4,1.2
E00024511,31.9,44.3,3,16.6,4.3
E00024512,37.4,37.8,5.9,13.9,5
E00024513,30.3,49.2,3.7,15.2,1.6
E00024514,34,42.3,5.1,15.3,3.3
E00024515,22.1,46.9,5.9,22.1,3
E00024516,28.2,46.6,5.8,15.2,4.3
E00024517,13.3,47.8,5.8,32.3,0.9
E00024518,8.9,31.6,4.3,54.3,1.1
E00024519,18.9,42.2,7.8,29.9,1.2
E00024520,18.1,41,6.5,32.4,2
E00024521,16.8,37.2,5.3,37.6,3.1
E00024522,15.9,45.6,6.2,31.9,0.4
E00024523,7.6,31.2,3.8,56.7,0.8
E00024524,7.7,28.7,7.2,56,0.5
E00024525,16.1,24.6,4.3,53.6,1.4
E00024526,6.8,35.7,6.8,49.4,1.2
E00024527,7.3,26.7,1.9,61.8,2.3
E00024528,5.5,33.2,3.7,56.1,1.5
E00024529,7.2,34.8,0.8,55.6,1.6
E00024530,19.1,31.9,6.3,41.6,1.3
E00024531,7.3,32.9,2.8,55.9,1
E00024532,17.8,28.9,2.8,47.4,3.2
E00024533,7.4,34.9,3,53.5,1.1
E00024536,5.8,32,3.5,56.8,1.9
E00024705,17.2,37.4,10.1,33.3,2
E00024706,16.6,41.7,8.5,30.6,2.6
E00024708,7.2,34.1,4.3,53,1.4
E00024709,20.1,40.5,7,29.2,3.2
E00024710,16.8,43.2,7.9,32.1,0
E00024711,20.6,44.8,7.9,24.6,2
E00024712,25.9,44.4,5.4,22.6,1.7
E00024713,26.2,42.6,5.7,24.1,1.4
E00024714,25,45.3,7.3,20.3,2.2
E00024715,30.3,36.4,8.5,22.8,2
E00024716,22.5,36.5,6.6,31,3.3
E00024717,23.8,45.1,7.8,20.9,2.4
E00024718,7.2,41.5,5.8,44.9,0.5
E00024719,17.5,45.4,6.2,27.3,3.6
E00024720,21.5,38.1,8.5,29.6,2.2
E00024721,7.1,31.4,3.6,57.4,0.6
E00024722,6.5,34.2,4.5,51.4,3.4
E00024723,15.1,31.5,8.4,44.5,0.4
E00024724,11,33.7,8.7,45.4,1.2
E00024725,12.8,40.7,7.1,38.9,0.4
E00024726,13.1,37.1,5,44.4,0.4
E00024727,15.9,44.7,5.3,31.9,2.2
E00024728,35.5,34.5,10.9,15.5,3.6
E00024729,15.4,45.1,7,28.9,3.7
