areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00024188,88.9,11.1
E00024190,98,2
E00024191,99,1
E00024192,97.4,2.6
E00024193,94.2,5.8
E00024194,98.3,1.7
E00024195,98.9,1.1
E00024196,98.4,1.6
E00024197,98.6,1.4
E00024198,98.3,1.7
E00024200,97.4,2.6
E00024201,98.7,1.3
E00024202,97.3,2.7
E00024203,97.8,2.2
E00024204,93.4,6.6
E00024205,96.4,3.6
E00024206,96.8,3.2
E00024207,95.3,4.7
E00024208,94.2,5.8
E00024210,88.1,11.9
E00024211,96.1,3.9
E00024212,95.5,4.5
E00024213,94.8,5.2
E00024215,97.6,2.4
E00024216,94.4,5.6
E00024217,99.1,0.9
E00024218,92.5,7.5
E00024219,93.3,6.7
E00024220,88.7,11.3
E00024221,97.2,2.8
E00024222,85.6,14.4
E00024223,94.1,5.9
E00024224,93.6,6.4
E00024225,94.1,5.9
E00024226,99,1
E00024227,99.2,0.8
E00024228,95.8,4.2
E00024229,97.1,2.9
E00024452,58.6,41.4
E00024465,78.2,21.8
E00024469,74.9,25.1
E00024475,80.2,19.8
E00024478,80,20
E00024479,90.4,9.6
E00024481,80.2,19.8
E00024482,83.4,16.6
E00024483,86,14
E00024484,63.4,36.6
E00024485,69.6,30.4
E00024488,80.3,19.7
E00024489,87.4,12.6
E00024490,80.9,19.1
E00024491,85.4,14.6
E00024492,77.7,22.3
E00024493,71.9,28.1
E00024494,79.6,20.4
E00024495,72.2,27.8
E00024496,78.2,21.8
E00024497,84.6,15.4
E00024498,78.5,21.5
E00024499,57.3,42.7
E00024500,77.2,22.8
E00024501,86.9,13.1
E00024502,56.9,43.1
E00024503,71.4,28.6
E00024505,79.1,20.9
E00024506,74.8,25.2
E00024507,73.7,26.3
E00024508,92.2,7.8
E00024509,83.6,16.4
E00024510,92,8
E00024511,91.1,8.9
E00024512,91.1,8.9
E00024513,89.9,10.1
E00024514,81.9,18.1
E00024515,92,8
E00024516,78.9,21.1
E00024517,92.7,7.3
E00024518,86.9,13.1
E00024519,85.3,14.7
E00024520,98.3,1.7
E00024521,95.3,4.7
E00024522,92.4,7.6
E00024523,93,7
E00024524,95.1,4.9
E00024525,94.4,5.6
E00024526,91.3,8.7
E00024527,90.2,9.8
E00024528,88.9,11.1
E00024529,86.1,13.9
E00024530,88.4,11.6
E00024531,79,21
E00024532,87.9,12.1
E00024533,88.6,11.4
E00024536,83.9,16.1
E00024705,96.5,3.5
E00024706,94.5,5.5
E00024708,91.2,8.8
E00024709,95.5,4.5
E00024710,90.3,9.7
E00024711,93.8,6.2
E00024712,91.6,8.4
E00024713,89.7,10.3
E00024714,93.8,6.2
E00024715,95.9,4.1
E00024716,87.3,12.7
E00024717,93.9,6.1
E00024718,96.5,3.5
E00024719,93.3,6.7
E00024720,96.3,3.7
E00024721,82.2,17.8
