areacd,sex-001,sex-002
E00152236,47.3,52.7
E00152237,46.6,53.4
E00152238,51.3,48.8
E00152239,49.7,50.3
E00152240,51.6,48.4
E00152241,47,53
E00152242,50.9,49.1
E00152243,48.5,51.5
E00152267,52,48
E00152268,50.9,49.1
E00152269,57,43
E00152270,52.2,47.8
E00152324,47.4,52.6
E00152354,52.2,47.8
E00152355,54.5,45.5
E00152356,50.2,49.8
E00152357,49.1,50.9
E00152358,52.6,47.4
E00152359,54,46
E00152360,55.2,44.8
E00152367,50.3,49.7
E00152368,49.4,50.6
E00152369,50.6,49.4
E00152370,52.7,47.3
E00152371,48,52
E00152372,45.6,54.4
E00152373,51.3,48.7
E00152374,51.9,48.1
E00152375,53.3,46.7
E00152376,52.1,47.9
E00152377,50.6,49.4
E00152378,53,47
E00152379,53.6,46.4
E00152380,52.5,47.5
E00152409,53.8,46.2
E00152410,50.7,49.3
E00152411,48.9,51.1
E00152412,48.8,51.2
E00152413,52.4,47.6
E00152414,55.4,44.6
E00152415,56.8,43.2
E00152416,48.2,51.8
E00152417,50.5,49.5
E00152432,50.5,49.5
E00152433,52.7,47.3
E00152434,52.2,47.8
E00152435,55.3,44.7
E00152436,50.8,49.2
E00152437,52.5,47.5
E00152438,47.1,52.9
E00152439,50.5,49.5
E00152460,50.5,49.5
E00152482,53.2,46.8
E00152483,48.7,51.3
E00152484,48.9,51.1
E00152485,51.3,48.7
E00152486,51.6,48.4
E00152487,51.9,48.1
E00152488,51.1,48.9
E00152490,49.8,50.2
E00152491,47.4,52.6
E00152492,52.5,47.5
E00152493,53.4,46.6
E00152494,50.9,49.1
E00152495,52.2,47.8
E00153085,53.6,46.4
E00153086,50.3,49.7
E00153087,52.9,47.1
E00153088,51.3,48.7
E00153089,51.3,48.7
E00153090,50.1,49.9
E00153091,51.4,48.6
E00153092,48.9,51.1
E00153101,49.6,50.4
E00153103,50,50
E00153104,48.7,51.3
E00153105,49.2,50.8
E00153106,54.1,45.9
E00153115,47.4,52.6
E00153143,51.3,48.7
E00153144,47.1,52.9
E00153145,49.2,50.8
E00153146,54.2,45.8
E00153147,43.8,56.3
E00153148,50.2,49.8
E00153150,51.4,48.6
E00153151,52.5,47.5
E00153152,45.4,54.6
E00153153,53,47
E00153154,49.4,50.6
E00153156,52.9,47.1
E00153179,50.1,49.9
E00153180,48.3,51.7
E00153181,54.7,45.3
E00153182,53.9,46.1
E00153183,53.1,46.9
E00153184,51.3,48.7
E00153185,49.8,50.2
E00153202,50.4,49.6
E00153203,49.7,50.3
E00153211,55.6,44.4
E00153212,49.8,50.2
E00153213,54.2,45.8
E00153214,52.2,47.8
E00153215,46.8,53.2
E00153216,47.9,52.1
E00153217,47.5,52.5
