areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00152236,87.8,9,3.2
E00152237,82.1,12.8,5.1
E00152238,84,11.3,4.7
E00152239,78.6,16.9,4.5
E00152240,79.2,15.4,5.3
E00152241,89.4,8.4,2.2
E00152242,81.6,13.5,4.9
E00152243,81.5,13.7,4.8
E00152267,84.8,10.3,4.9
E00152268,83,13.2,3.8
E00152269,82.8,13.7,3.5
E00152270,85.3,11.1,3.6
E00152324,85.1,10.5,4.4
E00152354,83.6,12.5,3.9
E00152355,81.1,15.2,3.7
E00152356,68,25.1,6.9
E00152357,79,15.4,5.6
E00152358,76.9,17.9,5.2
E00152359,75.2,17.3,7.5
E00152360,84.3,12.5,3.2
E00152367,87.4,10.9,1.8
E00152368,85.8,11.4,2.8
E00152369,82.9,14.1,3
E00152370,82.8,14.2,3.1
E00152371,79.2,16.8,4
E00152372,84.6,12.1,3.4
E00152373,86.1,11.5,2.3
E00152374,78.8,15.2,6
E00152375,78.4,16.8,4.8
E00152376,79.4,15.1,5.5
E00152377,71.1,21.1,7.9
E00152378,65.6,25.7,8.7
E00152379,65.6,22.5,12
E00152380,73,15.6,11.4
E00152409,77.5,15.6,6.9
E00152410,87.3,9.4,3.3
E00152411,77.5,16.8,5.6
E00152412,83.1,11.2,5.6
E00152413,88.1,9.6,2.2
E00152414,82.3,14.2,3.5
E00152415,78.9,17.4,3.8
E00152416,81.6,16.8,1.5
E00152417,84.4,13.5,2.1
E00152432,83,14.3,2.7
E00152433,89.1,9.2,1.6
E00152434,88.3,8.8,2.9
E00152435,82,12.9,5.1
E00152436,84.4,11.8,3.7
E00152437,83.8,12.1,4.1
E00152438,91.8,5.2,3
E00152439,85.4,10.5,4.1
E00152460,83.1,13.5,3.3
E00152482,81.8,13.9,4.3
E00152483,84,12.3,3.7
E00152484,85.8,12.4,1.8
E00152485,89.6,7.4,3
E00152486,89.7,9.8,0.5
E00152487,88.3,8.4,3.2
E00152488,75.3,17,7.7
E00152490,81.2,14,4.8
E00152491,89.8,8.5,1.6
E00152492,79.1,15.2,5.7
E00152493,79.6,15.1,5.3
E00152494,84.9,12.3,2.8
E00152495,77.2,16.8,6
E00153085,84,12.4,3.6
E00153086,84.4,12.9,2.7
E00153087,76.4,17.8,5.8
E00153088,79,15.5,5.6
