areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00152236,97.3,0.5,2.1
E00152237,93.2,2.5,4.2
E00152238,96.3,1.6,2.2
E00152239,96.6,0.3,3.1
E00152240,97.9,0.2,1.9
E00152241,94.4,2.2,3.4
E00152242,97.7,0.6,1.7
E00152243,97.3,0.2,2.5
E00152267,95.5,1.5,3
E00152268,96.9,0.3,2.8
E00152269,97.7,0,2.3
E00152270,95.8,2.5,1.8
E00152324,88.6,1.8,9.6
E00152354,96.4,1.1,2.5
E00152355,93.8,2.1,4.1
E00152356,98.1,0,1.9
E00152357,96.4,1.5,2.1
E00152358,95.8,0,4.2
E00152359,98.7,0,1.3
E00152360,95.4,0.7,3.9
E00152367,97.9,1.1,1.1
E00152368,97,0.4,2.6
E00152369,95.5,0.4,4.1
E00152370,96.5,2.3,1.2
E00152371,98.4,0.8,0.8
E00152372,98,0,2
E00152373,95.6,0.5,3.9
E00152374,97.2,1.1,1.8
E00152375,95.8,0.3,3.9
E00152376,97.8,0.6,1.5
E00152377,96.5,0.6,2.9
E00152378,95.9,1.8,2.3
E00152379,97.6,1,1.4
E00152380,97.5,0.6,2
E00152409,97.7,0.6,1.7
E00152410,94.8,0.9,4.2
E00152411,94.4,1.8,3.9
E00152412,98.5,0.3,1.2
E00152413,95.2,1.6,3.2
E00152414,94.8,1.7,3.5
E00152415,94.9,1.9,3.3
E00152416,95.4,0.5,4.1
E00152417,97.2,1,1.7
E00152432,95.6,2.2,2.2
E00152433,96.7,0,3.3
E00152434,96.6,0.5,2.9
E00152435,99.2,0,0.8
E00152436,95.6,2.5,1.9
E00152437,98.3,0.2,1.5
E00152438,97.8,2.2,0
E00152439,96.4,1.8,1.8
E00152460,97.4,0.5,2.1
E00152482,97.5,0.4,2.1
E00152483,95.2,1.5,3.3
E00152484,97.1,0.4,2.6
E00152485,96,1.3,2.7
E00152486,98.9,0.5,0.5
E00152487,96.1,1.6,2.3
E00152488,98.7,0,1.3
E00152490,98.5,1.1,0.4
E00152491,94.8,1.3,3.9
E00152492,97.3,0.3,2.4
E00152493,96.9,0.4,2.6
E00152494,95.6,1.9,2.5
E00152495,97,1.1,1.9
E00153085,97.6,0,2.4
E00153086,98.6,0.3,1
E00153087,99.6,0.4,0
E00153088,97,0.9,2.1
E00153089,93.3,2.7,4
E00153090,97.9,0.5,1.6
E00153091,96.2,0,3.8
E00153092,97.8,1,1.2
E00153101,97.6,1.4,1
E00153103,97,0.3,2.8
E00153104,97.3,1.1,1.6
E00153105,99.1,0.3,0.6
E00153106,97.4,1.7,0.9
E00153115,95.6,0,4.4
E00153143,97.6,0.7,1.8
E00153144,98.9,0,1.1
E00153145,94.7,0.9,4.4
E00153146,96.6,0.5,3
E00153147,97.6,0,2.4
E00153148,97,0.5,2.5
E00153150,95.5,0.5,3.9
E00153151,96.6,1.9,1.5
E00153152,96.6,0.4,3.1
E00153153,95.9,0.9,3.1
E00153154,94.4,1.5,4.1
