areacd,heating_type_3a-001,heating_type_3a-002
E00152236,1.3,98.7
E00152237,2,98
E00152238,1.4,98.6
E00152239,2,98
E00152240,1.5,98.5
E00152241,1.7,98.3
E00152242,0,100
E00152243,2.2,97.8
E00152267,0,100
E00152268,0.7,99.3
E00152269,0,100
E00152270,1,99
E00152324,0,100
E00152354,0.6,99.4
E00152355,0,100
E00152356,1.4,98.6
E00152357,1.3,98.7
E00152358,0.8,99.2
E00152359,0,100
E00152360,1.2,98.8
E00152367,0,100
E00152368,1.3,98.7
E00152369,2.1,97.9
E00152370,0,100
E00152371,0.9,99.1
E00152372,1.7,98.3
E00152373,0.5,99.5
E00152374,1.5,98.5
E00152375,0.6,99.4
E00152376,0,100
E00152377,0.6,99.4
E00152378,0,100
E00152379,1.9,98.1
E00152380,0,100
E00152409,2.7,97.3
E00152410,1,99
E00152411,0,100
E00152412,0,100
E00152413,0.7,99.3
E00152414,0.7,99.3
E00152415,2,98
E00152416,2.3,97.7
E00152417,0,100
E00152432,3.8,96.2
E00152433,2.7,97.3
E00152434,1.3,98.8
E00152435,0.9,99.1
E00152436,3.8,96.2
E00152437,2.1,97.9
E00152438,3.6,96.4
E00152439,0,100
E00152460,0,100
E00152482,0.8,99.2
E00152483,2.7,97.3
E00152484,0,100
E00152485,0,100
E00152486,0,100
E00152487,0.8,99.2
E00152488,1.9,98.1
E00152490,0,100
E00152491,0,100
E00152492,0.7,99.3
E00152493,2.7,97.3
E00152494,0,100
E00152495,1.3,98.7
E00153085,0,100
E00153086,2.5,97.5
E00153087,0,100
E00153088,1,99
E00153089,3.2,96.8
E00153090,1.2,98.8
E00153091,1.6,98.4
E00153092,1.8,98.2
E00153101,0.4,99.6
E00153103,1.7,98.3
E00153104,0,100
E00153105,3.3,96.7
E00153106,0,100
E00153115,4.3,95.7
E00153143,0.5,99.5
E00153144,0,100
E00153145,0,100
E00153146,0,100
E00153147,0,100
E00153148,0,100
E00153150,0.6,99.4
E00153151,0,100
E00153152,0,100
E00153153,3.6,96.4
E00153154,0,100
E00153156,0.5,99.5
E00153179,0.7,99.3
E00153180,0.7,99.3
E00153181,0,100
E00153182,0.6,99.4
E00153183,2,98
E00153184,0.8,99.2
E00153185,1.7,98.3
E00153202,0,100
E00153203,0.7,99.3
E00153211,3,97
E00153212,1.6,98.4
E00153213,0.8,99.2
E00153214,0,100
E00153215,2.6,97.4
E00153216,4.4,95.6
E00153217,0.7,99.3
E00153218,1.9,98.1
E00153219,1.6,98.4
E00153220,0.8,99.2
E00153221,4,96
E00153222,0.5,99.5
E00153223,3.2,96.8
E00153224,0,100
E00153225,1,99
E00153226,0,100
E00153227,1.7,98.3
E00153228,1,99
E00153230,0,100
E00153239,0,100
E00153240,1,99
E00153241,0.5,99.5
E00153242,0,100
E00153243,1.5,98.5
E00153244,0.7,99.3
E00153245,1.4,98.6
E00153261,1.6,98.4
E00153262,1.3,98.8
E00153263,1.5,98.5
E00153264,1.3,98.7
E00153266,1.4,98.6
E00153267,0,100
E00153268,0.8,99.2
E00153269,1.1,98.9
E00153270,0,100
E00153271,0.8,99.2
E00153272,0,100
E00153273,0.8,99.2
E00153274,0.6,99.4
E00153275,0.7,99.3
E00153276,2.1,97.9
E00153277,0,100
E00153278,0,100
E00153279,0.7,99.3
E00153280,0.7,99.3
E00153281,2.6,97.4
E00153282,1.5,98.5
E00153283,0,100
E00153285,0.9,99.1
E00153287,0,100
E00153288,4.5,95.5
E00153289,0,100
E00153290,1.5,98.5
E00153292,1.6,98.4
E00153293,0,100
E00153294,0.7,99.3
E00153295,2.7,97.3
E00153296,0.6,99.4
E00153297,0,100
E00153298,0.9,99.1
E00153299,0,100
E00153300,0.5,99.5
E00153301,0.8,99.2
E00153302,0,100
E00153303,0.8,99.2
E00153304,1.1,98.9
E00153305,0,100
E00153306,0,100
E00153307,0,100
E00153308,2.1,97.9
E00153309,0,100
E00153310,0,100
E00153311,0.8,99.2
E00153312,1.5,98.5
E00153313,0,100
E00153314,0.7,99.3
E00153315,2.3,97.7
E00153316,1.6,98.4
E00153317,0,100
E00153318,3.6,96.4
E00153319,0.8,99.2
E00153320,0,100
E00153321,0,100
E00153322,0.7,99.3
E00153324,1.2,98.8
E00153325,0,100
E00153326,0.7,99.3
E00153342,0.7,99.3
E00153343,0.7,99.3
E00153344,0,100
E00153345,0,100
E00153346,1.6,98.4
E00153347,0,100
E00153348,1.2,98.8
E00153349,3.1,96.9
E00153350,0,100
E00153351,0,100
E00153352,0,100
E00153353,0,100
E00153354,0.6,99.4
E00153364,0.9,99.1
E00153365,0.7,99.3
E00153366,1.6,98.4
E00153367,0.9,99.1
E00153368,0,100
E00153369,1.9,98.1
E00153370,0,100
E00153380,0.8,99.2
E00153381,0,100
E00153382,1.5,98.5
E00153383,0,100
E00153384,0,100
E00153386,2.2,97.8
E00153387,0.7,99.3
E00153388,2.1,97.9
E00153389,1.7,98.3
E00153390,1.3,98.7
E00153391,1.9,98.1
E00153392,3.5,96.5
E00153393,2.6,97.4
E00153394,0.6,99.4
E00153395,2.1,97.9
E00153396,3.1,96.9
E00153397,0.7,99.3
E00153440,1.6,98.4
E00153450,2,98
E00153451,1.5,98.5
E00153452,1.7,98.3
E00153454,1.6,98.4
E00153455,2.4,97.6
E00153456,1.7,98.3
E00153457,2.3,97.7
E00153458,2.4,97.6
E00153465,0.7,99.3
E00153469,0,100
E00153545,3.3,96.7
E00153546,2.7,97.3
E00153547,0.8,99.2
E00153551,0,100
E00153552,1.4,98.6
E00153591,0.7,99.3
E00153592,0,100
E00153594,0.4,99.6
E00153595,2.5,97.5
E00153596,1.4,98.6
E00153597,0,100
E00153598,2.3,97.7
E00153599,2.3,97.7
E00153600,0,100
E00153601,0,100
E00153602,1.5,98.5
E00153603,0,100
E00153604,0.9,99.1
E00153605,1.9,98.1
E00153606,1.5,98.5
E00153607,1.9,98.1
E00153608,0,100
E00153609,0,100
E00153611,0,100
E00153612,0.6,99.4
E00153615,2.4,97.6
E00153634,0.6,99.4
E00153635,1.4,98.6
E00153636,1.7,98.3
E00153640,3.4,96.6
E00153641,1.8,98.2
E00153642,3,97
E00153644,1.3,98.7
E00153645,1.5,98.5
E00153646,0.6,99.4
E00153648,1.7,98.3
E00153649,1.5,98.5
E00153650,0,100
E00153651,0.6,99.4
E00153652,0,100
E00153653,2.2,97.8
E00153654,1.6,98.4
E00153655,0,100
E00153671,1.4,98.6
E00153672,0,100
E00153673,0.8,99.2
E00153674,0,100
E00153675,1.6,98.4
E00153676,0.9,99.1
E00153677,0,100
E00153678,0.5,99.5
E00153679,0.6,99.4
E00153680,2.3,97.7
E00153681,0,100
E00153682,0,100
E00153683,0,100
E00153684,0.8,99.2
E00153695,0,100
E00153703,0,100
E00169911,0,100
E00169912,2.7,97.3
E00169917,0,100
E00169926,1.2,98.8
E00169927,0.8,99.2
E00169928,1.6,98.4
E00169929,1.1,98.9
E00169938,0.8,99.2
E00169939,0,100
E00169940,0.8,99.2
E00169941,0.8,99.2
E00169942,0.8,99.2
E00169943,2.3,97.7
E00169944,3.2,96.8
E00169945,0,100
E00169946,0.7,99.3
E00173676,0,100
E00173679,0,100
E00173680,0,100
E00173682,0,100
E00173683,0,100
E00173685,0,100
E00173686,0,100
E00173690,0.8,99.2
E00173693,0,100
E00173694,0,100
E00173696,0,100
E00173697,0,100
E00183328,0.6,99.4
E00183338,0,100
E00183339,0,100
E00183343,0,100
E00183345,0,100
E00183354,0.8,99.2
