geography_code,disability_3a-001,disability_3a-002
E00015203,27.8,72.3
E00015207,13,87
E00015208,12,88
E00015209,10.4,89.6
E00015210,13.4,86.6
E00015211,13.3,86.7
E00015212,16.3,83.7
E00015213,14.3,85.7
E00015214,13.5,86.5
E00015215,11.1,88.9
E00015216,12.8,87.2
E00015217,10.3,89.7
E00015218,10.4,89.6
E00015219,6.4,93.6
E00015220,11.4,88.6
E00015221,15.5,84.5
E00015222,7.4,92.6
E00015223,11.6,88.4
E00015224,21.6,78.4
E00015225,18.8,81.2
E00015226,17.5,82.5
E00015227,15.3,84.7
E00015228,12.5,87.5
E00015283,6.4,93.6
E00015285,16.5,83.5
E00015288,12.5,87.5
E00015291,11.5,88.5
E00015341,17.2,82.8
E00015343,18.5,81.5
E00015344,19.7,80.3
E00015345,10.4,89.6
E00015346,17.1,82.9
E00015347,13.9,86.1
E00015348,12.3,87.7
E00015349,10.7,89.3
E00015350,20.5,79.5
E00015351,11.1,88.9
E00015352,9.7,90.3
E00015354,12.9,87.1
E00015355,16.7,83.3
E00015356,21,79
E00015357,14.6,85.4
E00015358,25.1,74.9
E00015359,14.2,85.8
E00015360,14,86
E00015361,13.1,86.9
E00015362,11.9,88.1
E00015363,18.7,81.3
E00015364,10.2,89.8
E00015366,12.7,87.3
E00015367,14.7,85.3
E00015368,11.2,88.8
E00015369,16.7,83.3
E00015370,9.9,90.1
E00015371,16.6,83.4
E00015372,12.9,87.1
E00015373,13.1,86.9
E00015374,16.3,83.7
E00015375,11.6,88.4
E00015376,17.7,82.3
E00015378,18.7,81.3
E00015379,15.4,84.6
E00015380,18.7,81.3
E00015381,13.4,86.6
E00015382,8.5,91.5
E00015383,12.8,87.2
E00015384,9.5,90.5
E00015385,23.7,76.3
E00015386,13.9,86.1
E00015387,13.3,86.7
E00015388,12.5,87.5
E00015389,18.2,81.8
E00015390,13.6,86.4
E00015391,18.3,81.7
E00015392,18.9,81.1
E00015393,18,82
E00015394,9.3,90.7
E00015395,18.4,81.6
E00015397,11.1,88.9
E00015398,11.8,88.2
E00015400,7.9,92.1
E00015401,21,79
E00015402,11.7,88.3
E00015403,12.7,87.3
E00015404,11.6,88.4
E00015405,16,84
E00015406,15.1,84.9
E00015407,13.4,86.6
E00015408,16.9,83.1
E00015409,17.8,82.2
E00015410,9.6,90.4
E00015411,10.8,89.2
E00015412,12.2,87.8
E00015413,9,91
E00015414,14,86
E00015416,9.6,90.4
E00015417,11.3,88.7
E00015419,9.4,90.6
E00015421,14.3,85.7
E00015422,19.5,80.5
E00015423,11.7,88.3
E00015424,13.3,86.7
E00015425,10.4,89.6
E00015426,10.3,89.7
E00015427,16.7,83.3
E00015428,4.4,95.6
E00015429,13.5,86.5
E00015430,13,87
E00015431,11.7,88.3
E00015432,11.5,88.5
E00015433,12.1,87.9
E00015434,10.3,89.7
E00015484,17.6,82.4
E00015485,12.7,87.3
E00015486,24,76
E00015487,19,81
E00015488,9.8,90.2
E00015489,10.2,89.8
E00015491,14.4,85.6
E00015492,23.3,76.7
E00015493,13.5,86.5
E00015494,10.8,89.2
E00015495,12.3,87.7
E00015496,24.4,75.6
E00015497,16.9,83.1
E00015498,13.9,86.1
E00015499,14.3,85.7
E00015501,7.9,92.1
E00015502,11.3,88.7
E00015503,14.2,85.8
E00015504,10.3,89.7
E00015505,8.3,91.7
E00015506,19.7,80.3
E00015507,12.6,87.4
E00015508,12.9,87.1
E00015509,9.6,90.4
E00015510,13.9,86.1
E00015511,7.6,92.4
E00015512,14.5,85.5
E00015513,15.5,84.5
E00015514,17.3,82.7
E00015515,16.2,83.8
E00015516,17.4,82.6
E00015517,14,86
E00015518,13.7,86.3
E00015519,14.2,85.8
E00015520,10.4,89.6
E00015522,11.1,88.9
E00015523,12.4,87.6
E00015524,14.7,85.3
E00015525,13.7,86.3
E00015574,12.4,87.6
E00015575,9.2,90.8
E00015576,10.5,89.5
E00015577,10.9,89.1
E00015578,13.5,86.5
E00015579,7.9,92.1
E00015580,17.3,82.7
E00015581,11.7,88.3
E00015582,11,89
E00015583,15.1,84.9
E00015592,9.4,90.6
E00015593,16.1,83.9
E00015596,23.4,76.6
E00015597,19.4,80.6
E00015598,13.7,86.3
E00015602,7.8,92.2
E00015605,13.2,86.8
E00015606,17.1,82.9
E00015607,9.9,90.1
E00015609,10.5,89.5
E00015611,12.5,87.5
E00015612,16.5,83.5
E00015613,10.8,89.2
E00015614,12.6,87.4
E00015615,14.9,85.1
E00015616,11.7,88.3
E00015617,19.8,80.2
E00015618,9.2,90.8
E00015619,13.1,86.9
E00015621,7.3,92.7
E00015631,13.5,86.5
E00015633,5.7,94.3
E00015639,27.9,72.1
E00015640,17.2,82.8
E00015641,15.7,84.3
E00015642,14.8,85.2
E00015643,11,89
E00015644,3.6,96.4
E00015645,9.1,90.9
E00015646,26,74
E00015647,7.5,92.5
E00015648,12.2,87.8
E00015649,16.4,83.6
E00015650,15.5,84.5
E00015651,12.9,87.1
E00015652,11.1,88.9
E00015653,5.7,94.3
E00015654,19.1,80.9
E00015655,12.7,87.3
E00015656,21.8,78.2
E00015657,10.2,89.8
E00015658,18.3,81.7
E00015659,13.6,86.4
E00015754,16.6,83.4
E00015755,17.3,82.7
E00015756,15.5,84.5
E00015757,18.2,81.8
E00015758,15.2,84.8
E00015759,12.5,87.5
E00015760,11.8,88.2
E00015761,10.2,89.8
E00015763,16.4,83.6
E00015764,16.3,83.7
E00015765,9.2,90.8
E00015766,12.4,87.6
E00015767,12.3,87.7
E00015768,12.2,87.8
E00015769,8.1,91.9
E00015770,11.3,88.7
E00015771,13.4,86.6
E00015772,13.3,86.7
E00015773,8,92
E00015774,13.9,86.1
E00015775,12.2,87.8
E00015776,8.8,91.2
E00015777,20.6,79.4
E00015778,17.1,82.9
E00015779,10.3,89.7
E00015781,12.6,87.4
E00015782,12.4,87.6
E00015783,11.7,88.3
E00015784,10.4,89.6
E00015785,17.5,82.5
E00015786,8.2,91.8
E00015787,13.3,86.7
E00015788,14.3,85.7
E00015789,9.2,90.8
E00015790,14.9,85.1
E00015791,12.3,87.7
E00015792,14,86
E00015794,12.9,87.1
E00015795,21.3,78.7
E00015796,6.8,93.2
E00015798,13.5,86.5
E00015799,15.3,84.7
E00016021,14.3,85.7
E00016043,14.1,85.9
E00016044,13.4,86.6
E00016045,9.6,90.4
E00016046,14.2,85.8
E00016047,13.7,86.3
E00016048,14.9,85.1
E00016049,12.1,87.9
E00016050,11.3,88.7
E00016051,8.9,91.1
E00016066,10,90
E00016067,14.9,85.1
E00016068,12.2,87.8
E00016069,15.6,84.4
E00016070,15.1,84.9
E00016071,15.4,84.6
E00016072,21.8,78.2
E00016073,16.9,83.1
E00016074,17.9,82.1
E00016075,12.3,87.7
E00016076,19.6,80.4
E00016077,12.2,87.8
E00016078,24.8,75.2
E00016079,14.1,85.9
E00016080,16.3,83.7
E00016083,18.3,81.7
E00016084,11,89
E00016086,10.9,89.1
E00016087,8.3,91.7
E00016088,18.1,81.9
E00016089,19.1,80.9
E00016090,11.2,88.8
E00016091,16.2,83.8
E00016092,15.8,84.2
E00016093,7.2,92.8
E00016094,14,86
E00016096,16,84
E00016097,12.1,87.9
E00016098,16.5,83.5
E00016100,11.2,88.8
E00016101,20.2,79.8
E00016102,9.2,90.8
E00016103,14.5,85.5
E00016104,8.8,91.2
E00016105,12.9,87.1
E00016106,15.1,84.9
E00016107,17.9,82.1
E00016108,16.4,83.6
E00016109,11.7,88.3
E00016110,16.7,83.3
E00016111,15.2,84.8
E00019687,26.7,73.3
E00019694,9.3,90.7
E00019695,6.1,93.9
E00019703,12,88
E00019711,15.9,84.1
E00019718,20.7,79.3
E00019723,19.1,80.9
E00019724,12.1,87.9
E00019725,14.7,85.3
E00019726,15.4,84.6
E00019727,14.1,85.9
E00019728,15.8,84.2
E00019729,15,85
E00019731,14.8,85.2
E00019732,13.3,86.7
E00019733,29.2,70.8
E00019734,14.8,85.2
E00019735,12.3,87.7
E00019736,11.8,88.2
E00019737,22.2,77.8
E00019739,19.4,80.6
E00019741,12.8,87.2
E00019742,16.5,83.5
E00019743,16.1,83.9
E00019744,9.6,90.4
E00019745,13.7,86.3
E00019746,16.6,83.4
E00019747,17.5,82.5
E00019748,12.3,87.7
E00019749,10.6,89.4
E00019750,15.2,84.8
E00019751,19.3,80.7
E00019753,12.5,87.5
E00019755,21.5,78.5
E00019756,12,88
E00019757,15.2,84.8
E00019758,13.7,86.3
E00019759,12.7,87.3
E00019760,11.6,88.4
E00019761,17.6,82.4
E00019762,11.6,88.4
E00019763,12.5,87.5
E00019764,11.1,88.9
E00019765,12.2,87.8
E00019995,10.2,89.8
E00019997,12,88
E00020133,10.8,89.2
E00020134,15.2,84.8
E00020383,15.5,84.5
E00020387,13.6,86.4
E00020396,12.9,87.1
E00020401,16.8,83.2
E00020405,15.3,84.7
E00020409,16.1,83.9
E00020410,8.9,91.1
E00020411,12.5,87.5
E00020412,9.7,90.3
E00020413,17.7,82.3
E00020505,21.2,78.8
E00020507,10.8,89.2
E00020510,11.6,88.4
E00020513,9.4,90.6
E00020514,7.1,92.9
E00020515,7.5,92.5
E00020516,7.6,92.4
E00020517,9.2,90.8
E00020518,11.5,88.5
E00171519,9.7,90.3
E00171524,12.4,87.6
E00171525,12.3,87.7
E00171531,12.6,87.4
E00171532,14.8,85.2
E00171551,7.4,92.6
E00177482,15.2,84.8
E00177485,10,90
E00177486,13.1,86.9
E00177509,4.2,95.8
E00177514,6.9,93.1
E00177525,20.4,79.6
E00177530,15.2,84.8
E00177533,14.5,85.5
E00177534,13,87
E00177536,9.9,90.1
E00177541,14.8,85.2
E00177552,12.3,87.7
E00177554,3.5,96.5
E00177557,44.8,55.2
E00177564,13,87
E00177585,10.8,89.2
E00177596,11.3,88.7
E00177609,6.3,93.8
E00177611,7.1,92.9
E00177612,6.3,93.8
E00177621,6,94
E00177625,13.3,86.7
E00177627,8.9,91.1
E00177628,15,85
E00177629,21.4,78.6
E00177631,6.5,93.5
E00177635,12.1,87.9
E00177638,12.8,87.2
E00177642,6.6,93.4
E00177650,12.4,87.6
E00177654,17.9,82.1
E00177655,8.6,91.4
E00177657,13.3,86.7
E00177663,18.9,81.1
E00177668,10.8,89.2
E00177669,4.3,95.7
E00177673,15.3,84.7
E00177682,14.4,85.6
E00177685,11.7,88.3
E00177692,12.4,87.6
