geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00015203,57.5,42.5
E00015207,69.3,30.7
E00015208,66.9,33.1
E00015209,73.3,26.7
E00015210,68.9,31.1
E00015211,65.3,34.7
E00015212,75.1,24.9
E00015213,66.5,33.5
E00015214,68.9,31.1
E00015215,66.9,33.1
E00015216,58.7,41.3
E00015217,63.2,36.8
E00015218,76.4,23.6
E00015219,68.3,31.7
E00015220,64,36
E00015221,76.2,23.8
E00015222,67.4,32.6
E00015223,66,34
E00015224,61.3,38.7
E00015225,65.3,34.7
E00015226,60.5,39.5
E00015227,61.7,38.3
E00015228,60.2,39.8
E00015283,67.5,32.5
E00015285,64.7,35.3
E00015288,65.1,34.9
E00015291,63.4,36.6
E00015341,56.7,43.3
E00015343,65,35
E00015344,60.9,39.1
E00015345,71.6,28.4
E00015346,70.9,29.1
E00015347,67.1,32.9
E00015348,68.4,31.6
E00015349,68.3,31.7
E00015350,64.8,35.2
E00015351,69.5,30.5
E00015352,69.2,30.8
E00015354,69.3,30.7
E00015355,60.1,39.9
E00015356,41.7,58.3
E00015357,55.7,44.3
E00015358,50.5,49.5
E00015359,53.6,46.4
E00015360,55.1,44.9
E00015361,56.1,43.9
E00015362,51.8,48.2
E00015363,57.8,42.2
E00015364,51.5,48.5
E00015366,55.5,44.5
E00015367,57.8,42.2
E00015368,46.9,53.1
E00015369,51.8,48.2
E00015370,54.2,45.8
E00015371,56.4,43.6
E00015372,58.3,41.7
E00015373,61.4,38.6
E00015374,57.8,42.2
E00015375,51.2,48.8
E00015376,67.6,32.4
E00015378,60,40
E00015379,67.8,32.2
E00015380,58,42
E00015381,57,43
E00015382,59.3,40.7
E00015383,51.9,48.1
E00015384,64.8,35.2
E00015385,46.6,53.4
E00015386,67.9,32.1
E00015387,70.3,29.7
E00015388,43.8,56.3
E00015389,61.1,38.9
E00015390,66.9,33.1
E00015391,68.4,31.6
E00015392,63.1,36.9
E00015393,66.4,33.6
E00015394,68.4,31.6
E00015395,64.2,35.8
E00015397,66.7,33.3
E00015398,52.7,47.3
E00015400,59.1,40.9
E00015401,49.3,50.7
E00015402,53.1,46.9
E00015403,46.3,53.7
E00015404,38.4,61.6
E00015405,43.7,56.3
E00015406,55.8,44.2
E00015407,50,50
E00015408,46.2,53.8
E00015409,43,57
E00015410,59,41
E00015411,55.4,44.6
E00015412,71,29
E00015413,52.2,47.8
E00015414,55.1,44.9
E00015416,69.5,30.5
E00015417,59.2,40.8
