geography_code,heating_type_3a-001,heating_type_3a-002
E00015203,3.7,96.3
E00015207,1.6,98.4
E00015208,2.4,97.6
E00015209,1.3,98.7
E00015210,0.8,99.2
E00015211,1.6,98.4
E00015212,0,100
E00015213,0.7,99.3
E00015214,2.1,97.9
E00015215,0.8,99.2
E00015216,5.6,94.4
E00015217,0.7,99.3
E00015218,1.8,98.2
E00015219,1,99
E00015220,0.9,99.1
E00015221,0.7,99.3
E00015222,2.2,97.8
E00015223,2.5,97.5
E00015224,1.5,98.5
E00015225,2.3,97.7
E00015226,3.2,96.8
E00015227,3.7,96.3
E00015228,3.3,96.7
E00015283,3.8,96.2
E00015285,5.2,94.8
E00015288,3.1,96.9
E00015291,2.3,97.7
E00015341,0.8,99.2
E00015343,3.6,96.4
E00015344,1.3,98.7
E00015345,0.7,99.3
E00015346,2.3,97.7
E00015347,2.5,97.5
E00015348,0.8,99.2
E00015349,1.8,98.2
E00015350,1.8,98.2
E00015351,2.8,97.2
E00015352,1.4,98.6
E00015354,4.2,95.8
E00015355,3.8,96.2
E00015356,2.5,97.5
E00015357,0,100
E00015358,2.2,97.8
E00015359,3.8,96.2
E00015360,1.6,98.4
E00015361,2.1,97.9
E00015362,4.4,95.6
E00015363,2.4,97.6
E00015364,3.4,96.6
E00015366,7.6,92.4
E00015367,3.1,96.9
E00015368,0,100
E00015369,2,98
E00015370,0,100
E00015371,2.3,97.7
E00015372,2.9,97.1
E00015373,1.5,98.5
E00015374,2.4,97.6
E00015375,2.5,97.5
E00015376,3.3,96.7
E00015378,2,98
E00015379,0,100
E00015380,0.9,99.1
E00015381,2.2,97.8
E00015382,2.3,97.7
E00015383,2.7,97.3
E00015384,1.6,98.4
E00015385,1.8,98.2
E00015386,5.1,94.9
E00015387,1.3,98.7
E00015388,0.8,99.2
E00015389,2.9,97.1
E00015390,2.1,97.9
E00015391,5.9,94.1
E00015392,1.5,98.5
E00015393,2.2,97.8
E00015394,1.1,98.9
E00015395,5.8,94.2
E00015397,1.8,98.2
E00015398,2.1,97.9
E00015400,4,96
E00015401,4.3,95.7
E00015402,1.5,98.5
E00015403,2.9,97.1
E00015404,1.5,98.5
E00015405,2.2,97.8
E00015406,1,99
E00015407,0.9,99.1
E00015408,1.4,98.6
E00015409,1.7,98.3
E00015410,6.9,93.1
E00015411,6.9,93.1
E00015412,3,97
E00015413,12.6,87.4
E00015414,6.7,93.3
E00015416,1.3,98.7
E00015417,2.8,97.2
E00015419,1.5,98.5
E00015421,0.8,99.2
E00015422,1.7,98.3
E00015423,3.1,96.9
E00015424,0,100
E00015425,1.1,98.9
E00015426,0,100
E00015427,1.5,98.5
E00015428,1.9,98.1
E00015429,4.5,95.5
E00015430,2.1,97.9
E00015431,0.8,99.2
E00015432,0,100
E00015433,0.6,99.4
E00015434,2.9,97.1
E00015484,1.3,98.8
E00015485,0.7,99.3
E00015486,1,99
E00015487,3.4,96.6
E00015488,0.5,99.5
E00015489,0,100
E00015491,1.5,98.5
E00015492,2.8,97.2
E00015493,0.6,99.4
E00015494,4.5,95.5
E00015495,2.5,97.5
E00015496,3.9,96.1
E00015497,2.2,97.8
E00015498,2.4,97.6
E00015499,3.4,96.6
E00015501,0.8,99.2
E00015502,4.1,95.9
E00015503,1.5,98.5
E00015504,0,100
E00015505,0,100
E00015506,2.7,97.3
E00015507,2.6,97.4
E00015508,1.4,98.6
E00015509,1.5,98.5
E00015510,3.2,96.8
E00015511,1.7,98.3
E00015512,0,100
E00015513,0,100
E00015514,0.8,99.2
E00015515,5,95
E00015516,1.6,98.4
E00015517,0,100
E00015518,3.2,96.8
E00015519,0,100
E00015520,2.6,97.4
E00015522,1.2,98.8
E00015523,4.9,95.1
E00015524,0.6,99.4
E00015525,1.7,98.3
E00015574,1.4,98.6
E00015575,2.7,97.3
E00015576,3.8,96.2
E00015577,0,100
E00015578,3,97
E00015579,4.2,95.8
E00015580,3.2,96.8
E00015581,1.8,98.2
E00015582,2.2,97.8
E00015583,4.2,95.8
E00015592,2.9,97.1
E00015593,0.7,99.3
E00015596,5,95
E00015597,2.6,97.4
E00015598,3.6,96.4
E00015602,1.5,98.5
E00015605,2.4,97.6
E00015606,3.3,96.7
E00015607,2.5,97.5
E00015609,1.7,98.3
E00015611,6.5,93.5
E00015612,1.6,98.4
E00015613,5.9,94.1
E00015614,3.7,96.3
E00015615,2,98
E00015616,1.7,98.3
