geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00015203,74.8,2.5,22.7
E00015207,80.7,3.9,15.4
E00015208,72.1,8.9,18.9
E00015209,80.4,3.5,16.1
E00015210,75.5,6.3,18.2
E00015211,68.7,9.2,22.1
E00015212,80.8,2.1,17.1
E00015213,69.8,7.5,22.6
E00015214,83.5,0.3,16.2
E00015215,78.6,5.6,15.8
E00015216,65.9,3.9,30.2
E00015217,70.3,4.3,25.4
E00015218,76.2,7.1,16.7
E00015219,73,5.1,21.9
E00015220,73.3,6.1,20.6
E00015221,82.6,3.5,13.9
E00015222,77.1,3.9,18.9
E00015223,72,4.8,23.2
E00015224,76.7,4.2,19.2
E00015225,77.1,5.7,17.2
E00015226,81.4,3.9,14.7
E00015227,72.9,4.9,22.2
E00015228,60.9,9.8,29.3
E00015283,68.2,6.7,25.2
E00015285,72.8,4.9,22.4
E00015288,72.3,6.1,21.6
E00015291,72,5.4,22.6
E00015341,59.2,6,34.8
E00015343,82.2,4.1,13.7
E00015344,82.4,3.3,14.3
E00015345,75,8.6,16.4
E00015346,81.3,1.3,17.3
E00015347,78.4,3.6,18
E00015348,80.1,7.6,12.3
E00015349,76.8,5.2,18
E00015350,81,3.1,15.9
E00015351,81.7,4.9,13.5
E00015352,73.5,3.2,23.2
E00015354,79.1,4.3,16.6
E00015355,69.8,7,23.2
E00015356,70,2.2,27.8
E00015357,80.6,3,16.4
E00015358,64,8.1,27.9
E00015359,73.9,2.9,23.3
E00015360,75.9,3.4,20.6
E00015361,76.7,1.5,21.8
E00015362,64.7,5.6,29.6
E00015363,69.5,5.5,25
E00015364,69.2,4.4,26.4
E00015366,74.2,2.9,22.9
E00015367,74.5,4,21.5
E00015368,69.6,2.9,27.4
E00015369,71.5,4.7,23.7
E00015370,59.9,5.4,34.7
E00015371,74.5,2.4,23.1
E00015372,84,2.8,13.2
E00015373,69.7,5.6,24.7
E00015374,69.1,7.9,23
E00015375,70.7,3.7,25.7
E00015376,86.1,0.8,13.1
E00015378,79.1,2.4,18.5
E00015379,81.9,6.3,11.8
E00015380,76.5,1.7,21.8
E00015381,78.4,2.8,18.8
E00015382,64.7,5,30.3
E00015383,67.9,1.8,30.3
E00015384,71.7,6.9,21.4
E00015385,76.2,9.3,14.5
E00015386,77.4,4,18.7
E00015387,79.4,4.7,15.9
E00015388,81.8,1.4,16.9
E00015389,74.4,2.4,23.2
E00015390,79.2,3.6,17.3
E00015391,74.3,7.8,17.9
E00015392,78.1,1.4,20.5
E00015393,77.7,1.5,20.8
E00015394,76.4,3.7,19.9
E00015395,81,1.6,17.5
E00015397,75.7,5.2,19.2
E00015398,64.6,6.8,28.6
E00015400,70.4,2.9,26.7
E00015401,59,4,36.9
E00015402,73.3,3.7,23
E00015403,64.8,2.6,32.6
E00015404,48.7,2.7,48.7
E00015405,65.2,1.2,33.6
E00015406,66.5,3.1,30.4
E00015407,64.6,5.4,30
E00015408,62.8,4.8,32.4
