geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00074503,2.2,0,4,92.3,1.5
E00074504,0.5,0.9,4.7,93.9,0
E00074505,1.9,0,3.3,94.8,0
E00074506,1.9,0.3,1.9,96,0
E00074507,0.3,0.3,1.4,98,0
E00074508,0,4.3,2.2,93.5,0
E00074509,4.7,0,1.7,93.6,0
E00074510,2.3,0,1.5,95.8,0.4
E00074511,0.7,0.4,1.5,96.7,0.7
E00074512,1.1,0,1.1,97.5,0.3
E00074513,0.6,0.3,1.9,97.1,0
E00074514,0.8,0.3,3.2,95.5,0.3
E00074515,0.3,0.6,2.3,95.8,1
E00074516,0.4,0.4,2.5,95.7,1.1
E00074517,0.9,0,2.5,96.5,0
E00074518,1.5,3.7,1.9,93,0
E00074519,2.8,0,1.9,95,0.3
E00074520,1.2,0.3,0.9,97.3,0.3
E00074521,0,0,0.3,99.7,0
E00074522,1.5,1.5,1.8,95.1,0
E00074523,0.8,0,2.2,97,0
E00074524,0.3,1.3,1.6,96.4,0.3
E00074525,1.2,1.2,0.4,97.2,0
E00074526,1.6,0,0.4,98,0
E00074527,1.2,0,1.6,95.7,1.6
E00074528,0,0,0,100,0
E00074529,1.2,0.6,1.8,96.4,0
E00074530,2.4,0,1.9,95.7,0
E00074531,1.3,0.3,3.3,95.1,0
E00074532,2.1,0.3,2.7,94.9,0
E00074533,0,1.1,0,97.8,1.1
E00074534,0.8,0.4,1.2,97.6,0
E00074535,3.2,0.3,0.3,96.1,0
E00074536,0,0,0.8,98.8,0.4
E00074537,0.3,0,1.4,97.9,0.3
E00074538,0.7,0,1.7,97.6,0
E00074539,0.3,0.3,2.7,96.7,0
E00074540,0.8,0,3,95.5,0.8
E00074541,0.3,0,0.6,99.1,0
E00074542,0,0,0.4,98.9,0.7
E00074543,8.3,0.5,0.5,90.3,0.5
E00074544,0.5,0,0,98.4,1
E00074545,0,0.9,0.9,97.8,0.3
E00074546,1.3,0.3,1,97.4,0
E00074547,0,0,0.3,99.4,0.3
E00074548,0.3,0.7,1,96.7,1.3
E00074549,1.4,0,0,98.3,0.3
E00074550,0.3,0,0.9,98.8,0
E00074551,0,0,0,100,0
E00074552,0.4,2.6,0.8,96.2,0
E00074553,0,0.4,2.1,96.8,0.7
E00074554,0.8,0,0.4,98.8,0
E00074555,0.4,2.2,1.3,95.6,0.4
E00074556,0,0.4,0.7,98.9,0
E00074557,0,0,1,98.6,0.3
E00074558,0.3,0,1.3,98.1,0.3
E00074559,0,0.6,0.6,98.7,0
E00074560,2.6,0,0.7,96.3,0.4
E00074561,0,0,0.3,97.3,2.4
E00074562,0.4,0,0,99.3,0.4
E00074563,0.4,0,0.9,98.3,0.4
E00074564,0,0.4,0,99.2,0.4
E00074565,1.4,0,2.4,95.5,0.7
E00074566,2,0.7,1.7,95.6,0
E00074567,0,0.3,1.6,97.7,0.3
E00074568,0.4,0,0,99.1,0.4
E00074569,4.1,0.7,1.4,93.9,0
E00074570,0.8,0,0.8,98.3,0
E00074571,0.3,0,0.3,99.3,0
E00074572,4,0,2.5,93.5,0
E00074573,2.1,0,0.7,96.9,0.3
E00074574,4.9,0.6,1.4,92.8,0.3
E00074575,2,0,2.4,95.5,0
E00074605,0.3,0.6,1.6,97.4,0
E00075064,0.2,0,0.9,98.9,0
W00007025,0.3,0,2.2,97.2,0.3
W00007027,0,0,0.4,98.9,0.7
W00007038,1.1,0,3.5,95.4,0
W00007041,0,0.9,0.9,96.5,1.6
W00007042,3.9,0.3,1,94.8,0
W00007043,3.5,0,0.4,96,0
W00007044,0.4,0,3,95.5,1.1
W00007046,0,0.3,2.6,96.7,0.3
W00007047,1.3,0,1.6,97.1,0
W00007048,1,0,1.3,97.7,0
W00007099,0,0,0,100,0
W00007100,0,0.3,0.9,97.6,1.2
W00007361,1.4,0.5,1.4,96.7,0
W00007362,0,0.6,2.9,96.5,0
W00007363,0,0.4,1.1,96.8,1.8
W00007364,0.6,0,0,99.4,0
W00007365,0.7,1.4,1,96.9,0
W00007366,0,0,1.2,95.8,3
W00007367,0,0,2.3,97.4,0.4
W00007368,0,1,1.3,97.7,0
W00007369,0,0,0,99.6,0.4
W00007370,1.3,0,1.1,96.7,0.9
W00007371,0,1.2,1.2,97.6,0
