geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00074503,88.8,1.1,10
E00074504,79,5.4,15.6
E00074505,83.9,2.5,13.6
E00074506,73.3,4,22.7
E00074507,87.9,2,10.1
E00074508,68.2,8.1,23.7
E00074509,83.5,3.1,13.4
E00074510,78.6,1.9,19.5
E00074511,84.9,6.3,8.9
E00074512,82.4,4.1,13.5
E00074513,90.4,1.6,8
E00074514,75.9,5.5,18.6
E00074515,86,1.6,12.3
E00074516,66.5,1.8,31.7
E00074517,72.3,5,22.6
E00074518,76.9,7.1,16
E00074519,91.6,1.6,6.9
E00074520,79.4,6.8,13.9
E00074521,84.3,5,10.7
E00074522,82.8,6.3,10.9
E00074523,86.5,3.3,10.2
E00074524,84.8,6.3,8.9
E00074525,82.9,5.3,11.8
E00074526,93.1,2.8,4
E00074527,84.4,8.2,7.4
E00074528,85.8,6.4,7.8
E00074529,86.4,1.8,11.7
E00074530,80.9,7.2,12
E00074531,80.1,2.3,17.6
E00074532,91.5,4.3,4.3
E00074533,86.3,3.3,10.4
E00074534,81.1,8.8,10
E00074535,87.5,2.6,9.8
E00074536,84.3,2.9,12.8
E00074537,78,3.7,18.3
E00074538,85.7,1.7,12.6
E00074539,84.4,4,11.6
E00074540,78.4,2.2,19.3
E00074541,82.4,1.3,16.3
E00074542,80.1,6.4,13.5
E00074543,75.3,9.8,14.9
E00074544,77.1,13,9.9
E00074545,88.9,1.9,9.2
E00074546,88.1,5,6.9
E00074547,85.1,1.7,13.1
E00074548,88.2,4.9,6.9
E00074549,87.8,4.2,8
E00074550,91.8,1.3,6.9
E00074551,89.7,3.7,6.6
E00074552,84.5,4.5,10.9
E00074553,86.1,0.4,13.5
E00074554,76.9,3.5,19.6
E00074555,79.3,6.6,14.1
E00074556,82.8,5.1,12
E00074557,81.2,6.2,12.7
E00074558,88.6,1.3,10.1
E00074559,86.8,2.3,10.9
E00074560,85.4,1.9,12.7
E00074561,87.7,2.4,9.9
E00074562,69.5,2.5,28
E00074563,88.3,2.6,9.1
E00074564,86.6,2.4,11
E00074565,78.7,6.9,14.4
E00074566,84.9,5.4,9.7
E00074567,88.9,1,10.2
E00074568,86.2,3.4,10.3
E00074569,80.3,7.1,12.5
