geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00100731,44.3,29.9,10.2,15.6
E00100735,46.7,20.7,15.6,17
E00100736,46.2,21.7,0.9,31.1
E00101124,62.3,30.2,5.7,1.9
E00101125,52.8,32.3,2.4,12.6
E00101126,62.5,28.7,0.7,8.1
E00101127,59.2,33.8,1.5,5.4
E00101129,59.6,29.3,1,10.1
E00101130,20.8,21.7,11.3,46.2
E00101131,3.8,21.3,62.5,12.5
E00101220,54.2,33.6,0.8,11.5
E00101230,39,24.4,0.8,35.8
E00101231,48.8,31.4,0.8,19
E00101232,48.2,29.8,1.8,20.2
E00101233,61.4,28.3,0,10.2
E00101234,45.8,30.5,0.8,22.9
E00101235,44.7,34.1,0,21.1
E00101237,59.2,31.7,1.7,7.5
E00101450,28.7,29.8,0.5,41
E00101451,35.9,22.9,19.1,22.1
E00101452,31,19.4,11,38.7
E00101453,35.5,21,28.2,15.3
E00101455,22.1,39.7,29.4,8.8
E00101456,12,29.7,50,8.2
E00101457,36.2,43.7,4.5,15.6
E00101458,64.9,20.1,3,11.9
E00101459,55.4,28.5,4.6,11.5
E00101460,66.7,19.8,0,13.5
E00101469,52.5,25.4,3.4,18.6
E00101470,57.3,24.4,4.9,13.4
E00101471,52.8,33.3,0,13.9
E00101472,39.2,26.2,26.9,7.7
E00101473,49.2,30.4,5.2,15.2
E00101504,57.4,22.1,4.4,16.2
E00101506,48.3,27.3,4.1,20.3
E00101507,56.6,29.5,3.9,10.1
E00101508,46.3,31.5,9.3,13
E00101509,56.3,22.9,2.1,18.8
E00101565,48.6,34,1.4,16
E00101566,49.6,14.2,22,14.2
E00101567,52,31.2,5.2,11.6
E00101568,24.5,25,6.6,43.9
E00101569,40.2,28.5,17.3,14
E00101570,37,32.6,15.6,14.8
E00101571,42,33.3,7.2,17.4
E00101572,26.5,6.8,50.3,16.3
E00101573,6.5,10,21.8,61.8
E00101574,46.8,36.2,0.7,16.3
E00101575,20.1,17.5,18.8,43.5
E00101576,65.2,20.5,2.3,12.1
E00101610,31.9,25.6,23.8,18.8
E00101611,43.7,22.7,4.2,29.4
E00101612,52.3,33.3,6.8,7.6
E00101613,47.2,27.6,1.6,23.6
E00101614,35.9,26.1,33.7,4.3
E00101615,55.4,28.6,7.1,8.9
E00101616,61.7,18.3,5,15
E00101617,60.7,23.1,0,16.2
E00101618,57.2,31.2,0,11.6
E00101619,39.7,32.8,19.8,7.6
E00101620,65.2,24.7,0,10.1
E00101621,52.5,24.1,2.1,21.3
E00101622,42.6,33.3,9.9,14.2
E00101623,53.2,27,0,19.9
E00101624,37.7,25.3,27.3,9.7
E00101625,48.9,28.9,1.5,20.7
E00101626,62.8,15.9,6.2,15
E00101633,53.1,25.4,5.7,15.8
E00101634,51,26.8,10.5,11.8
E00101635,43.6,40,1.8,14.5
E00101636,48.1,34.3,5.6,12
E00101637,52.4,32.9,3,11.6
E00101638,59.4,24.5,1.4,14.7
E00101639,52.3,21.5,14.6,11.5
E00101640,52.6,35.6,0.7,11.1
E00101641,48.3,27.9,14,9.9
E00101642,32.8,33.6,27,6.6
E00101643,55.2,27.6,5.2,12.1
E00101656,33.1,29.2,23.8,13.8
E00101657,33.5,30.1,4.4,32
E00101658,53.3,25.5,2.9,18.2
E00101659,47.8,37.3,1.5,13.4
