geography_code,heating_type_3a-001,heating_type_3a-002
E00055463,0.8,99.2
E00055469,3.8,96.2
E00055472,3.4,96.6
E00055478,3.2,96.8
E00055481,0.8,99.2
E00055486,0,100
E00055783,0.8,99.2
E00055784,3.8,96.2
E00055786,1.8,98.2
E00055787,2.8,97.2
E00055788,4,96
E00055789,3.7,96.3
E00055790,1.3,98.7
E00055791,1.8,98.2
E00055792,5,95
E00055793,2.5,97.5
E00055794,0.6,99.4
E00055795,0.7,99.3
E00055796,2,98
E00055797,1.9,98.1
E00055798,0.7,99.3
E00055799,1.4,98.6
E00055800,6.1,93.9
E00055801,2.9,97.1
E00055802,1.6,98.4
E00055803,3.3,96.7
E00055804,2.6,97.4
E00055805,0,100
E00055806,1.1,98.9
E00055807,0.8,99.2
E00055808,1.6,98.4
E00055809,0.8,99.2
E00055810,3.3,96.7
E00055811,2.2,97.8
E00055812,0.7,99.3
E00055813,3.4,96.6
E00055815,1.8,98.2
E00055816,1.3,98.7
E00055817,1.2,98.8
E00055818,3.4,96.6
E00055819,3.2,96.8
E00055820,3,97
E00055821,6.2,93.8
E00055822,4,96
E00055823,5.6,94.4
E00055824,0,100
E00055825,1,99
E00055826,0.7,99.3
E00055827,5.6,94.4
E00055828,0,100
E00055829,0,100
E00055830,1.3,98.7
E00055831,2.3,97.7
E00055832,1.5,98.5
E00055833,1,99
E00055834,0.7,99.3
E00055835,3.2,96.8
E00055836,4.9,95.1
E00055837,4,96
E00055838,2.2,97.8
E00055839,5.6,94.4
E00055840,3.9,96.1
E00055841,3.9,96.1
E00055842,3,97
E00055843,1.2,98.8
E00055844,0,100
E00055845,5.7,94.3
E00055846,4.1,95.9
E00055847,3.4,96.6
E00055848,2.7,97.3
E00055849,7,93
E00055850,1.2,98.8
E00055851,0.7,99.3
E00055852,0.8,99.2
E00055853,3.8,96.2
E00055854,0,100
E00055855,0,100
E00055856,0.9,99.1
E00055857,2,98
E00055858,0.9,99.1
E00055859,2.3,97.7
