geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00055463,89.1,10.9,0
E00055469,79.7,20.3,0
E00055472,89.3,10.7,0
E00055478,100,0,0
E00055481,94.2,5.8,0
E00055486,100,0,0
E00055783,100,0,0
E00055784,96.2,2.3,1.5
E00055786,99.1,0.9,0
E00055787,99.3,0.7,0
E00055788,84.6,14.9,0.6
E00055789,91.4,8.6,0
E00055790,83.8,16.2,0
E00055791,99.4,0.6,0
E00055792,88.5,11.5,0
E00055793,99.2,0.8,0
E00055794,75.5,24.5,0
E00055795,98.6,1.4,0
E00055796,87.9,12.1,0
E00055797,91.4,8.6,0
E00055798,95.9,3.4,0.7
E00055799,95.3,4.7,0
E00055800,95.1,4.9,0
E00055801,87.6,12.4,0
E00055802,100,0,0
E00055803,100,0,0
E00055804,70.4,29.6,0
E00055805,89.3,10.7,0
E00055806,100,0,0
E00055807,99.1,0.9,0
E00055808,98.4,1.6,0
E00055809,96.6,3.4,0
E00055810,100,0,0
E00055811,81.8,18.2,0
E00055812,100,0,0
E00055813,82.2,17.8,0
E00055815,69.9,30.1,0
E00055816,100,0,0
E00055817,87.9,12.1,0
E00055818,100,0,0
E00055819,78,22,0
E00055820,96.3,3,0.6
E00055821,91.1,8.9,0
E00055822,96.8,3.2,0
E00055823,79.2,20,0.8
E00055824,100,0,0
E00055825,89.7,10.3,0
E00055826,99.3,0.7,0
E00055827,98.4,1.6,0
E00055828,98.8,0.6,0.6
E00055829,78.1,21.9,0
E00055830,96.7,3.3,0
E00055831,99.3,0.7,0
E00055832,70.6,29.4,0
E00055833,68.3,31.7,0
E00055834,100,0,0
E00055835,93.6,6.4,0
E00055836,99.2,0.8,0
E00055837,99.2,0.8,0
E00055838,87.8,12.2,0
E00055839,95.1,4.9,0
E00055840,85,14.2,0.8
E00055841,95.3,4.7,0
E00055842,55.1,44.9,0
E00055843,66.1,33.9,0
E00055844,84.5,15.5,0
E00055845,99.3,0,0.7
E00055846,87.7,12.3,0
E00055847,97.9,2.1,0
E00055848,80.3,19.7,0
E00055849,56.3,43.8,0
E00055850,98.8,1.2,0
E00055851,100,0,0
E00055852,100,0,0
E00055853,100,0,0
E00055854,90.5,9.5,0
E00055855,99.2,0.8,0
E00055856,100,0,0
E00055857,100,0,0
E00055858,98.1,1.9,0
E00055859,82.2,17.8,0
E00055860,95.6,4.4,0
E00055861,99.2,0.8,0
E00055862,100,0,0
E00055863,88.9,11.1,0
E00055864,100,0,0
E00055865,100,0,0
E00055866,42.3,2.4,55.3
E00055867,99.2,0.8,0
E00055868,99.1,0.9,0
E00055869,99.2,0.8,0
E00055870,100,0,0
E00055871,95.3,4.7,0
E00055872,99,1,0
E00055873,97.4,1.9,0.6
E00055874,46.3,53.7,0
E00055875,98,2,0
E00055876,96.4,3.6,0
E00055877,100,0,0
E00055878,95.3,4.7,0
E00055879,71.2,28.8,0
E00055880,92.4,7.6,0
E00055881,96.7,3.3,0
E00055882,99.1,0.9,0
E00055883,99.1,0.9,0
E00055915,76.4,23.6,0
E00056150,100,0,0
E00056152,98.9,1.1,0
E00056153,99.3,0,0.7
E00056154,88.5,11.5,0
E00056155,82.7,16.5,0.8
E00056156,100,0,0
E00056157,69.7,30.3,0
E00056158,99.2,0.8,0
E00056161,91.9,8.1,0
E00056162,71.1,28.9,0
E00056164,78.1,21.9,0
E00056165,99.4,0.6,0
E00056166,93.4,6.6,0
E00056167,81.4,18.6,0
E00056168,99.3,0.7,0
E00056169,79.5,20.5,0
E00056170,97.2,2.8,0
E00056171,100,0,0
E00056172,48.1,51.9,0
E00056173,58.3,41.7,0
E00056174,100,0,0
E00056175,98.6,1.4,0
E00056176,98.8,1.2,0
E00056177,81.8,18.2,0
E00056178,90.1,9.9,0
E00056179,98.5,1.5,0
E00056180,98.3,0.8,0.8
E00056181,99.2,0.8,0
E00056182,98.6,1.4,0
E00056183,97.2,2.8,0
E00056184,100,0,0
E00056185,58.6,41.4,0
E00056186,92.6,7.4,0
E00056187,89.3,10.7,0
E00056188,85.3,14,0.7
E00056189,16.4,83.6,0
E00056190,91.9,8.1,0
E00056191,58.1,41.9,0
E00056192,77.6,22.4,0
E00056193,100,0,0
E00056194,100,0,0
E00056195,100,0,0
E00056196,100,0,0
E00056197,85.1,14.9,0
E00056198,93.1,6.2,0.8
E00056199,99.2,0.8,0
E00056200,97.4,2.6,0
E00056201,98.9,1.1,0
E00056202,97.7,2.3,0
E00056203,96.8,3.2,0
E00056264,88.3,11.2,0.5
E00056265,92,0.8,7.2
E00056266,100,0,0
E00056267,91.5,8.5,0
E00056268,83.9,16.1,0
E00056269,100,0,0
E00056270,100,0,0
E00056271,100,0,0
E00056272,98.4,1.6,0
E00056273,97.5,1.6,0.8
E00056274,100,0,0
E00056275,56.9,42.2,0.9
E00056276,95.7,4.3,0
E00056277,100,0,0
E00056278,100,0,0
E00056279,100,0,0
E00056281,99.1,0.9,0
E00056282,100,0,0
E00056283,90.2,4.1,5.7
E00056284,98.5,1.5,0
E00056285,99.3,0.7,0
E00056286,99.3,0.7,0
E00056287,98.3,1.7,0
E00056288,96.6,3.4,0
E00056289,99.2,0.8,0
E00056290,95.5,4.5,0
E00056291,34.3,65.7,0
E00056292,99.6,0.4,0
E00056293,93.8,6.2,0
E00056294,99.3,0.7,0
E00056295,64.9,35.1,0
E00056296,100,0,0
E00056297,99,1,0
E00056298,88.7,11.3,0
E00056299,88.3,11.7,0
E00056300,99.2,0.8,0
E00056301,94,6,0
E00056302,96.3,3.7,0
E00056303,77.2,22.8,0
E00056304,87.2,12.8,0
E00056305,71.9,27.2,0.9
E00056306,98.7,1.3,0
E00056307,98.5,1.5,0
E00056308,100,0,0
E00056309,69.5,30.5,0
E00056310,100,0,0
E00056311,98,2,0
E00056312,100,0,0
E00056313,94.4,5.6,0
E00056314,100,0,0
E00056315,96.7,3.3,0
E00056316,93.1,6.9,0
E00056317,82,18,0
E00056318,72,28,0
E00056319,92.5,7.5,0
E00056320,99.5,0.5,0
E00056321,72.4,27.6,0
E00056322,99.3,0.7,0
E00056323,99.4,0.6,0
E00056324,99.3,0.7,0
E00056326,85.4,14.6,0
E00056327,85.7,14.3,0
E00056328,97.8,1.5,0.7
E00056329,95.7,4.3,0
E00056330,88.8,11.2,0
E00056332,99.5,0.5,0
E00056333,98.6,0.7,0.7
E00056334,99.2,0.8,0
E00056336,79.7,19.5,0.8
E00056337,97.6,2.4,0
E00056338,99.3,0,0.7
E00056339,88.8,11.2,0
E00056340,74.7,25.3,0
E00056341,98.4,1.6,0
E00056342,99.5,0.5,0
E00056343,95.3,4.2,0.5
E00056344,98.4,1.6,0
E00056345,98.6,1.4,0
E00056346,67.7,32.3,0
E00056347,97.4,2.6,0
E00056348,100,0,0
E00056349,98.2,1.8,0
E00056350,68.3,31.7,0
E00056351,99.1,0.9,0
E00056352,85.6,14.4,0
E00056354,100,0,0
E00056355,97.6,2.4,0
E00056356,95.8,4.2,0
E00056359,94.7,5.3,0
E00056360,97.2,2.8,0
E00056361,97.2,2.8,0
E00056363,100,0,0
E00056364,84.5,15.5,0
E00056365,99.2,0.8,0
E00056366,95.4,4.6,0
E00056367,95.8,4.2,0
E00056368,87.7,12.3,0
E00056369,89.2,10.8,0
E00056370,97.9,2.1,0
E00056371,100,0,0
E00056372,90.5,9.5,0
E00056373,77.7,22.3,0
E00056374,96.2,3.8,0
E00056375,100,0,0
E00056376,96.9,3.1,0
E00056377,100,0,0
E00056378,98.6,0.7,0.7
E00056542,96.2,3.8,0
E00056543,78.1,21.9,0
E00056544,90.4,9.6,0
E00056545,80,20,0
E00056546,100,0,0
E00056548,99.3,0.7,0
E00056549,1.7,98.3,0
E00056550,73.8,26.2,0
E00056552,15.6,84.4,0
E00056554,94.4,5.6,0
E00056555,86.5,13.5,0
E00056556,52.6,47.4,0
E00056557,95,5,0
E00056558,32.7,67.3,0
E00056559,91.7,8.3,0
E00056560,94.5,5.5,0
E00056561,96,4,0
E00056562,48.5,51.5,0
E00056563,72.6,27.4,0
E00056564,80.3,19.7,0
E00056566,94.7,5.3,0
E00056567,81.9,18.1,0
E00056568,87,13,0
E00056569,89.1,10.9,0
E00056570,87.4,12.6,0
E00056571,91.5,8.5,0
E00056572,68,32,0
E00056573,71.2,28.8,0
E00056574,98.3,1.7,0
E00056575,98.8,1.2,0
E00056576,88.9,11.1,0
E00056577,92.2,7.8,0
E00056578,95.9,4.1,0
E00056579,99.2,0.8,0
E00056580,99.3,0.7,0
E00056581,92.9,7.1,0
E00056582,73.5,26.5,0
E00056583,100,0,0
E00056584,99.3,0.7,0
E00056585,62.7,37.3,0
E00056586,12.6,87.4,0
E00056587,91.7,8.3,0
E00056588,63,37,0
E00056589,38.4,61.6,0
E00056590,77.2,22.8,0
E00056591,83.8,16.2,0
E00056592,86.7,13.3,0
E00056597,95.8,4.2,0
E00056618,82.1,17.9,0
E00056621,98.2,1.8,0
E00056622,35.9,64.1,0
E00056623,100,0,0
E00056624,95.4,4.6,0
E00056625,94,6,0
E00056626,42.2,57.8,0
E00056627,56,44,0
E00175518,40,60,0
E00175520,92.1,7.9,0
E00175521,4.1,95.9,0
E00175522,20.3,79.7,0
E00175540,23.9,76.1,0
