geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00055463,91.2,4.4,2.7,1.7
E00055469,94.5,1.7,1.3,2.6
E00055472,94.3,3.9,0.4,1.4
E00055478,92.6,3.3,0.8,3.3
E00055481,90.3,6.3,1.7,1.7
E00055486,88.7,6.7,1.8,2.8
E00055783,88.9,7.8,2.6,0.7
E00055784,90.4,6.4,1.1,2.1
E00055786,93.6,3.8,1.3,1.3
E00055787,92.2,3.8,2.2,1.9
E00055788,93.1,4.3,1.4,1.2
E00055789,93.3,3.5,1.1,2.2
E00055790,89.9,6,2.2,1.9
E00055791,94.9,3.1,0.5,1.5
E00055792,93.4,1.9,1.4,3.3
E00055793,88.8,4.1,2.2,4.8
E00055794,91.9,3.9,0.4,3.9
E00055795,85.9,9.2,2.9,2
E00055796,90.3,5.7,2.3,1.7
E00055797,91.1,4.1,1.6,3.2
E00055798,91.2,5.7,1.4,1.7
E00055799,90.5,4.6,1.1,3.8
E00055800,90.4,5.8,1.3,2.5
E00055801,91.3,5.9,2.1,0.7
E00055802,88.3,8.5,0.7,2.5
E00055803,89.3,5.6,4.2,0.9
E00055804,92.1,1.3,2.5,4.1
E00055805,91.6,5.7,1.1,1.5
E00055806,93.4,4.5,0.5,1.5
E00055807,88.7,6.7,2.1,2.5
E00055808,90.2,7.1,0.3,2.4
E00055809,86.6,4.2,5.6,3.6
E00055810,87.4,6.7,2.1,3.8
E00055811,92.2,3.5,1.6,2.7
E00055812,86.2,5.5,2.6,5.8
E00055813,86.8,7.3,0.9,5
E00055815,89.5,7.6,1,1.9
E00055816,91,4.8,1.8,2.4
E00055817,89.9,4.8,1.4,3.9
E00055818,91.2,6.6,0.8,1.4
E00055819,84.6,6,3.7,5.6
E00055820,88.2,8,2.3,1.5
E00055821,97.2,1.1,1.1,0.7
E00055822,92.4,4.8,0.8,2
E00055823,88.3,8.3,0.4,2.9
E00055824,89.1,4.7,2.5,3.6
E00055825,89.4,5.8,2.1,2.6
E00055826,90.9,5.2,0.9,3
E00055827,92.6,4.7,0.8,1.9
E00055828,92.9,4.6,1.9,0.5
E00055829,89.4,3.8,3,3.8
E00055830,93.5,1.9,1.7,2.9
E00055831,92.5,4.3,1.2,2
E00055832,93.1,5.2,0.4,1.3
E00055833,89.3,5.6,3.2,1.9
E00055834,87.9,8.6,2.2,1.3
