geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00146828,0,37.3,40.2,22.5
E00146830,1,30.2,45.8,22.9
E00146831,7.9,38.6,36.8,16.7
E00146832,17.4,41,26.7,14.9
E00146833,8.4,39.7,40.5,11.5
E00146834,38.6,47.7,9.2,4.6
E00146835,25.5,41.4,29.3,3.8
E00146836,9.8,32.5,39,18.7
E00146837,24.8,42.7,22.2,10.3
E00146838,10.1,36.4,34.1,19.4
E00146839,6.3,32.3,48,13.4
E00146840,6.5,34.8,35.5,23.2
E00146841,5.3,32.8,42,19.8
E00146842,36.9,43.1,15.4,4.6
E00146843,10.3,41.4,37.9,10.3
E00146844,21.4,52.8,18.2,7.5
E00146845,9.9,42,33.6,14.5
E00146846,26.9,50.9,18.9,3.4
E00146847,31.5,45.7,17.3,5.6
E00146848,25,35.6,26.9,12.5
E00146849,6.2,33.3,46.5,14
E00146850,17.2,42.2,26.7,13.8
E00146851,19.2,31.5,36.3,13
E00146852,8.5,52.3,29.2,10
E00146853,8.7,44.1,33.5,13.7
E00146854,14.2,38.3,33.3,14.2
E00146855,4.5,46,34.8,14.6
E00146856,4.5,40.9,39,15.6
E00146857,21.5,36.2,29.2,13.1
E00146858,24.2,42.7,21,12.1
E00146859,7.8,44.5,34.4,13.3
E00146860,24.4,38.7,23.5,13.4
E00146861,15.4,48.5,29.4,6.6
E00146862,11.1,43.7,35.7,9.5
E00146863,20.9,41.9,28.7,8.5
E00146864,7.9,40.9,33.9,17.3
E00146865,4.8,37,47.3,11
E00146866,33.6,37.3,20,9.1
E00146867,21,56.3,16,6.7
E00146868,8.6,41.7,37.4,12.2
E00146869,15.7,42.1,25.7,16.4
E00146870,14.3,49.1,30.4,6.3
E00146871,32.8,40.2,22.1,4.9
E00146872,30.5,46.9,18,4.7
E00146891,5.3,22.4,41.8,30.6
E00146892,8.3,44.4,31.5,15.7
E00146893,1.6,28.9,40.6,28.9
E00146895,4.1,24.8,44.8,26.2
E00146913,10.4,31.3,30.2,28.1
E00146936,3.5,26.5,46.5,23.5
E00146981,2.8,30.5,29.1,37.6
E00146982,3.8,20.8,44.6,30.8
E00146983,0.8,25.4,42.9,31
E00146984,4.7,37.6,32.2,25.5
E00146985,12.9,41.1,27.4,18.5
E00174570,14,47.2,32,6.7
E00174571,7.5,39.1,36.1,17.3
E00174572,10.2,27.8,45.5,16.5
E00187172,4.2,40.1,32.5,23.1
E00187196,1.6,37.1,27.4,33.9
E00187289,9.5,54.8,23.8,11.9
