areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00039621,11.5,39.2,36.9,12.3
E00039641,13.9,47.5,33.6,4.9
E00039642,14.9,42.1,32.2,10.7
E00039643,19,39.4,31.4,10.2
E00039644,14.4,27.9,48.1,9.6
E00039647,20.8,44.6,29.2,5.4
E00039800,33.8,45.4,16.2,4.6
E00039801,27.4,36.9,28.6,7.1
E00039802,42.6,39.5,13,4.9
E00039804,24.3,45,25.2,5.4
E00039807,25.2,53.1,17.5,4.2
E00039808,5.4,41.5,34.6,18.5
E00039810,23.6,38.9,26.4,11.1
E00039812,25.2,44.8,23.8,6.3
E00039813,19.5,55.1,18.4,7
E00039814,45.5,32.5,12.2,9.8
E00039815,9.1,35.5,41.3,14
E00039817,17.1,47.6,30.5,4.9
E00039818,15.7,46.3,25.9,12
E00039819,28.2,46.4,20,5.5
E00039820,28.7,48.1,16.3,7
E00039821,2.9,38.1,42.9,16.2
E00039822,19.5,58.6,18.8,3
E00039823,20.7,42.3,22.5,14.4
E00039824,22.8,53.5,17.5,6.1
E00039825,18.6,46,24.8,10.6
E00039826,42.6,32.8,18.9,5.7
E00039827,9.1,61.4,23.5,6.1
E00039828,6.3,38.3,46.9,8.6
E00039829,33.6,44.2,20.4,1.8
E00039830,8.7,54.8,31.3,5.2
E00039831,15.9,48.5,30.3,5.3
E00039832,14.8,39.3,29.6,16.3
E00039833,6.2,39.1,44.1,10.6
E00039834,20,53.9,20.9,5.2
E00039836,13.6,36.4,40.9,9.1
E00039838,24.5,43.9,22.3,9.4
E00039839,28.2,41.8,18.2,11.8
E00039840,26.5,42.2,21.1,10.3
E00039841,49.1,18.5,19.4,13
E00039842,40.3,36.4,14.9,8.4
E00039843,31.4,31.4,27.3,9.9
E00039844,16.2,50.7,25,8.1
E00039845,31.7,48.9,15.1,4.3
E00039846,62,22.8,12,3.3
E00039847,30.2,44.3,19.5,6
E00039849,40,43.2,10.4,6.4
E00039850,5.8,37,44.2,13
E00040095,5.8,37.2,45,12
E00040106,7,29.8,35.1,28.1
E00040153,14.6,55.6,25,4.9
E00040154,6.4,48.6,39.4,5.5
E00040155,13.5,49,32.7,4.8
E00040156,14.8,53.7,26.9,4.6
E00040157,22.8,52.8,20.5,3.9
E00040158,8,55.4,33.9,2.7
E00040159,4.4,50.4,40,5.2
E00040160,6.8,48.5,38.6,6.1
E00040161,10.3,39.7,39.7,10.3
E00040162,8.6,44.7,37.5,9.2
E00040164,15.4,32.3,32.3,20
E00040165,5.5,37,45.2,12.3
E00040166,30.9,36.6,24.4,8.1
E00040167,9.2,37.3,45.8,7.7
E00040168,2.7,26.1,48.6,22.5
E00040169,4.8,36.5,46.8,11.9
E00040170,8.8,45.6,34,11.6
E00040171,2.8,38.7,44.4,14.1
E00040172,2.7,17.9,53.6,25.9
E00040173,11.3,48.5,29.9,10.4
E00040174,5.9,50.8,34.7,8.5
E00040175,19,49.6,29.2,2.2
E00040176,16.3,55.1,23.1,5.4
E00040177,6.5,51.6,35.3,6.5
E00040178,16.5,60.9,18.8,3.8
E00040179,36.6,46.5,14.9,2
E00040180,17.7,43.8,32.3,6.2
E00040181,10.6,54.9,29.2,5.3
E00040182,20.3,54.3,23.2,2.2
E00040183,8.8,38.9,38.9,13.3
E00040184,12.9,49.2,32.3,5.6
E00040185,9.2,54.2,34.2,2.5
E00040186,13.4,59.8,20.6,6.2
E00040187,13.1,55.4,26.9,4.6
E00040188,10.5,50.8,33.1,5.6
E00040189,11,51,27,11
E00040190,11.2,49,30.6,9.2
E00040191,14.2,45.1,36.3,4.4
E00040192,8.2,44.9,41.8,5.1
E00040193,3.3,41.8,45.1,9.8
E00040194,24,40.3,25.6,10.1
E00040195,10.9,43.1,38.7,7.3
E00040196,16.6,54.3,25.7,3.4
E00040197,34.8,41.7,19.1,4.3
E00040198,16.3,38.8,40.8,4.1
E00040199,3.2,36.5,50,10.3
E00040200,6.9,34.2,43.6,15.3
E00040201,14.7,39.4,41.3,4.6
E00040202,3,40.7,45.2,11.1
E00040203,8.1,43.8,36.3,11.9
E00040204,10.1,39.4,42.2,8.3
E00040205,6.9,29.3,50,13.8
E00040206,8.3,32.5,45.8,13.3
E00040207,8.2,21.8,47.3,22.7
E00040208,6.5,37.9,44.4,11.1
E00040209,8.5,44.1,42.9,4.5
E00040210,2.3,29.5,50.4,17.8
E00040211,30.8,37.4,23.4,8.4
E00040212,7.3,34.3,47.4,10.9
E00040213,2.4,28.3,53.5,15.7
E00040214,7.5,40,38.3,14.2
E00040215,8.1,39.5,41.9,10.5
E00040272,13.1,53,26.8,7.1
E00040273,7.9,38.8,43.9,9.4
E00040274,14.5,37.4,33.6,14.5
E00040275,46.6,43.2,9.3,0.8
E00040276,20.9,41.8,29.1,8.2
E00040277,7.2,52.5,31.7,8.6
E00040278,10.6,45.1,39.4,4.9
E00040279,33.1,50.7,15.5,0.7
E00040280,15.7,52.4,28.3,3.6
E00040281,11.5,46,34.5,8
E00040282,7.3,43.1,40.7,8.9
E00040283,7,50.9,33.3,8.8
E00040284,16.1,45.5,31.5,7
E00040285,4.4,37.5,47.8,10.3
E00040286,31.7,38.9,24.6,4.8
E00040287,56.9,34.3,5.9,2.9
E00040289,3.6,30.2,53.2,12.9
E00040290,10,50.8,28.3,10.8
E00040291,12.8,52.1,27.4,7.7
E00040292,3.9,33.6,50.8,11.7
E00040293,13.5,44.7,30.5,11.3
E00040294,7.1,48.9,39,5
E00040295,9.9,39.6,40.6,9.9
E00040296,4.7,30.7,43.3,21.3
E00040297,6.3,36.5,44.4,12.7
E00040298,8,39.9,35.5,16.7
E00040299,5.9,32.2,43.2,18.6
E00040300,10.7,43.7,38.8,6.8
E00040301,12.9,43.2,33.8,10.1
E00040302,11.3,37.7,45.3,5.7
E00040303,7.6,47.6,35.9,9
E00040304,5,56.3,30.3,8.4
E00040305,9.1,52.5,31.3,7.1
E00040306,2.5,49.2,35.8,12.5
E00040308,8.8,37.7,41.2,12.3
E00040312,25.2,48.9,23.7,2.2
E00040315,9.4,44.3,32.1,14.2
E00040316,9.6,53.6,28,8.8
E00040317,29.2,46.9,21.2,2.7
E00040318,10,50.8,35,4.2
E00040319,20.2,46.5,27.3,6.1
E00040320,13.2,52.1,32.2,2.5
E00040321,15.6,56.3,20.3,7.8
E00040322,14.8,39.8,35.2,10.2
E00040323,8.5,48.7,35,7.7
E00040325,11.7,38.7,38.7,10.9
E00040326,16.7,50.8,26.2,6.3
E00040327,15.2,36.6,38.4,9.8
E00040328,29,43.5,22.5,5.1
E00040329,15.5,42.2,42.2,0
E00040331,9,25.4,49.3,16.4
E00040332,33.1,36.8,27.1,3
E00040333,7.7,44.6,36.2,11.5
E00040746,25.7,47.8,19.9,6.6
E00040748,7.4,45.2,35.9,11.5
E00040754,8.8,46.3,35.3,9.6
E00040755,7.8,43.1,37.9,11.2
E00040756,23.7,50.4,17.6,8.4
E00040757,11.4,50.8,27.3,10.6
E00040758,9.4,42.7,41.9,6
E00040760,17.2,50,29.3,3.4
E00040761,10.3,39.3,39.3,11.1
E00040763,8.2,46.7,38.5,6.6
E00040766,6.3,42.3,36.9,14.4
E00040772,41.8,39.8,13.3,5.1
E00040773,33,47.8,13.9,5.2
E00040775,22.4,47.2,27.2,3.2
E00040776,31.3,45,21.4,2.3
E00040778,26,56.9,13,4.1
E00040779,21.3,47.9,27.7,3.2
E00040780,27.6,46.6,21.6,4.3
E00040782,22.1,53.3,18.9,5.7
E00040783,26.6,49,19.6,4.9
E00040784,16.2,52.3,25.2,6.3
E00040788,22.5,48.4,25.8,3.3
E00040790,12.2,45.9,30.6,11.2
E00040792,16.4,50,26.7,6.9
E00172454,28.9,51.1,17.8,2.2
E00172548,7.6,35.1,46.6,10.7
E00172549,4.9,30.9,44.7,19.5
E00172550,11.2,36.8,36,16
E00185178,24.2,53,15.2,7.6
E00185179,27.3,49,20.3,3.5
E00185181,27.7,38.3,25.2,8.7
E00185192,27.4,48.8,15.5,8.3
E00185193,12.7,44.4,33.3,9.5
