areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00039621,97.8,0.3,1.9
E00039641,94.8,1.1,4.1
E00039642,90.9,4.9,4.2
E00039643,93.7,1.7,4.7
E00039644,97.8,0.4,1.8
E00039647,94.7,1.6,3.7
E00039800,85.4,6.8,7.8
E00039801,89.7,3.3,7.1
E00039802,77,3.9,19.1
E00039804,82.2,5.8,12
E00039807,84.4,5,10.6
E00039808,93.9,3.2,2.9
E00039810,84.9,5.4,9.8
E00039812,90.8,1.6,7.6
E00039813,89.2,2.8,8
E00039814,83.3,2.1,14.6
E00039815,94.9,0.4,4.8
E00039817,91.4,2.2,6.4
E00039818,83.7,6.2,10.1
E00039819,84.2,3.2,12.7
E00039820,81,6.1,13
E00039821,93.7,1.2,5.2
E00039822,91.4,3.7,4.9
E00039823,92.5,1.6,5.9
E00039824,89.4,4.6,6
E00039825,89.9,3.9,6.2
E00039826,90.4,1.3,8.3
E00039827,80.5,8.5,11
E00039828,95.2,0.3,4.5
E00039829,87,5.6,7.4
E00039830,90,5.5,4.5
E00039831,86.3,3.8,9.9
E00039832,95.5,1.5,3
E00039833,92.8,1.6,5.6
E00039834,90.3,3.5,6.2
E00039836,89.8,3.2,7
E00039838,85.9,3.7,10.4
E00039839,81.8,6.6,11.6
E00039840,84.4,3.6,12
E00039841,90.1,2.8,7
E00039842,87.7,3.7,8.6
E00039843,83.2,5.3,11.6
E00039844,89.8,3.2,7
E00039845,87.5,3.3,9.2
E00039846,87.2,5.3,7.5
E00039847,87.5,4.2,8.3
E00039849,77.9,3.8,18.3
E00039850,94.9,0.8,4.4
E00040095,95.7,1.3,3
E00040106,96.2,0.3,3.4
E00040153,86.1,5.1,8.8
E00040154,92.2,4.5,3.3
E00040155,92.1,2.3,5.7
E00040156,91.1,3,5.9
E00040157,86.5,3.9,9.6
E00040158,93.4,1.6,4.9
E00040159,92.9,1.4,5.8
E00040160,93,3.8,3.2
E00040161,91.5,3.2,5.2
E00040162,89,5.1,5.9
E00040164,92.8,3.4,3.8
E00040165,95.4,2.6,2.1
E00040166,90.7,3.9,5.4
E00040167,93.4,2.9,3.7
E00040168,93.2,1.4,5.4
E00040169,95.1,1.1,3.7
E00040170,90.4,2.9,6.7
E00040171,96.2,1.4,2.4
