geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00024141,61,2.3,36.7
E00024142,59.8,1.9,38.3
E00024143,62.2,2.9,34.9
E00024144,63.4,3.3,33.3
E00024145,57.5,3.8,38.7
E00024146,51.3,2.1,46.6
E00024147,51.3,0.4,48.3
E00024148,70.9,2.6,26.5
E00024150,52.9,3.1,44
E00024151,62.1,2.5,35.4
E00024152,43.2,4.5,52.3
E00024153,62.5,3.4,34.1
E00024154,55.4,1.4,43.2
E00024155,52.1,5,42.9
E00024156,49.3,3.5,47.2
E00024157,55.7,3.8,40.5
E00024158,50,4.2,45.8
E00024159,35.8,0.9,63.3
E00024160,55.5,4,40.5
E00024161,63.2,3.2,33.6
E00024162,63.7,2,34.3
E00024163,48.8,6,45.2
E00024164,65.6,2.2,32.2
E00024165,32.5,4.6,62.9
E00024166,52.4,2.4,45.2
E00024167,47.6,0.4,52
E00024168,53.8,3.4,42.8
E00024169,50.5,6.5,42.9
E00024170,51.1,3.9,45.1
E00024171,57.3,2,40.7
E00024172,51.8,3.6,44.5
E00024173,36,5.6,58.4
E00024175,59.5,3.6,36.8
E00024176,61.7,1.6,36.7
E00024177,78.5,2,19.5
E00024178,65.7,2.1,32.1
E00024179,63,1.4,35.6
E00024180,70.9,3.2,25.9
E00024181,55.9,2.9,41.2
E00024182,47.2,0,52.8
E00024183,68.4,2.6,29
E00024184,58.1,0.8,41.1
E00024185,46.6,2.1,51.3
E00024186,55.7,2.7,41.6
E00024187,60.9,1.5,37.5
E00024230,45.9,0,54.1
E00024231,57.7,5.8,36.5
E00024232,40.3,4.7,55
E00024233,64,2.3,33.7
E00024234,63.8,0.7,35.4
E00024235,45.1,4.7,50.2
E00024236,60.4,2.4,37.2
E00024237,56.4,1.8,41.9
E00024238,37.3,0.9,61.8
E00024239,56.9,1.4,41.7
E00024240,52,0,48
E00024241,65.1,3.3,31.6
E00024242,31,0.4,68.6
E00024243,44.3,2.4,53.3
E00024244,56.3,3.9,39.8
E00024245,53.2,2.7,44.1
E00024246,42.6,1.6,55.8
E00024247,51.7,2.6,45.7
E00024248,44.4,1.6,54
E00024249,69.4,2.3,28.3
E00024250,52,4,44
E00024251,55.4,2.6,42
E00024252,61.2,2,36.7
E00024253,59.4,3.6,37
E00024254,40.7,10.5,48.8
E00024255,52.9,2.5,44.5
E00024256,44.4,11.2,44.4
E00024257,49.8,7.9,42.4
E00024258,51.5,3.9,44.7
E00024259,60.7,1.2,38.1
E00024260,56.6,4.5,38.9
E00024261,50,1.1,48.9
E00024262,52,0.4,47.6
E00024263,61.6,1.5,36.9
E00024264,56.8,1.7,41.5
E00024265,49,4,47
E00024266,68.6,4.1,27.3
E00024267,61.5,1.3,37.2
E00024268,45.7,2.2,52.2
E00024269,62.5,0,37.5
E00024270,47,0,53
E00024271,61.4,0,38.6
E00024272,37.6,2.7,59.7
E00024273,54.2,1.1,44.7
