geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00024141,95.6,2.2,2.2
E00024142,94.4,0.4,5.2
E00024143,92.2,0.6,7.2
E00024144,99.2,0,0.8
E00024145,96.5,0,3.5
E00024146,97.3,0.7,2
E00024147,95.8,0.3,3.9
E00024148,95.5,0.8,3.6
E00024150,96.1,0,3.9
E00024151,91.7,1.7,6.6
E00024152,91.3,1.5,7.2
E00024153,92.1,1.9,6
E00024154,90.4,1.1,8.5
E00024155,95.3,0,4.7
E00024156,95.5,0.5,4
E00024157,85.1,3.5,11.4
E00024158,93,1.2,5.8
E00024159,98.8,0,1.2
E00024160,91.6,0.9,7.4
E00024161,92.7,2.6,4.7
E00024162,98.1,0,1.9
E00024163,94.2,1.1,4.7
E00024164,94.9,0.3,4.8
E00024165,90.6,4.4,5
E00024166,93.5,0.6,5.9
E00024167,96.9,1.2,1.9
E00024168,90,1.1,8.9
E00024169,89.7,0.9,9.4
E00024170,98.6,0,1.4
E00024171,94.4,3.2,2.4
E00024172,85.5,2.4,12.1
E00024173,91.4,0.4,8.2
E00024175,85.2,0.3,14.5
E00024176,97.5,0.6,1.9
E00024177,98.7,0,1.3
E00024178,96.6,0.3,3.2
E00024179,96.7,0.3,3
E00024180,97.6,0.3,2.1
E00024181,95.9,0.4,3.7
E00024182,100,0,0
E00024183,97.7,0.2,2.1
E00024184,96.5,2.6,1
E00024185,98.1,0.5,1.4
E00024186,96.7,1,2.3
E00024187,97.5,0.6,1.9
E00024230,98.1,0,1.9
E00024231,93.2,1.6,5.2
E00024232,97.7,0,2.3
E00024233,97.7,1,1.3
E00024234,98.5,0.3,1.2
E00024235,94.3,0.5,5.2
E00024236,99.1,0.3,0.6
E00024237,99.3,0,0.7
E00024238,98.6,1.1,0.3
E00024239,97.6,0.9,1.5
E00024240,98.4,0,1.6
E00024241,92.9,1.5,5.6
E00024242,98.9,0,1.1
E00024243,97.6,0,2.4
E00024244,98.5,0.4,1.1
E00024245,97.3,0,2.7
E00024246,97.5,0.4,2.1
E00024247,97.7,0,2.3
E00024248,98.9,0.4,0.7
E00024249,99,0.3,0.6
E00024250,98.4,1,0.7
E00024251,99.7,0,0.3
E00024252,98.6,0,1.4
E00024253,95.9,2,2
E00024254,93.5,1.9,4.7
E00024255,92.9,0,7.1
E00024256,94.2,0.8,5
E00024257,93.1,0,6.9
E00024258,92.8,0.4,6.8
E00024259,98.1,0,1.9
E00024260,96,0,4
E00024261,99.4,0,0.6
E00024262,100,0,0
E00024263,94.7,0.6,4.7
E00024264,97.6,0.3,2.1
E00024265,97,1.9,1.1
E00024266,98.2,0.4,1.4
E00024267,97.9,0.4,1.8
E00024268,98.1,0,1.9
E00024269,99.3,0,0.7
E00024270,99.3,0.4,0.4
E00024271,96,1.3,2.7
E00024272,99.5,0,0.5
E00024273,98.2,0.5,1.4
E00024274,95.9,0.7,3.4
E00024275,95.5,0,4.5
E00024276,87.6,3,9.4
E00024277,97.4,0.3,2.3
E00024278,93.5,1.8,4.7
E00024279,96.2,1.3,2.6
E00024280,83.3,1.9,14.8
E00024281,91.3,0.7,8
E00024282,98.2,0,1.8
E00024283,90.9,0,9.1
E00024284,86.2,3,10.8
E00024285,98.8,0,1.2
E00024286,94.3,0.6,5.1
E00024287,91.7,1.8,6.5
E00024288,87.7,1.3,11
E00024289,94.1,0,5.9
E00024290,93.3,1.3,5.4
E00024291,95.8,0.7,3.5
E00024292,90.3,1.4,8.3
E00024293,97.7,0,2.3
E00024294,92.7,1.6,5.7
E00024295,98.5,0.6,0.9
E00024296,96.5,0.4,3.1
E00024297,97.8,0.4,1.8
E00024298,96.8,1,2.3
E00024299,99.6,0,0.4
E00024300,92.2,0,7.8
E00024301,97.8,0,2.2
E00024302,92.4,0.8,6.8
E00024303,97.6,0.5,1.9
E00024304,92.6,0.6,6.8
E00024305,97,1,2
E00024306,93.7,0,6.3
E00024307,92.3,1.8,5.8
E00024308,96.9,0.9,2.2
E00024309,98,0,2
E00024310,97.9,0.7,1.4
E00024311,97.3,1,1.7
E00024312,98.6,0.4,1.1
E00024314,96,0.6,3.4
E00024315,90.8,0.7,8.4
E00024316,87.3,0.2,12.5
E00024317,89.4,0,10.6
E00024318,83.8,0.5,15.7
E00024319,97.5,0.7,1.7
E00024320,99,0.3,0.7
E00024321,98.5,0.4,1.1
E00024322,96.8,0.5,2.7
E00024323,98.9,0,1.1
E00024324,96.2,0.6,3.2
E00024325,97.2,1.1,1.8
E00024326,96.6,0.3,3.1
E00024327,96.4,0,3.6
E00024328,96.9,0.8,2.3
E00024329,96,1.7,2.3
E00024330,96,1.8,2.2
E00024331,98.7,0,1.3
E00024332,98.3,1.7,0
E00024333,97.9,1.7,0.3
E00024334,95.5,1.4,3.1
E00024335,97.3,0,2.7
E00024336,99,0,1
E00024337,98.3,1.4,0.3
E00024338,99.3,0,0.7
E00024339,94.6,1.2,4.2
E00024340,97.2,0.5,2.3
E00024341,84,3.5,12.5
E00024342,91.5,1.3,7.3
E00024343,89.2,0.3,10.5
E00024344,88.6,1.3,10.1
E00024345,82.1,2.3,15.6
E00024346,91.7,1.3,7
E00024347,95.5,0,4.5
E00024348,98.9,0.4,0.7
E00024349,98,0.7,1.3
E00024350,95.6,0,4.4
E00024351,99.2,0.3,0.5
E00024352,98.6,0.7,0.7
E00024353,96.6,0.8,2.5
E00024354,99.1,0.3,0.6
E00024355,100,0,0
E00024356,98.1,0.7,1.2
